uncertainty,seek/sharing,Market_change,Instr,Task1Seek,ID_n
8,5,-474,1,1,216
30,4,418,1,1,216
19,2,-439,1,1,216
73,5,491,1,1,216
20,2,-406,1,1,216
58,5,500,1,1,216
39,4,426,1,1,216
8,1,415,1,1,216
74,6,459,1,1,216
54,5,-406,1,1,216
17,3,-490,1,1,216
35,4,415,1,1,216
44,5,-454,1,1,216
50,4,485,1,1,216
73,5,-420,1,1,216
97,6,454,1,1,216
91,6,-467,1,1,216
79,6,486,1,1,216
72,6,-487,1,1,216
93,6,439,1,1,216
65,6,451,1,1,216
63,6,475,1,1,216
16,2,420,1,1,216
64,6,428,1,1,216
4,1,500,1,1,216
79,6,499,1,1,216
84,6,425,1,1,216
72,6,-479,1,1,216
46,4,-408,1,1,216
47,4,480,1,1,216
35,4,497,1,1,216
57,5,-455,1,1,216
56,5,425,1,1,216
70,6,-402,1,1,216
73,6,424,1,1,216
25,4,437,1,1,216
93,6,463,1,1,216
37,4,418,0,1,216
17,2,-492,0,1,216
47,5,479,0,1,216
94,6,483,0,1,216
82,6,434,0,1,216
78,6,-434,0,1,216
50,5,411,0,1,216
64,5,-427,0,1,216
81,6,482,0,1,216
83,6,474,0,1,216
43,4,-486,0,1,216
82,6,443,0,1,216
2,1,-434,0,1,216
23,4,422,0,1,216
14,2,-496,0,1,216
41,5,-408,0,1,216
48,5,-431,0,1,216
69,6,408,0,1,216
74,6,-474,0,1,216
27,4,408,0,1,216
38,4,-453,0,1,216
86,6,-400,0,1,216
40,5,411,0,1,216
5,1,468,0,1,216
90,6,478,0,1,216
83,6,464,0,1,216
97,6,406,0,1,216
13,2,-462,0,1,216
85,6,-412,0,1,216
65,6,-439,0,1,216
68,5,484,0,1,216
82,6,-478,0,1,216
10,1,-445,0,1,216
95,6,401,0,1,216
85,5,421,0,1,216
53,4,413,0,1,216
51,4,-419,0,1,216
12,4,468,0,1,216
79,6,426,0,1,216
71,6,-463,0,1,216
75,6,404,1,1,217
54,6,463,1,1,217
16,6,-491,1,1,217
18,6,443,1,1,217
23,6,497,1,1,217
72,6,456,1,1,217
37,6,481,1,1,217
45,6,-493,1,1,217
69,6,443,1,1,217
44,6,-461,1,1,217
73,6,-455,1,1,217
12,5,-493,1,1,217
60,5,-453,1,1,217
72,6,447,1,1,217
34,4,-470,1,1,217
6,4,427,1,1,217
95,6,494,1,1,217
83,6,425,1,1,217
49,5,408,1,1,217
5,3,-479,1,1,217
32,5,469,1,1,217
78,6,410,1,1,217
51,6,428,1,1,217
55,6,-451,1,1,217
63,6,441,1,1,217
29,5,-431,1,1,217
63,6,485,1,1,217
9,1,439,1,1,217
37,6,418,1,1,217
51,6,493,1,1,217
40,6,480,1,1,217
60,6,468,1,1,217
85,6,-470,1,1,217
49,6,443,1,1,217
98,6,439,1,1,217
89,6,-460,1,1,217
34,6,485,1,1,217
1,2,430,1,1,217
79,6,-441,1,1,217
62,6,-401,1,1,217
23,5,412,0,1,217
52,6,455,0,1,217
18,4,438,0,1,217
17,4,477,0,1,217
2,0,436,0,1,217
48,6,410,0,1,217
9,1,416,0,1,217
60,6,-498,0,1,217
9,6,-462,0,1,217
45,5,-408,0,1,217
10,3,-438,0,1,217
39,4,490,0,1,217
36,5,-478,0,1,217
36,4,458,0,1,217
25,3,461,0,1,217
34,3,435,0,1,217
78,6,-414,0,1,217
99,6,424,0,1,217
14,3,487,0,1,217
22,4,-414,0,1,217
33,3,-447,0,1,217
19,2,483,0,1,217
49,4,-433,0,1,217
24,4,492,0,1,217
31,4,412,0,1,217
70,4,-400,0,1,217
25,3,476,0,1,217
97,6,-415,0,1,217
91,6,-496,0,1,217
72,5,430,0,1,217
12,3,-471,0,1,217
47,5,-475,0,1,217
14,2,-455,0,1,217
99,6,-467,0,1,217
5,0,425,0,1,217
42,4,452,0,1,217
48,3,475,0,1,217
31,4,499,0,1,217
35,5,-492,0,1,217
69,5,-414,0,1,217
7,6,488,1,1,219
96,1,478,1,1,219
42,3,450,1,1,219
43,4,470,1,1,219
83,1,466,1,1,219
34,4,436,1,1,219
83,5,-495,1,1,219
95,6,-457,1,1,219
62,4,491,1,1,219
53,5,480,1,1,219
69,4,403,1,1,219
87,4,410,1,1,219
21,5,472,1,1,219
32,4,-484,1,1,219
33,4,406,1,1,219
61,3,-419,1,1,219
14,2,-452,1,1,219
64,3,-472,1,1,219
44,4,475,1,1,219
31,4,498,1,1,219
25,4,475,1,1,219
68,4,408,1,1,219
68,5,-494,1,1,219
99,1,464,1,1,219
9,2,416,1,1,219
72,4,438,1,1,219
97,2,440,1,1,219
88,4,-400,1,1,219
96,4,-482,1,1,219
19,1,-425,1,1,219
75,4,-424,1,1,219
97,2,-466,1,1,219
19,3,435,1,1,219
40,4,-409,1,1,219
98,2,454,1,1,219
59,4,480,1,1,219
21,2,-419,1,1,219
68,5,430,1,1,219
93,4,407,1,1,219
3,1,479,1,1,219
60,6,420,0,1,219
86,6,499,0,1,219
97,1,406,0,1,219
30,3,-408,0,1,219
51,6,-425,0,1,219
3,1,491,0,1,219
13,4,-475,0,1,219
45,4,-491,0,1,219
98,1,412,0,1,219
6,1,468,0,1,219
68,5,442,0,1,219
10,2,480,0,1,219
94,3,-462,0,1,219
48,5,449,0,1,219
82,4,-491,0,1,219
22,4,-459,0,1,219
64,4,-412,0,1,219
9,2,412,0,1,219
49,5,451,0,1,219
63,4,-404,0,1,219
13,3,-437,0,1,219
99,0,456,0,1,219
31,4,-474,0,1,219
91,2,-478,0,1,219
84,4,484,0,1,219
9,1,-441,0,1,219
29,2,-483,0,1,219
19,3,476,0,1,219
57,4,462,0,1,219
34,4,-401,0,1,219
62,4,-480,0,1,219
20,2,-455,0,1,219
17,2,-434,0,1,219
54,4,-481,0,1,219
58,4,413,0,1,219
4,1,432,0,1,219
44,3,-480,0,1,219
26,3,453,0,1,219
91,1,436,0,1,219
99,0,442,0,1,219
68,6,464,1,1,220
47,6,-492,1,1,220
19,5,-476,1,1,220
91,6,-470,1,1,220
94,6,486,1,1,220
84,6,479,1,1,220
90,6,432,1,1,220
21,6,-472,1,1,220
13,6,-454,1,1,220
18,6,432,1,1,220
92,6,449,1,1,220
68,6,-465,1,1,220
38,6,443,1,1,220
96,6,-493,1,1,220
60,6,456,1,1,220
75,6,465,1,1,220
81,6,-410,1,1,220
72,6,416,1,1,220
47,6,451,1,1,220
83,6,-450,1,1,220
22,6,-451,1,1,220
40,6,-455,1,1,220
91,6,-453,1,1,220
51,6,-412,1,1,220
52,6,474,1,1,220
22,6,447,1,1,220
4,5,-451,1,1,220
4,6,-435,1,1,220
68,6,441,1,1,220
24,6,-452,1,1,220
52,6,485,1,1,220
50,6,-471,1,1,220
44,6,443,1,1,220
71,6,475,1,1,220
46,6,405,1,1,220
99,6,471,1,1,220
10,5,457,1,1,220
95,6,-471,1,1,220
8,6,-405,1,1,220
17,6,-473,1,1,220
14,3,440,0,1,220
12,2,-495,0,1,220
63,4,470,0,1,220
81,5,-431,0,1,220
26,3,438,0,1,220
88,6,-434,0,1,220
38,4,-483,0,1,220
84,6,-433,0,1,220
72,5,-473,0,1,220
91,6,-435,0,1,220
26,3,-441,0,1,220
15,3,-406,0,1,220
14,2,449,0,1,220
14,3,430,0,1,220
55,4,417,0,1,220
75,5,499,0,1,220
78,5,496,0,1,220
48,4,466,0,1,220
1,0,-496,0,1,220
33,4,463,0,1,220
5,1,463,0,1,220
86,6,422,0,1,220
12,2,456,0,1,220
77,5,474,0,1,220
45,3,-462,0,1,220
43,4,-436,0,1,220
6,1,481,0,1,220
55,4,423,0,1,220
14,4,-422,0,1,220
21,4,-484,0,1,220
76,6,-498,0,1,220
22,4,-447,0,1,220
31,4,-430,0,1,220
36,4,462,0,1,220
1,0,415,0,1,220
23,3,479,0,1,220
30,3,-418,0,1,220
60,3,408,0,1,220
9,0,-443,0,1,220
32,4,432,0,1,220
88,5,-489,1,1,223
78,6,-439,1,1,223
89,6,462,1,1,223
22,4,-453,1,1,223
58,5,-485,1,1,223
73,4,-404,1,1,223
28,5,-405,1,1,223
44,6,444,1,1,223
25,5,-492,1,1,223
90,6,433,1,1,223
77,5,-417,1,1,223
77,5,445,1,1,223
96,6,405,1,1,223
13,5,498,1,1,223
38,5,-433,1,1,223
27,4,-479,1,1,223
17,6,436,1,1,223
69,6,431,1,1,223
98,6,-440,1,1,223
70,6,496,1,1,223
68,4,-458,1,1,223
86,5,483,1,1,223
93,6,405,1,1,223
24,5,424,1,1,223
16,5,-444,1,1,223
15,5,446,1,1,223
97,6,489,1,1,223
92,6,-400,1,1,223
59,5,490,1,1,223
7,4,410,1,1,223
99,6,426,1,1,223
21,4,-435,1,1,223
70,5,445,1,1,223
80,5,415,1,1,223
15,4,-460,1,1,223
82,5,-473,1,1,223
81,5,428,1,1,223
59,5,-476,1,1,223
42,5,-467,1,1,223
33,5,497,1,1,223
76,3,-485,0,1,223
69,4,-472,0,1,223
96,6,430,0,1,223
25,4,410,0,1,223
91,2,498,0,1,223
28,2,-448,0,1,223
79,4,-424,0,1,223
99,6,452,0,1,223
45,3,484,0,1,223
32,4,470,0,1,223
33,3,-495,0,1,223
23,4,498,0,1,223
79,3,-440,0,1,223
96,5,459,0,1,223
48,4,461,0,1,223
58,3,-410,0,1,223
46,4,484,0,1,223
13,4,420,0,1,223
92,5,-444,0,1,223
58,4,426,0,1,223
29,3,454,0,1,223
56,3,-445,0,1,223
29,2,-461,0,1,223
66,3,-411,0,1,223
38,2,-477,0,1,223
42,3,-443,0,1,223
59,4,-488,0,1,223
28,4,414,0,1,223
44,4,406,0,1,223
47,3,451,0,1,223
49,5,488,0,1,223
54,4,482,0,1,223
44,4,436,0,1,223
91,4,-439,0,1,223
48,4,426,0,1,223
59,5,428,0,1,223
63,4,415,0,1,223
52,4,-431,0,1,223
9,1,-463,0,1,223
9,4,470,0,1,223
43,0,428,1,1,226
12,5,476,1,1,226
33,3,489,1,1,226
4,6,-497,1,1,226
36,0,-414,1,1,226
26,3,466,1,1,226
29,6,492,1,1,226
35,3,418,1,1,226
89,3,401,1,1,226
47,0,454,1,1,226
68,0,462,1,1,226
22,0,406,1,1,226
47,5,431,1,1,226
10,0,-408,1,1,226
65,0,468,1,1,226
16,6,445,1,1,226
41,3,414,1,1,226
1,6,462,1,1,226
58,0,-421,1,1,226
70,3,463,1,1,226
7,6,467,1,1,226
81,0,473,1,1,226
50,0,-441,1,1,226
41,6,-500,1,1,226
51,3,-407,1,1,226
58,0,-495,1,1,226
77,6,-441,1,1,226
82,0,467,1,1,226
32,0,-423,1,1,226
39,0,488,1,1,226
43,0,460,1,1,226
2,0,-467,1,1,226
8,0,410,1,1,226
78,0,430,1,1,226
61,0,412,1,1,226
50,0,-418,1,1,226
54,0,432,1,1,226
31,0,-403,1,1,226
82,0,-497,1,1,226
42,0,-439,1,1,226
58,0,-449,0,1,226
18,0,-404,0,1,226
39,0,-428,0,1,226
44,0,451,0,1,226
58,0,490,0,1,226
85,0,-418,0,1,226
73,0,444,0,1,226
19,0,429,0,1,226
45,0,-451,0,1,226
1,0,-497,0,1,226
97,0,448,0,1,226
86,0,450,0,1,226
69,0,449,0,1,226
77,0,473,0,1,226
90,0,-431,0,1,226
70,0,444,0,1,226
30,0,-444,0,1,226
89,0,-402,0,1,226
53,0,-424,0,1,226
87,0,421,0,1,226
44,0,-448,0,1,226
99,0,-444,0,1,226
94,0,461,0,1,226
82,0,-435,0,1,226
69,0,-404,0,1,226
11,0,-419,0,1,226
84,0,486,0,1,226
14,0,407,0,1,226
80,0,-498,0,1,226
50,0,-455,0,1,226
20,0,433,0,1,226
22,0,-405,0,1,226
7,0,500,0,1,226
44,0,-463,0,1,226
14,0,479,0,1,226
21,0,418,0,1,226
4,0,-458,0,1,226
35,0,460,0,1,226
1,0,488,0,1,226
6,0,459,0,1,226
49,6,434,1,1,229
4,6,406,1,1,229
17,6,-402,1,1,229
34,6,435,1,1,229
27,6,-469,1,1,229
75,6,-415,1,1,229
12,6,-477,1,1,229
51,6,418,1,1,229
74,6,495,1,1,229
11,6,-412,1,1,229
82,6,456,1,1,229
51,6,-460,1,1,229
29,6,-417,1,1,229
39,6,-462,1,1,229
14,6,-404,1,1,229
6,6,-451,1,1,229
8,6,-401,1,1,229
79,6,439,1,1,229
16,6,432,1,1,229
71,6,500,1,1,229
60,6,-410,1,1,229
74,6,-420,1,1,229
30,6,-437,1,1,229
89,6,-483,1,1,229
8,6,-429,1,1,229
51,6,452,1,1,229
82,6,-420,1,1,229
8,6,-408,1,1,229
6,6,412,1,1,229
81,6,457,1,1,229
69,6,448,1,1,229
5,6,452,1,1,229
56,6,458,1,1,229
94,6,425,1,1,229
50,6,471,1,1,229
38,6,-477,1,1,229
32,6,417,1,1,229
43,6,449,1,1,229
2,6,494,1,1,229
31,6,-411,1,1,229
48,6,496,0,1,229
77,6,-436,0,1,229
46,6,-406,0,1,229
31,6,-492,0,1,229
66,6,491,0,1,229
41,6,444,0,1,229
15,6,472,0,1,229
52,6,454,0,1,229
95,6,462,0,1,229
6,6,479,0,1,229
2,6,-434,0,1,229
73,6,-408,0,1,229
18,6,452,0,1,229
16,6,490,0,1,229
59,6,452,0,1,229
27,6,-485,0,1,229
28,6,430,0,1,229
47,6,-496,0,1,229
82,6,447,0,1,229
57,6,-453,0,1,229
23,6,-450,0,1,229
87,6,-417,0,1,229
45,6,-457,0,1,229
80,6,-439,0,1,229
38,6,486,0,1,229
34,6,423,0,1,229
83,6,-414,0,1,229
65,6,-440,0,1,229
87,6,474,0,1,229
76,6,458,0,1,229
26,6,481,0,1,229
42,6,-485,0,1,229
59,6,456,0,1,229
53,6,-437,0,1,229
49,6,417,0,1,229
70,6,452,0,1,229
98,6,417,0,1,229
3,6,-424,0,1,229
11,6,485,0,1,229
68,6,453,0,1,229
35,5,402,1,1,231
61,5,481,1,1,231
48,6,-400,1,1,231
92,6,-407,1,1,231
8,4,-499,1,1,231
92,6,-433,1,1,231
11,4,-452,1,1,231
3,5,434,1,1,231
70,5,-474,1,1,231
99,6,415,1,1,231
2,4,-490,1,1,231
87,6,491,1,1,231
21,5,494,1,1,231
22,4,-430,1,1,231
9,4,-410,1,1,231
45,5,411,1,1,231
25,4,-479,1,1,231
66,5,-462,1,1,231
79,4,-400,1,1,231
17,4,-453,1,1,231
35,6,-500,1,1,231
87,6,-406,1,1,231
37,4,464,1,1,231
51,5,-403,1,1,231
62,4,413,1,1,231
11,4,474,1,1,231
11,4,489,1,1,231
76,5,-494,1,1,231
12,5,444,1,1,231
56,5,438,1,1,231
15,4,-427,1,1,231
23,4,-451,1,1,231
79,6,402,1,1,231
73,6,471,1,1,231
60,4,-441,1,1,231
13,5,454,1,1,231
11,6,-465,1,1,231
6,5,-436,1,1,231
63,5,-480,1,1,231
58,6,410,1,1,231
23,3,412,0,1,231
95,2,411,0,1,231
85,2,-429,0,1,231
43,3,-400,0,1,231
91,3,402,0,1,231
41,4,-412,0,1,231
17,5,420,0,1,231
67,4,-407,0,1,231
15,5,500,0,1,231
15,1,459,0,1,231
56,4,-433,0,1,231
86,5,-423,0,1,231
16,5,-400,0,1,231
5,4,-412,0,1,231
62,4,-441,0,1,231
53,4,-462,0,1,231
98,6,424,0,1,231
44,4,465,0,1,231
1,5,-468,0,1,231
72,4,-485,0,1,231
41,3,-421,0,1,231
12,3,-455,0,1,231
22,3,-448,0,1,231
78,5,-430,0,1,231
98,4,-480,0,1,231
25,3,442,0,1,231
26,2,474,0,1,231
52,4,419,0,1,231
22,2,435,0,1,231
14,1,469,0,1,231
31,4,-469,0,1,231
98,6,466,0,1,231
79,4,427,0,1,231
92,5,-409,0,1,231
28,1,401,0,1,231
52,3,479,0,1,231
17,4,-463,0,1,231
29,2,-492,0,1,231
41,3,-497,0,1,231
20,1,495,0,1,231
91,2,494,1,1,238
66,3,488,1,1,238
29,0,410,1,1,238
68,5,420,1,1,238
86,2,465,1,1,238
49,0,462,1,1,238
82,5,469,1,1,238
68,6,-430,1,1,238
27,1,-407,1,1,238
40,3,-456,1,1,238
11,4,-489,1,1,238
24,2,496,1,1,238
22,2,434,1,1,238
42,3,486,1,1,238
20,4,-417,1,1,238
52,3,496,1,1,238
68,5,478,1,1,238
31,6,-488,1,1,238
14,0,445,1,1,238
97,6,-492,1,1,238
73,3,491,1,1,238
98,6,440,1,1,238
87,5,-408,1,1,238
74,4,-484,1,1,238
32,2,492,1,1,238
96,6,464,1,1,238
56,4,407,1,1,238
10,2,-423,1,1,238
96,6,436,1,1,238
34,3,-415,1,1,238
16,1,409,1,1,238
13,2,-499,1,1,238
55,4,432,1,1,238
47,3,-487,1,1,238
20,2,-484,1,1,238
40,4,403,1,1,238
1,0,-423,1,1,238
54,4,419,1,1,238
47,4,-423,1,1,238
81,5,-451,1,1,238
13,2,476,0,1,238
36,3,440,0,1,238
29,2,459,0,1,238
68,5,439,0,1,238
67,5,-493,0,1,238
18,2,489,0,1,238
11,2,-448,0,1,238
92,6,491,0,1,238
13,2,-438,0,1,238
75,6,-488,0,1,238
97,6,408,0,1,238
58,3,-417,0,1,238
96,6,403,0,1,238
18,1,468,0,1,238
29,1,479,0,1,238
27,2,487,0,1,238
62,5,-498,0,1,238
55,5,-427,0,1,238
74,5,-424,0,1,238
67,5,-433,0,1,238
27,1,414,0,1,238
75,5,-453,0,1,238
25,1,474,0,1,238
72,5,-415,0,1,238
15,2,-483,0,1,238
69,5,-436,0,1,238
79,5,-473,0,1,238
20,2,-447,0,1,238
24,1,482,0,1,238
98,6,-497,0,1,238
41,3,-493,0,1,238
38,3,-412,0,1,238
7,2,461,0,1,238
53,3,452,0,1,238
50,4,463,0,1,238
42,3,473,0,1,238
5,1,-484,0,1,238
26,2,500,0,1,238
91,6,-432,0,1,238
78,5,-469,0,1,238
16,6,-493,1,1,242
70,6,461,1,1,242
10,6,-466,1,1,242
93,6,-440,1,1,242
47,6,-408,1,1,242
30,6,449,1,1,242
46,6,446,1,1,242
15,6,496,1,1,242
21,6,467,1,1,242
80,6,-404,1,1,242
16,6,-439,1,1,242
69,6,-423,1,1,242
19,6,467,1,1,242
15,6,462,1,1,242
53,6,-474,1,1,242
45,6,435,1,1,242
90,6,406,1,1,242
28,6,403,1,1,242
30,6,489,1,1,242
26,6,-480,1,1,242
95,6,447,1,1,242
29,6,-471,1,1,242
48,6,-456,1,1,242
3,6,-460,1,1,242
74,6,429,1,1,242
99,6,-414,1,1,242
24,6,476,1,1,242
20,6,443,1,1,242
33,6,-487,1,1,242
49,6,-410,1,1,242
4,6,-414,1,1,242
47,6,428,1,1,242
17,6,470,1,1,242
45,6,-477,1,1,242
50,6,-475,1,1,242
82,5,429,1,1,242
44,6,-441,1,1,242
78,6,419,1,1,242
72,6,-406,1,1,242
15,6,-461,1,1,242
64,6,-428,0,1,242
18,5,450,0,1,242
19,6,475,0,1,242
56,4,457,0,1,242
14,6,458,0,1,242
36,5,-438,0,1,242
57,5,-491,0,1,242
56,5,-445,0,1,242
72,6,429,0,1,242
85,5,476,0,1,242
43,5,-490,0,1,242
85,5,-441,0,1,242
31,4,-403,0,1,242
32,6,480,0,1,242
21,5,439,0,1,242
72,6,-416,0,1,242
81,6,-466,0,1,242
71,5,-435,0,1,242
31,4,-441,0,1,242
3,2,410,0,1,242
89,6,-441,0,1,242
3,2,405,0,1,242
33,4,-489,0,1,242
6,1,455,0,1,242
90,6,-467,0,1,242
91,6,-400,0,1,242
45,4,-408,0,1,242
16,2,-452,0,1,242
68,5,469,0,1,242
28,3,488,0,1,242
86,6,-457,0,1,242
74,5,493,0,1,242
18,1,436,0,1,242
16,2,-458,0,1,242
17,3,-468,0,1,242
78,5,479,0,1,242
65,5,405,0,1,242
52,4,466,0,1,242
32,4,482,0,1,242
33,3,-421,0,1,242
94,6,-462,1,1,264
5,6,-472,1,1,264
66,6,-489,1,1,264
89,6,454,1,1,264
43,6,445,1,1,264
3,5,479,1,1,264
80,6,427,1,1,264
29,6,-459,1,1,264
42,5,-441,1,1,264
69,6,420,1,1,264
97,6,484,1,1,264
82,6,434,1,1,264
32,5,427,1,1,264
4,5,-476,1,1,264
14,5,-493,1,1,264
22,6,-457,1,1,264
93,6,-494,1,1,264
81,6,-438,1,1,264
66,6,-492,1,1,264
55,6,-464,1,1,264
63,6,-497,1,1,264
85,6,-433,1,1,264
96,6,442,1,1,264
82,6,500,1,1,264
6,5,412,1,1,264
98,6,466,1,1,264
93,6,-472,1,1,264
73,6,430,1,1,264
83,6,419,1,1,264
79,6,449,1,1,264
81,6,-442,1,1,264
89,6,-482,1,1,264
28,6,-499,1,1,264
9,5,-415,1,1,264
4,5,-430,1,1,264
84,6,-430,1,1,264
42,5,414,1,1,264
21,5,465,1,1,264
96,6,469,1,1,264
72,6,480,1,1,264
28,5,-486,0,1,264
50,3,434,0,1,264
56,4,-409,0,1,264
37,4,477,0,1,264
65,6,-435,0,1,264
6,2,499,0,1,264
26,4,414,0,1,264
49,3,416,0,1,264
33,3,-459,0,1,264
49,4,412,0,1,264
12,3,-490,0,1,264
49,4,-419,0,1,264
11,2,-414,0,1,264
47,3,-402,0,1,264
19,3,-420,0,1,264
8,0,-480,0,1,264
13,2,-446,0,1,264
15,1,445,0,1,264
24,2,-463,0,1,264
51,3,-470,0,1,264
96,6,-482,0,1,264
7,3,434,0,1,264
13,2,484,0,1,264
73,4,-460,0,1,264
87,6,415,0,1,264
29,4,487,0,1,264
57,4,475,0,1,264
92,6,416,0,1,264
27,4,483,0,1,264
9,0,439,0,1,264
99,6,-477,0,1,264
31,4,482,0,1,264
68,4,-444,0,1,264
83,5,-497,0,1,264
83,4,423,0,1,264
13,4,490,0,1,264
60,5,478,0,1,264
86,1,413,0,1,264
15,2,-432,0,1,264
66,4,434,0,1,264
99,6,-404,1,1,267
92,6,498,1,1,267
46,4,-469,1,1,267
58,4,418,1,1,267
78,5,419,1,1,267
72,5,484,1,1,267
64,5,489,1,1,267
36,2,-445,1,1,267
71,4,-452,1,1,267
29,2,-480,1,1,267
69,4,420,1,1,267
60,4,450,1,1,267
67,4,435,1,1,267
26,1,457,1,1,267
30,4,452,1,1,267
65,5,458,1,1,267
10,1,-457,1,1,267
1,0,473,1,1,267
89,6,-421,1,1,267
62,5,-495,1,1,267
82,5,472,1,1,267
7,1,495,1,1,267
59,4,408,1,1,267
26,2,478,1,1,267
26,2,401,1,1,267
65,5,-441,1,1,267
2,0,472,1,1,267
9,1,434,1,1,267
94,6,448,1,1,267
51,4,-479,1,1,267
57,4,456,1,1,267
87,6,415,1,1,267
48,6,500,1,1,267
47,4,472,1,1,267
79,5,-490,1,1,267
65,5,-406,1,1,267
47,4,-440,1,1,267
7,1,-407,1,1,267
84,6,-464,1,1,267
22,2,407,1,1,267
86,5,-427,0,1,267
81,5,483,0,1,267
14,1,447,0,1,267
3,0,-457,0,1,267
85,5,480,0,1,267
95,6,-434,0,1,267
16,1,-429,0,1,267
76,5,-441,0,1,267
57,4,483,0,1,267
99,6,441,0,1,267
41,2,-466,0,1,267
25,1,-416,0,1,267
46,3,401,0,1,267
73,5,-415,0,1,267
54,4,462,0,1,267
64,5,-445,0,1,267
15,2,484,0,1,267
54,3,458,0,1,267
47,4,-476,0,1,267
54,2,-482,0,1,267
13,1,-437,0,1,267
66,3,-496,0,1,267
76,4,468,0,1,267
99,6,438,0,1,267
66,5,458,0,1,267
65,4,-469,0,1,267
90,6,468,0,1,267
28,1,487,0,1,267
67,4,-478,0,1,267
78,5,456,0,1,267
90,5,-463,0,1,267
39,2,460,0,1,267
58,4,469,0,1,267
72,5,-485,0,1,267
30,2,-480,0,1,267
62,4,404,0,1,267
79,5,406,0,1,267
31,3,450,0,1,267
42,3,-411,0,1,267
79,5,407,0,1,267
25,6,-493,1,1,270
11,6,439,1,1,270
30,6,474,1,1,270
28,6,-430,1,1,270
9,6,470,1,1,270
20,6,-464,1,1,270
32,6,-457,1,1,270
84,6,442,1,1,270
93,6,-431,1,1,270
65,6,-405,1,1,270
77,6,469,1,1,270
88,6,-478,1,1,270
69,6,496,1,1,270
25,6,440,1,1,270
82,6,461,1,1,270
47,6,432,1,1,270
91,6,422,1,1,270
89,6,488,1,1,270
91,6,428,1,1,270
37,6,447,1,1,270
79,6,-486,1,1,270
51,6,-435,1,1,270
76,6,478,1,1,270
53,6,403,1,1,270
96,6,456,1,1,270
45,6,467,1,1,270
70,6,-433,1,1,270
69,6,455,1,1,270
68,6,461,1,1,270
84,6,-499,1,1,270
39,6,-480,1,1,270
35,6,-491,1,1,270
2,6,403,1,1,270
81,6,472,1,1,270
37,6,-448,1,1,270
58,6,439,1,1,270
31,6,401,1,1,270
28,6,-432,1,1,270
1,6,434,1,1,270
58,6,420,1,1,270
20,6,475,0,1,270
59,6,-470,0,1,270
29,6,-496,0,1,270
61,6,446,0,1,270
30,6,442,0,1,270
18,6,-426,0,1,270
32,6,-462,0,1,270
92,6,-412,0,1,270
61,6,-454,0,1,270
44,6,-459,0,1,270
24,6,-499,0,1,270
55,6,429,0,1,270
62,6,-474,0,1,270
37,6,-485,0,1,270
78,6,454,0,1,270
39,6,-494,0,1,270
6,6,-428,0,1,270
26,6,472,0,1,270
47,6,497,0,1,270
7,6,432,0,1,270
2,6,-418,0,1,270
18,6,467,0,1,270
58,6,462,0,1,270
5,6,475,0,1,270
64,6,445,0,1,270
77,6,-473,0,1,270
72,6,457,0,1,270
3,6,443,0,1,270
28,6,-426,0,1,270
36,6,418,0,1,270
69,6,483,0,1,270
85,6,-452,0,1,270
55,6,-407,0,1,270
71,6,-427,0,1,270
25,6,-493,0,1,270
28,6,441,0,1,270
82,6,-422,0,1,270
68,6,-474,0,1,270
21,6,-460,0,1,270
12,6,-500,0,1,270
99,0,-499,1,1,276
61,6,445,1,1,276
88,6,407,1,1,276
89,6,-487,1,1,276
6,6,418,1,1,276
45,6,436,1,1,276
23,6,-486,1,1,276
40,6,467,1,1,276
6,6,-454,1,1,276
45,6,-471,1,1,276
23,6,432,1,1,276
1,0,494,1,1,276
86,6,429,1,1,276
2,6,-427,1,1,276
30,6,-468,1,1,276
31,6,422,1,1,276
37,6,496,1,1,276
27,6,464,1,1,276
55,6,493,1,1,276
97,6,-460,1,1,276
64,6,-449,1,1,276
48,6,428,1,1,276
80,6,-438,1,1,276
35,6,438,1,1,276
42,6,-484,1,1,276
55,6,492,1,1,276
11,6,-420,1,1,276
95,6,-437,1,1,276
61,6,426,1,1,276
26,6,-438,1,1,276
99,6,-418,1,1,276
61,4,-421,1,1,276
8,1,-417,1,1,276
99,6,-412,1,1,276
5,6,492,1,1,276
35,6,406,1,1,276
82,3,-483,1,1,276
26,6,-412,1,1,276
71,6,478,1,1,276
35,6,-407,1,1,276
71,6,400,0,1,276
24,6,-411,0,1,276
89,6,-409,0,1,276
28,6,455,0,1,276
77,6,-467,0,1,276
52,6,446,0,1,276
7,6,481,0,1,276
50,6,-413,0,1,276
14,6,-463,0,1,276
7,6,-405,0,1,276
52,6,436,0,1,276
42,6,-408,0,1,276
47,6,-423,0,1,276
83,6,455,0,1,276
81,6,-401,0,1,276
56,6,-430,0,1,276
72,6,436,0,1,276
92,6,439,0,1,276
49,6,483,0,1,276
39,6,-474,0,1,276
66,6,445,0,1,276
95,6,479,0,1,276
89,6,-456,0,1,276
22,4,448,0,1,276
92,6,404,0,1,276
92,6,-448,0,1,276
31,6,487,0,1,276
51,6,477,0,1,276
82,6,427,0,1,276
75,6,-425,0,1,276
34,6,-477,0,1,276
4,0,-406,0,1,276
24,6,430,0,1,276
64,6,468,0,1,276
32,6,442,0,1,276
6,6,496,0,1,276
5,6,461,0,1,276
15,6,-485,0,1,276
9,0,478,0,1,276
75,6,-441,0,1,276
85,5,-460,1,1,277
84,6,-491,1,1,277
69,6,-441,1,1,277
