uncertainty,seek/sharing,Market_change,Instr,Task1Seek,ID_n
34,2,-450,1,0,233
23,4,-455,1,0,233
43,2,-433,1,0,233
74,0,451,1,0,233
86,0,454,1,0,233
59,1,-438,1,0,233
50,2,-431,1,0,233
54,1,446,1,0,233
36,3,-429,1,0,233
6,6,414,1,0,233
69,0,420,1,0,233
27,4,-438,1,0,233
68,5,451,0,0,233
85,4,-437,0,0,233
30,4,-465,0,0,233
91,2,429,0,0,233
93,2,442,0,0,233
92,2,459,0,0,233
24,5,409,0,0,233
46,1,-481,0,0,233
54,1,422,0,0,233
64,0,420,0,0,233
12,6,-460,0,0,233
86,0,-417,0,0,233
67,1,-489,0,0,233
29,4,-471,0,0,233
66,1,-458,0,0,233
23,5,-453,0,0,233
33,3,-466,0,0,233
24,5,-488,0,0,233
43,2,409,0,0,233
66,1,-488,0,0,233
33,4,470,0,0,233
2,6,419,0,0,233
58,2,-476,0,0,233
31,4,415,0,0,233
12,5,-494,0,0,233
56,2,-466,0,0,233
12,5,418,0,0,233
87,0,497,0,0,233
69,1,472,0,0,233
80,1,-481,0,0,233
20,5,-425,0,0,233
8,6,487,0,0,233
47,2,-467,0,0,233
4,6,-480,0,0,233
15,5,413,0,0,233
46,2,485,0,0,233
2,6,-463,0,0,233
62,1,-487,0,0,233
23,4,-424,0,0,233
10,6,442,0,0,233
89,1,412,1,0,234
64,2,-414,1,0,234
65,2,-426,1,0,234
59,3,-460,1,0,234
30,5,472,1,0,234
69,2,435,1,0,234
86,1,425,1,0,234
80,1,-401,1,0,234
52,3,-465,1,0,234
36,4,-463,1,0,234
45,3,-400,1,0,234
22,5,480,1,0,234
51,3,-499,1,0,234
34,4,440,1,0,234
18,5,-408,1,0,234
83,1,-487,1,0,234
42,3,-451,1,0,234
20,5,-487,1,0,234
33,4,480,1,0,234
44,3,-415,1,0,234
83,2,-490,1,0,234
98,0,-421,1,0,234
92,0,-414,1,0,234
48,3,-464,1,0,234
2,6,-476,1,0,234
99,0,-470,1,0,234
96,0,-446,1,0,234
12,6,489,1,0,234
46,3,-459,1,0,234
54,3,420,1,0,234
79,1,448,1,0,234
49,3,-444,1,0,234
80,1,421,1,0,234
96,0,471,1,0,234
21,5,-475,1,0,234
62,3,468,1,0,234
61,3,-496,1,0,234
79,1,-454,1,0,234
8,6,498,1,0,234
30,5,452,1,0,234
4,6,448,0,0,234
64,0,-405,0,0,234
68,0,-475,0,0,234
19,6,-470,0,0,234
11,6,-474,0,0,234
62,0,-435,0,0,234
9,6,414,0,0,234
33,6,-439,0,0,234
38,6,-465,0,0,234
18,6,-480,0,0,234
54,0,-403,0,0,234
68,0,-486,0,0,234
33,6,-489,0,0,234
26,6,-409,0,0,234
18,6,435,0,0,234
84,0,-448,0,0,234
91,0,-492,0,0,234
27,6,450,0,0,234
73,0,497,0,0,234
47,6,-490,0,0,234
32,6,-496,0,0,234
84,0,-418,0,0,234
56,0,-442,0,0,234
20,6,441,0,0,234
24,6,430,0,0,234
42,6,-458,0,0,234
94,0,-459,0,0,234
93,0,-414,0,0,234
55,0,-439,0,0,234
31,6,435,0,0,234
26,6,-429,0,0,234
1,6,-400,0,0,234
33,6,465,0,0,234
15,6,441,0,0,234
70,0,481,0,0,234
50,6,494,0,0,234
25,6,-465,0,0,234
41,6,485,0,0,234
37,6,458,0,0,234
40,6,427,0,0,234
87,2,402,1,0,235
82,2,-463,1,0,235
45,4,454,1,0,235
48,1,-413,1,0,235
77,2,-408,1,0,235
49,4,486,1,0,235
3,4,-443,1,0,235
61,3,-401,1,0,235
95,2,-469,1,0,235
11,3,-411,1,0,235
88,1,-444,1,0,235
41,4,468,1,0,235
87,2,-403,1,0,235
80,2,496,1,0,235
72,2,-497,1,0,235
16,1,-494,1,0,235
70,4,444,1,0,235
19,1,-474,1,0,235
90,2,-447,1,0,235
95,2,400,1,0,235
27,5,442,1,0,235
47,4,434,1,0,235
10,6,487,1,0,235
34,2,-499,1,0,235
71,2,-408,1,0,235
40,4,436,1,0,235
70,4,430,1,0,235
74,4,429,1,0,235
10,5,-423,1,0,235
42,1,-452,1,0,235
90,3,471,1,0,235
78,3,460,1,0,235
57,4,444,1,0,235
38,5,442,1,0,235
41,4,458,1,0,235
86,2,-401,1,0,235
99,1,402,1,0,235
2,2,-450,1,0,235
3,2,-436,1,0,235
46,4,477,1,0,235
6,2,-412,0,0,235
84,2,-455,0,0,235
54,3,478,0,0,235
81,3,-413,0,0,235
42,2,-425,0,0,235
45,2,478,0,0,235
26,3,482,0,0,235
54,2,439,0,0,235
15,2,463,0,0,235
35,3,470,0,0,235
46,3,408,0,0,235
58,2,-487,0,0,235
23,1,-483,0,0,235
79,2,-482,0,0,235
56,3,400,0,0,235
14,1,-454,0,0,235
54,2,413,0,0,235
31,3,400,0,0,235
47,2,-454,0,0,235
74,3,440,0,0,235
20,2,487,0,0,235
77,2,-422,0,0,235
22,1,-453,0,0,235
83,2,416,0,0,235
24,2,-451,0,0,235
71,2,-471,0,0,235
10,0,-475,0,0,235
57,2,-464,0,0,235
12,3,493,0,0,235
94,2,488,0,0,235
43,2,-430,0,0,235
15,3,461,0,0,235
57,2,425,0,0,235
25,3,472,0,0,235
35,3,422,0,0,235
26,3,-499,0,0,235
43,2,-401,0,0,235
60,3,435,0,0,235
37,3,403,0,0,235
86,2,406,0,0,235
36,4,-449,1,0,236
65,3,-422,1,0,236
16,5,-486,1,0,236
51,2,500,1,0,236
21,2,453,1,0,236
75,4,-434,1,0,236
19,1,443,1,0,236
87,1,-402,1,0,236
38,3,-440,1,0,236
16,0,415,1,0,236
34,3,414,1,0,236
41,3,494,1,0,236
87,1,467,1,0,236
99,4,-489,1,0,236
91,5,446,1,0,236
32,6,-463,1,0,236
13,0,449,1,0,236
72,1,432,1,0,236
96,5,-480,1,0,236
20,1,409,1,0,236
57,5,-424,1,0,236
84,2,461,1,0,236
4,6,-432,1,0,236
14,2,419,1,0,236
59,5,-485,1,0,236
69,3,484,1,0,236
89,6,-433,1,0,236
3,5,-401,1,0,236
12,3,467,1,0,236
18,1,491,1,0,236
68,2,494,1,0,236
90,6,-479,1,0,236
54,5,-482,1,0,236
11,5,-490,1,0,236
99,6,-405,1,0,236
96,6,-481,1,0,236
7,4,-410,1,0,236
2,3,-421,1,0,236
5,3,-490,1,0,236
29,4,-401,1,0,236
63,3,-476,0,0,236
15,4,-440,0,0,236
87,2,427,0,0,236
30,4,443,0,0,236
58,5,402,0,0,236
49,4,-459,0,0,236
39,5,486,0,0,236
64,4,467,0,0,236
8,3,-448,0,0,236
57,2,-405,0,0,236
19,3,-406,0,0,236
87,5,452,0,0,236
38,4,465,0,0,236
80,4,420,0,0,236
82,3,478,0,0,236
85,5,495,0,0,236
65,2,-435,0,0,236
54,0,-415,0,0,236
24,2,-473,0,0,236
92,6,435,0,0,236
94,6,-401,0,0,236
32,4,486,0,0,236
73,2,471,0,0,236
12,3,411,0,0,236
33,3,-478,0,0,236
6,3,431,0,0,236
53,2,-456,0,0,236
44,4,402,0,0,236
46,3,426,0,0,236
64,4,402,0,0,236
18,5,418,0,0,236
30,1,-460,0,0,236
92,3,-438,0,0,236
24,2,-436,0,0,236
69,4,-401,0,0,236
12,5,456,0,0,236
9,0,-420,0,0,236
35,2,-415,0,0,236
32,4,482,0,0,236
43,3,-471,0,0,236
34,5,-464,1,0,237
62,4,465,1,0,237
61,4,474,1,0,237
55,5,451,1,0,237
60,4,473,1,0,237
36,6,472,1,0,237
98,6,-457,1,0,237
41,6,427,1,0,237
38,5,447,1,0,237
58,4,433,1,0,237
92,0,407,1,0,237
56,2,457,1,0,237
45,3,474,1,0,237
63,3,-471,1,0,237
2,6,476,1,0,237
42,6,478,1,0,237
70,4,-461,1,0,237
95,0,463,1,0,237
43,6,-448,1,0,237
1,6,-448,1,0,237
69,5,427,1,0,237
75,1,-499,1,0,237
90,2,474,1,0,237
65,2,478,1,0,237
99,0,462,1,0,237
63,3,-486,1,0,237
49,5,415,1,0,237
82,0,483,1,0,237
71,1,-493,1,0,237
39,5,-493,1,0,237
12,6,-434,1,0,237
32,5,-451,1,0,237
84,0,-466,1,0,237
44,4,-433,1,0,237
76,2,424,1,0,237
1,6,-476,1,0,237
89,0,-435,1,0,237
84,1,452,1,0,237
70,1,-478,1,0,237
69,1,-452,1,0,237
44,4,425,0,0,237
48,4,460,0,0,237
62,2,403,0,0,237
37,5,-474,0,0,237
45,5,474,0,0,237
84,0,452,0,0,237
64,2,403,0,0,237
37,5,-409,0,0,237
10,6,438,0,0,237
32,5,499,0,0,237
1,6,445,0,0,237
66,2,419,0,0,237
8,6,479,0,0,237
46,4,-487,0,0,237
15,6,-465,0,0,237
3,6,456,0,0,237
23,2,-420,0,0,237
37,1,-435,0,0,237
33,5,-496,0,0,237
1,3,490,0,0,237
68,2,473,0,0,237
4,6,-485,0,0,237
32,5,-402,0,0,237
73,2,-456,0,0,237
1,6,471,0,0,237
35,5,-413,0,0,237
21,5,499,0,0,237
57,3,-429,0,0,237
46,3,427,0,0,237
45,4,407,0,0,237
40,4,498,0,0,237
75,2,-414,0,0,237
80,1,-497,0,0,237
33,4,-486,0,0,237
73,2,482,0,0,237
41,4,429,0,0,237
34,4,-446,0,0,237
34,4,-400,0,0,237
1,6,-487,0,0,237
75,1,472,0,0,237
14,6,-432,1,0,239
48,3,-495,1,0,239
88,2,478,1,0,239
24,5,-478,1,0,239
27,5,489,1,0,239
2,6,457,1,0,239
42,3,-454,1,0,239
34,4,-432,1,0,239
2,6,-498,1,0,239
35,4,483,1,0,239
28,4,414,1,0,239
40,4,-431,1,0,239
44,3,482,1,0,239
56,3,494,1,0,239
3,6,-455,1,0,239
15,5,444,1,0,239
47,3,-400,1,0,239
53,3,486,1,0,239
59,2,488,1,0,239
35,4,437,1,0,239
83,1,500,1,0,239
45,3,-436,1,0,239
34,4,-422,1,0,239
49,3,494,1,0,239
44,4,466,1,0,239
17,2,485,1,0,239
96,0,455,1,0,239
86,1,-494,1,0,239
92,1,456,1,0,239
65,2,-411,1,0,239
70,2,496,1,0,239
16,6,500,1,0,239
45,4,432,1,0,239
18,6,487,1,0,239
35,4,486,1,0,239
73,2,-477,1,0,239
31,5,451,1,0,239
6,6,437,1,0,239
56,3,454,1,0,239
84,1,415,1,0,239
77,1,-471,0,0,239
80,1,426,0,0,239
8,5,403,0,0,239
27,2,-462,0,0,239
75,1,-443,0,0,239
37,1,-447,0,0,239
78,1,434,0,0,239
40,3,-410,0,0,239
94,0,424,0,0,239
16,4,-423,0,0,239
49,1,-407,0,0,239
98,0,438,0,0,239
56,2,-490,0,0,239
6,6,-474,0,0,239
61,1,-437,0,0,239
42,4,-438,0,0,239
41,3,-478,0,0,239
33,4,446,0,0,239
29,4,452,0,0,239
54,3,-497,0,0,239
39,3,-461,0,0,239
83,0,-472,0,0,239
36,4,415,0,0,239
6,6,420,0,0,239
48,3,409,0,0,239
2,6,432,0,0,239
97,0,484,0,0,239
72,1,447,0,0,239
88,0,-405,0,0,239
84,0,426,0,0,239
99,0,-409,0,0,239
17,5,-496,0,0,239
28,3,452,0,0,239
53,3,475,0,0,239
5,6,-483,0,0,239
17,5,-499,0,0,239
33,3,402,0,0,239
23,3,483,0,0,239
71,1,-401,0,0,239
8,6,-407,0,0,239
64,6,468,1,0,240
20,6,-434,1,0,240
74,6,-489,1,0,240
41,6,438,1,0,240
93,6,471,1,0,240
29,6,468,1,0,240
25,6,-405,1,0,240
14,6,466,1,0,240
8,6,484,1,0,240
17,6,-457,1,0,240
31,6,410,1,0,240
3,6,436,1,0,240
66,6,496,1,0,240
59,6,409,1,0,240
78,6,403,1,0,240
41,6,-490,1,0,240
9,6,433,1,0,240
91,6,462,1,0,240
27,6,417,1,0,240
26,6,-459,1,0,240
54,6,488,1,0,240
28,6,493,1,0,240
84,6,-489,1,0,240
82,6,440,1,0,240
39,6,480,1,0,240
80,6,-493,1,0,240
5,6,464,1,0,240
32,6,405,1,0,240
69,6,-414,1,0,240
70,6,415,1,0,240
18,6,455,1,0,240
77,6,424,1,0,240
69,6,499,1,0,240
13,6,432,1,0,240
61,6,-411,1,0,240
50,6,-403,1,0,240
78,6,442,1,0,240
89,6,414,1,0,240
54,6,409,1,0,240
63,6,476,1,0,240
32,6,484,0,0,240
1,6,-483,0,0,240
65,2,-420,0,0,240
69,2,479,0,0,240
44,3,488,0,0,240
25,5,487,0,0,240
60,3,447,0,0,240
27,5,449,0,0,240
2,6,400,0,0,240
37,5,-476,0,0,240
29,5,-441,0,0,240
88,1,-419,0,0,240
19,5,-491,0,0,240
14,6,497,0,0,240
11,5,-430,0,0,240
21,5,-449,0,0,240
24,5,-419,0,0,240
57,3,-415,0,0,240
56,3,484,0,0,240
45,3,-490,0,0,240
13,6,415,0,0,240
9,6,-467,0,0,240
35,4,-426,0,0,240
26,5,-447,0,0,240
81,2,436,0,0,240
71,3,429,0,0,240
5,6,411,0,0,240
41,4,499,0,0,240
53,4,-466,0,0,240
94,0,405,0,0,240
33,4,446,0,0,240
9,6,-430,0,0,240
54,3,-410,0,0,240
7,6,494,0,0,240
66,3,-449,0,0,240
11,5,-422,0,0,240
81,2,473,0,0,240
52,3,-496,0,0,240
99,0,426,0,0,240
73,2,-452,0,0,240
57,4,-416,1,0,241
78,5,475,1,0,241
80,5,442,1,0,241
91,6,474,1,0,241
13,2,477,1,0,241
73,5,-424,1,0,241
57,4,458,1,0,241
61,5,-450,1,0,241
37,4,418,1,0,241
50,3,-490,1,0,241
40,2,427,1,0,241
3,0,-498,1,0,241
13,1,500,1,0,241
77,5,486,1,0,241
92,6,488,1,0,241
35,2,-409,1,0,241
59,4,-454,1,0,241
50,2,400,1,0,241
6,1,476,1,0,241
36,2,469,1,0,241
69,4,-470,1,0,241
70,4,-417,1,0,241
58,4,-451,1,0,241
15,1,-462,1,0,241
95,6,400,1,0,241
94,6,-404,1,0,241
43,3,-419,1,0,241
49,3,-401,1,0,241
62,4,488,1,0,241
43,2,-402,1,0,241
66,4,-446,1,0,241
82,6,-464,1,0,241
50,3,-452,1,0,241
81,6,488,1,0,241
30,1,455,1,0,241
61,4,433,1,0,241
94,6,-491,1,0,241
66,4,444,1,0,241
13,2,-419,1,0,241
49,4,-432,1,0,241
33,4,477,0,0,241
38,2,-476,0,0,241
90,5,479,0,0,241
31,2,-424,0,0,241
89,5,424,0,0,241
35,2,488,0,0,241
25,1,-401,0,0,241
11,1,435,0,0,241
45,4,412,0,0,241
82,5,438,0,0,241
22,2,-467,0,0,241
64,3,-454,0,0,241
1,0,-480,0,0,241
63,4,-442,0,0,241
77,4,-486,0,0,241
54,5,-447,0,0,241
40,2,473,0,0,241
65,4,423,0,0,241
39,4,-447,0,0,241
60,3,-487,0,0,241
52,4,-470,0,0,241
54,4,-436,0,0,241
29,1,400,0,0,241
90,6,-450,0,0,241
88,5,-496,0,0,241
38,2,455,0,0,241
6,1,-477,0,0,241
50,3,-480,0,0,241
61,4,-412,0,0,241
58,4,497,0,0,241
53,4,-427,0,0,241
3,0,453,0,0,241
30,2,439,0,0,241
37,2,445,0,0,241
41,3,-443,0,0,241
82,5,-416,0,0,241
3,0,433,0,0,241
93,6,-434,0,0,241
16,2,428,0,0,241
50,4,-403,0,0,241
24,6,444,1,0,243
41,6,-489,1,0,243
28,6,454,1,0,243
75,6,418,1,0,243
56,5,485,1,0,243
78,5,-463,1,0,243
88,5,449,1,0,243
44,6,443,1,0,243
46,6,493,1,0,243
23,6,-490,1,0,243
60,5,411,1,0,243
42,6,451,1,0,243
35,6,-490,1,0,243
82,5,500,1,0,243
47,5,480,1,0,243
99,6,-429,1,0,243
78,6,-421,1,0,243
95,5,-493,1,0,243
51,6,-403,1,0,243
72,6,487,1,0,243
49,6,424,1,0,243
40,6,-463,1,0,243
83,6,-459,1,0,243
24,5,-485,1,0,243
59,5,-436,1,0,243
81,6,407,1,0,243
86,6,-404,1,0,243
49,6,479,1,0,243
41,6,414,1,0,243
25,6,470,1,0,243
38,6,-449,1,0,243
25,6,-428,1,0,243
80,5,476,1,0,243
70,6,417,1,0,243
27,6,-407,1,0,243
54,6,-488,1,0,243
88,5,-476,1,0,243
52,6,401,1,0,243
2,6,-417,1,0,243
77,6,445,1,0,243
64,4,-414,0,0,243
84,5,-458,0,0,243
63,5,456,0,0,243
62,5,-484,0,0,243
69,5,-435,0,0,243
34,5,490,0,0,243
75,5,-489,0,0,243
34,5,-461,0,0,243
77,5,-468,0,0,243
53,5,-436,0,0,243
26,5,441,0,0,243
10,5,418,0,0,243
66,5,413,0,0,243
14,5,-449,0,0,243
60,5,-404,0,0,243
99,5,468,0,0,243
88,5,-475,0,0,243
27,5,461,0,0,243
74,5,463,0,0,243
78,5,452,0,0,243
3,5,-479,0,0,243
24,5,-475,0,0,243
12,5,436,0,0,243
77,5,-419,0,0,243
39,5,-453,0,0,243
50,5,436,0,0,243
62,5,-499,0,0,243
10,5,-494,0,0,243
94,5,400,0,0,243
88,5,437,0,0,243
16,5,-402,0,0,243
21,5,402,0,0,243
59,5,417,0,0,243
41,5,-467,0,0,243
56,5,-434,0,0,243
70,5,-428,0,0,243
60,5,-438,0,0,243
13,5,480,0,0,243
64,4,-492,0,0,243
41,5,-480,0,0,243
59,3,403,1,0,244
2,6,414,1,0,244
18,5,453,1,0,244
76,1,412,1,0,244
16,4,492,1,0,244
41,4,484,1,0,244
60,2,-474,1,0,244
68,3,448,1,0,244
98,0,426,1,0,244
85,1,468,1,0,244
76,2,-488,1,0,244
30,3,474,1,0,244
7,6,-456,1,0,244
46,3,476,1,0,244
60,2,-474,1,0,244
68,2,-404,1,0,244
94,0,-486,1,0,244
94,3,448,1,0,244
52,3,-473,1,0,244
27,4,-408,1,0,244
80,3,-488,1,0,244
40,3,433,1,0,244
73,1,-401,1,0,244
17,5,-435,1,0,244
46,3,477,1,0,244
7,6,-414,1,0,244
49,4,-499,1,0,244
87,1,-420,1,0,244
89,1,426,1,0,244
29,4,-422,1,0,244
47,4,437,1,0,244
65,3,474,1,0,244
87,3,-434,1,0,244
92,0,471,1,0,244
76,2,-418,1,0,244
35,4,403,1,0,244
5,6,-465,1,0,244
24,5,-443,1,0,244
26,4,-419,1,0,244
81,1,452,1,0,244
59,4,-429,0,0,244
92,3,474,0,0,244
20,4,-451,0,0,244
56,2,434,0,0,244
22,3,-446,0,0,244
52,0,-440,0,0,244
78,0,-463,0,0,244
14,5,499,0,0,244
22,1,490,0,0,244
49,3,-486,0,0,244
31,3,468,0,0,244
57,1,480,0,0,244
83,3,-498,0,0,244
76,1,476,0,0,244
57,3,-485,0,0,244
74,1,-457,0,0,244
5,6,468,0,0,244
51,3,-474,0,0,244
47,3,-402,0,0,244
52,2,416,0,0,244
51,3,400,0,0,244
79,0,-493,0,0,244
41,4,408,0,0,244
96,0,-475,0,0,244
8,6,-492,0,0,244
23,4,450,0,0,244
82,1,499,0,0,244
78,2,400,0,0,244
52,3,402,0,0,244
31,3,-496,0,0,244
79,1,494,0,0,244
43,3,-408,0,0,244
23,5,400,0,0,244
76,3,488,0,0,244
87,1,-410,0,0,244
61,2,-481,0,0,244
2,6,474,0,0,244
98,0,-478,0,0,244
81,1,405,0,0,244
79,2,426,0,0,244
91,0,-488,1,0,245
90,1,438,1,0,245
28,4,-480,1,0,245
57,3,-425,1,0,245
56,4,-494,1,0,245
19,6,415,1,0,245
34,4,408,1,0,245
9,6,477,1,0,245
7,6,-454,1,0,245
17,6,-489,1,0,245
42,4,471,1,0,245
10,6,458,1,0,245
80,1,450,1,0,245
77,2,486,1,0,245
55,3,-477,1,0,245
58,4,415,1,0,245
41,5,478,1,0,245
63,4,436,1,0,245
85,1,-412,1,0,245
30,5,438,1,0,245
42,4,434,1,0,245
97,0,409,1,0,245
50,4,-424,1,0,245
59,3,441,1,0,245
51,3,-485,1,0,245
63,1,466,1,0,245
61,2,405,1,0,245
40,5,-436,1,0,245
34,5,411,1,0,245
89,0,-416,1,0,245
76,1,422,1,0,245
14,6,493,1,0,245
33,5,443,1,0,245
5,6,-490,1,0,245
42,5,-434,1,0,245
42,5,-417,1,0,245
99,0,498,1,0,245
58,4,-488,1,0,245
34,5,-500,1,0,245
26,5,411,1,0,245
87,1,-440,0,0,245
72,2,-482,0,0,245
77,2,-451,0,0,245
54,4,-500,0,0,245
91,0,-489,0,0,245
27,5,457,0,0,245
85,1,-453,0,0,245
45,4,500,0,0,245
84,1,480,0,0,245
80,1,461,0,0,245
75,2,439,0,0,245
76,2,469,0,0,245
49,4,-500,0,0,245
78,2,447,0,0,245
80,2,-408,0,0,245
51,4,484,0,0,245
46,4,450,0,0,245
48,4,-470,0,0,245
11,6,491,0,0,245
91,0,-438,0,0,245
87,1,-403,0,0,245
17,6,-476,0,0,245
61,3,-414,0,0,245
29,5,435,0,0,245
99,0,-449,0,0,245
85,1,-402,0,0,245
99,0,448,0,0,245
57,4,-449,0,0,245
6,6,-420,0,0,245
61,3,456,0,0,245
30,5,-416,0,0,245
82,1,498,0,0,245
12,6,403,0,0,245
3,6,-468,0,0,245
10,6,-472,0,0,245
88,0,479,0,0,245
28,5,-490,0,0,245
73,2,-471,0,0,245
45,4,-444,0,0,245
60,3,483,0,0,245
81,0,-442,1,0,246
83,0,-449,1,0,246
92,6,-406,1,0,246
41,0,-470,1,0,246
35,0,450,1,0,246
93,0,-474,1,0,246
34,5,-424,1,0,246
31,5,-494,1,0,246
34,5,414,1,0,246
3,6,-463,1,0,246
62,1,460,1,0,246
27,5,-440,1,0,246
41,0,-434,1,0,246
86,0,481,1,0,246
29,5,-422,1,0,246
11,6,-426,1,0,246
65,0,402,1,0,246
12,6,401,1,0,246
15,6,468,1,0,246
94,0,433,1,0,246
14,6,-425,1,0,246
54,0,-457,1,0,246
16,5,-443,1,0,246
42,0,407,1,0,246
82,0,445,1,0,246
16,5,-476,1,0,246
10,6,426,1,0,246
60,0,-494,1,0,246
80,0,-439,1,0,246
4,6,416,1,0,246
55,0,425,1,0,246
78,0,-465,1,0,246
74,0,498,1,0,246
27,4,-477,1,0,246
28,4,484,1,0,246
83,0,464,1,0,246
84,0,404,1,0,246
10,6,476,1,0,246
32,0,458,1,0,246
46,0,427,1,0,246
31,6,-451,0,0,246
30,6,474,0,0,246
99,6,-474,0,0,246
80,6,424,0,0,246
39,6,493,0,0,246
84,6,-422,0,0,246
71,6,451,0,0,246
12,6,-446,0,0,246
64,6,461,0,0,246
81,6,413,0,0,246
58,6,450,0,0,246
64,6,432,0,0,246
86,6,-422,0,0,246
16,6,-407,0,0,246
37,6,-487,0,0,246
42,6,489,0,0,246
2,6,-490,0,0,246
51,6,-464,0,0,246
81,6,433,0,0,246
73,6,-443,0,0,246
41,6,-416,0,0,246
93,6,430,0,0,246
75,6,406,0,0,246
29,6,454,0,0,246
76,6,408,0,0,246
64,6,449,0,0,246
32,6,-478,0,0,246
89,6,477,0,0,246
84,6,-454,0,0,246
27,6,-403,0,0,246
25,6,-439,0,0,246
72,6,-484,0,0,246
80,6,-428,0,0,246
5,6,-408,0,0,246
19,6,-497,0,0,246
67,6,-436,0,0,246
89,6,419,0,0,246
48,6,-412,0,0,246
48,6,-492,0,0,246
2,6,-441,0,0,246
83,4,430,1,0,247
88,5,-466,1,0,247
27,2,433,1,0,247
54,1,-459,1,0,247
87,4,-493,1,0,247
66,4,447,1,0,247
25,4,490,1,0,247
3,4,-418,1,0,247
86,4,-400,1,0,247
80,4,-450,1,0,247
80,4,-438,1,0,247
74,3,-482,1,0,247
8,6,456,1,0,247
39,4,467,1,0,247
65,3,-497,1,0,247
25,4,-480,1,0,247
60,2,420,1,0,247
48,2,-440,1,0,247
37,5,449,1,0,247
84,0,-482,1,0,247
48,3,434,1,0,247
39,6,444,1,0,247
37,4,-417,1,0,247
63,2,471,1,0,247
97,0,-440,1,0,247
55,4,497,1,0,247
30,4,-464,1,0,247
73,2,-471,1,0,247
5,6,492,1,0,247
35,5,444,1,0,247
28,5,468,1,0,247
27,5,472,1,0,247
73,1,458,1,0,247
28,5,498,1,0,247
65,1,-404,1,0,247
41,4,421,1,0,247
13,0,-451,1,0,247
71,2,407,1,0,247
1,6,404,1,0,247
35,1,-416,1,0,247
49,4,419,0,0,247
44,4,419,0,0,247
86,5,404,0,0,247
15,5,425,0,0,247
55,5,425,0,0,247
89,0,-401,0,0,247
12,6,407,0,0,247
98,2,-442,0,0,247
42,4,477,0,0,247
89,0,-426,0,0,247
81,2,414,0,0,247
84,4,451,0,0,247
6,6,440,0,0,247
5,6,469,0,0,247
31,5,475,0,0,247
31,4,-403,0,0,247
90,0,-472,0,0,247
21,1,-405,0,0,247
25,5,-464,0,0,247
63,3,-405,0,0,247
87,0,464,0,0,247
26,4,-417,0,0,247
52,3,433,0,0,247
20,5,451,0,0,247
38,4,493,0,0,247
1,6,-470,0,0,247
73,2,457,0,0,247
8,2,420,0,0,247
52,2,430,0,0,247
43,3,403,0,0,247
82,4,-417,0,0,247
3,6,-497,0,0,247
8,6,-404,0,0,247
3,4,466,0,0,247
9,6,-408,0,0,247
62,2,493,0,0,247
47,3,-430,0,0,247
9,6,-493,0,0,247
99,6,430,0,0,247
6,6,446,0,0,247
76,6,468,1,0,248
1,1,-424,1,0,248
84,6,426,1,0,248
26,4,421,1,0,248
4,1,-401,1,0,248
32,4,-417,1,0,248
88,6,-437,1,0,248
83,6,421,1,0,248
7,1,-476,1,0,248
4,1,448,1,0,248
55,4,493,1,0,248
63,2,462,1,0,248
29,3,443,1,0,248
29,3,-411,1,0,248
64,5,-450,1,0,248
24,3,-441,1,0,248
32,4,-407,1,0,248
73,5,426,1,0,248
23,3,-440,1,0,248
20,2,-454,1,0,248
89,6,407,1,0,248
56,4,457,1,0,248
26,2,464,1,0,248
77,3,-486,1,0,248
42,3,428,1,0,248
37,3,-494,1,0,248
30,2,-418,1,0,248
31,3,448,1,0,248
79,5,-457,1,0,248
94,6,-487,1,0,248
36,4,-487,1,0,248
21,2,494,1,0,248
5,1,-482,1,0,248
81,5,459,1,0,248
60,4,427,1,0,248
59,3,415,1,0,248
23,2,-492,1,0,248
37,3,402,1,0,248
21,2,-456,1,0,248
56,5,462,1,0,248
96,6,471,0,0,248
25,2,435,0,0,248
60,5,466,0,0,248
54,2,473,0,0,248
58,4,-437,0,0,248
8,1,-467,0,0,248
76,5,454,0,0,248
24,2,-437,0,0,248
40,4,-400,0,0,248
41,4,411,0,0,248
84,6,482,0,0,248
5,1,-477,0,0,248
78,5,-455,0,0,248
90,6,-427,0,0,248
38,4,471,0,0,248
72,5,451,0,0,248
55,5,-479,0,0,248
74,5,493,0,0,248
74,5,424,0,0,248
52,4,-476,0,0,248
13,1,-465,0,0,248
34,4,494,0,0,248
10,1,408,0,0,248
71,1,471,0,0,248
95,6,433,0,0,248
26,2,404,0,0,248
11,1,482,0,0,248
65,5,-450,0,0,248
30,3,-420,0,0,248
33,3,-483,0,0,248
29,3,-497,0,0,248
82,6,-411,0,0,248
21,2,417,0,0,248
99,6,404,0,0,248
52,3,-441,0,0,248
75,5,-447,0,0,248
35,3,410,0,0,248
3,1,-490,0,0,248
46,3,425,0,0,248
88,6,434,0,0,248
81,1,-440,1,0,249
54,2,-450,1,0,249
37,3,-438,1,0,249
72,1,-495,1,0,249
68,2,-469,1,0,249
22,4,-457,1,0,249
45,3,-492,1,0,249
97,0,-417,1,0,249
72,1,461,1,0,249
62,2,413,1,0,249
94,0,-408,1,0,249
71,1,-426,1,0,249
65,2,472,1,0,249
69,2,-495,1,0,249
41,3,-489,1,0,249
44,3,451,1,0,249
92,0,428,1,0,249
68,2,-462,1,0,249
68,2,403,1,0,249
36,3,-412,1,0,249
32,4,-463,1,0,249
57,3,477,1,0,249
13,4,-489,1,0,249
8,5,467,1,0,249
42,3,-459,1,0,249
