uncertainty,seek/share,Market_change,Instr,Task1Seek,RealMC,ID_n
50,2,429,0,2,458,337
98,3,434,0,2,461,337
83,6,-402,1,2,466,337
23,0,470,0,2,470,337
56,6,-404,1,2,473,337
25,6,-452,0,2,473,337
4,1,478,0,2,478,337
23,1,479,0,2,479,337
49,6,-411,1,2,480,337
38,5,-409,0,2,490,337
80,6,-435,1,2,496,337
14,0,496,0,2,496,337
43,6,-420,0,2,497,337
36,6,-499,1,2,499,337
99,0,-425,0,2,-499,338
90,5,-436,1,2,-496,338
72,4,-493,1,2,-493,338
56,3,-465,1,2,-490,338
93,6,-409,1,2,-488,338
44,5,416,1,2,-486,338
89,0,-429,0,2,-486,338
99,6,-487,1,2,-484,338
48,4,416,1,2,-483,338
42,0,-482,0,2,-482,338
37,4,459,1,2,-480,338
27,0,480,0,2,-480,338
26,0,-478,0,2,-478,338
17,2,-477,1,2,-477,338
45,4,-477,1,2,-477,338
89,1,-487,0,2,-473,338
68,0,416,0,2,-472,338
16,2,-470,1,2,-470,338
64,1,-482,0,2,-469,338
13,2,-466,0,2,-466,338
71,5,473,1,2,-464,338
16,1,-462,1,2,-462,338
93,0,-448,0,2,-462,338
82,5,-427,1,2,-459,338
82,5,-492,1,2,-455,338
43,0,475,0,2,-446,338
22,2,-443,1,2,-443,338
30,3,-437,1,2,-437,338
91,0,478,0,2,-436,338
21,2,-436,0,2,-436,338
65,2,-435,0,2,-435,338
11,1,-426,1,2,-426,338
14,1,-441,0,2,-422,338
33,2,-420,1,2,-420,338
37,0,490,0,2,-415,338
58,1,-404,0,2,-410,338
22,3,401,1,2,401,338
89,3,419,0,2,402,338
99,6,461,0,2,403,338
99,6,472,1,2,404,338
33,5,-425,1,2,406,338
96,6,-459,0,2,406,338
11,0,407,0,2,407,338
60,4,-420,1,2,410,338
26,6,-431,1,2,411,338
77,5,427,0,2,411,338
44,5,-477,1,2,418,338
61,5,-487,1,2,420,338
40,4,421,1,2,421,338
13,6,421,0,2,421,338
8,0,441,1,2,424,338
69,3,426,0,2,426,338
29,6,-495,1,2,429,338
63,6,429,0,2,431,338
74,6,405,0,2,431,338
59,4,434,1,2,434,338
66,5,458,1,2,458,338
60,4,459,1,2,459,338
78,4,460,0,2,460,338
95,4,-421,1,2,461,338
91,6,493,0,2,462,338
72,5,439,1,2,464,338
53,4,460,0,2,465,338
74,6,438,0,2,466,338
79,3,-451,1,2,467,338
24,5,470,0,2,470,338
99,6,-472,0,2,472,338
17,3,474,0,2,474,338
84,6,476,0,2,476,338
80,2,476,0,2,476,338
54,6,-453,1,2,478,338
38,3,423,1,2,479,338
30,1,482,0,2,482,338
38,0,483,0,2,483,338
6,1,486,1,2,486,338
41,6,416,0,2,487,338
13,3,488,0,2,488,338
63,5,454,0,2,495,338
66,6,467,1,2,497,338
13,1,497,1,2,497,338
81,2,-497,0,2,-498,339
53,0,-493,0,2,-493,339
51,1,-493,0,2,-493,339
22,6,-492,1,2,-492,339
62,6,452,1,2,-483,339
3,0,-482,1,2,-482,339
58,5,-477,1,2,-477,339
1,0,-471,0,2,-471,339
58,1,-471,0,2,-471,339
45,6,401,0,2,-468,339
69,6,-413,1,2,-467,339
59,2,-429,0,2,-463,339
9,0,-463,0,2,-463,339
74,5,470,0,2,-462,339
56,6,445,0,2,-462,339
67,1,-461,0,2,-461,339
25,6,448,1,2,-457,339
64,6,465,0,2,-454,339
12,1,-450,1,2,-450,339
92,6,473,0,2,-450,339
25,4,-447,1,2,-447,339
53,1,-447,0,2,-447,339
48,4,-453,0,2,-443,339
87,6,422,0,2,-440,339
70,6,500,0,2,-435,339
76,5,-426,1,2,-434,339
22,2,-432,1,2,-432,339
36,0,-430,0,2,-430,339
24,5,-427,1,2,-427,339
20,2,-422,1,2,-422,339
1,0,-421,1,2,-421,339
46,6,470,1,2,-421,339
26,6,418,0,2,-419,339
49,6,416,0,2,-414,339
17,0,-404,0,2,-404,339
71,6,419,0,2,-402,339
82,6,-427,1,2,-401,339
90,5,-463,1,2,401,339
49,4,463,1,2,401,339
69,4,467,0,2,402,339
38,4,449,1,2,406,339
69,3,490,0,2,406,339
96,6,-489,1,2,410,339
82,1,410,0,2,410,339
32,0,411,0,2,411,339
53,4,420,1,2,420,339
37,5,427,1,2,427,339
99,5,417,1,2,429,339
42,6,-457,0,2,429,339
13,4,433,1,2,433,339
62,0,434,0,2,434,339
18,0,435,0,2,435,339
13,1,436,1,2,436,339
84,3,487,0,2,438,339
65,4,441,1,2,441,339
24,6,-422,1,2,442,339
66,1,430,0,2,442,339
91,5,-473,1,2,445,339
76,6,-468,1,2,446,339
98,0,403,0,2,448,339
33,0,451,0,2,451,339
62,0,452,0,2,452,339
64,5,-411,1,2,459,339
56,6,-455,1,2,462,339
1,0,466,1,2,466,339
66,6,-484,0,2,466,339
21,0,468,0,2,468,339
94,2,496,0,2,477,339
4,0,480,1,2,480,339
58,4,405,1,2,483,339
39,4,483,1,2,483,339
81,6,-422,0,2,486,339
37,4,490,1,2,490,339
62,5,481,1,2,490,339
85,1,437,0,2,493,339
66,6,-460,1,2,494,339
15,1,496,1,2,496,339
23,4,496,1,2,496,339
95,5,466,1,2,497,339
78,2,500,0,2,500,339
13,3,-497,0,2,-497,340
95,6,443,0,2,-497,340
52,4,-434,1,2,-495,340
13,3,-489,1,2,-489,340
58,2,-487,0,2,-487,340
33,6,466,0,2,-485,340
64,4,-488,1,2,-482,340
78,3,-480,0,2,-480,340
13,2,-473,0,2,-473,340
62,3,-469,1,2,-469,340
80,5,-400,1,2,-466,340
67,4,-466,0,2,-466,340
35,6,416,1,2,-459,340
5,1,-459,0,2,-459,340
79,4,-450,1,2,-455,340
20,2,-451,0,2,-451,340
34,3,-449,1,2,-449,340
55,3,-442,1,2,-442,340
41,6,416,0,2,-442,340
47,4,-441,1,2,-441,340
6,3,-439,1,2,-439,340
57,3,-430,0,2,-438,340
16,2,-438,0,2,-438,340
39,3,-431,1,2,-431,340
20,2,-434,0,2,-430,340
32,2,-426,1,2,-426,340
19,2,-425,0,2,-425,340
94,6,486,1,2,-423,340
21,6,434,1,2,-423,340
36,2,-415,0,2,-415,340
93,6,405,1,2,-412,340
26,2,-411,0,2,-411,340
96,4,-410,0,2,-407,340
33,3,-405,1,2,-405,340
80,6,-470,0,2,-401,340
25,3,-400,1,2,-400,340
60,4,400,0,2,400,340
30,4,456,1,2,404,340
20,2,406,0,2,406,340
96,6,-488,1,2,409,340
90,4,485,0,2,409,340
95,6,-469,0,2,413,340
35,4,420,0,2,420,340
99,4,473,0,2,425,340
51,4,467,1,2,427,340
34,3,428,1,2,428,340
85,6,-424,1,2,429,340
39,5,491,0,2,429,340
36,2,429,0,2,429,340
86,6,-473,1,2,430,340
65,6,-495,0,2,436,340
55,3,439,1,2,439,340
55,3,439,0,2,439,340
20,1,440,0,2,440,340
66,6,-433,0,2,446,340
78,4,479,0,2,447,340
40,3,421,0,2,447,340
11,3,453,1,2,453,340
28,6,-497,1,2,454,340
75,3,450,0,2,455,340
1,3,459,1,2,459,340
20,3,461,1,2,461,340
31,6,-491,0,2,462,340
49,4,404,1,2,463,340
42,3,446,0,2,465,340
30,3,469,1,2,469,340
55,3,474,0,2,474,340
29,5,475,0,2,475,340
83,6,-459,1,2,478,340
90,6,-494,0,2,481,340
59,3,484,1,2,484,340
1,2,486,1,2,486,340
35,3,486,1,2,486,340
39,4,486,0,2,486,340
9,3,487,1,2,487,340
43,3,492,1,2,492,340
14,2,493,1,2,493,340
46,6,-450,1,2,500,340
11,3,500,1,2,500,340
31,2,500,0,2,500,340
56,6,426,1,2,-499,341
29,6,-481,1,2,-496,341
49,6,-486,0,2,-486,341
52,6,460,1,2,-481,341
63,6,-493,0,2,-478,341
25,6,-473,0,2,-473,341
28,6,-469,1,2,-469,341
27,6,-408,1,2,-466,341
82,6,-463,1,2,-463,341
5,6,-463,0,2,-463,341
53,6,413,1,2,-462,341
94,6,-461,0,2,-461,341
75,6,-497,0,2,-453,341
64,6,486,1,2,-452,341
6,6,-448,1,2,-448,341
98,6,418,0,2,-448,341
68,6,-442,0,2,-442,341
38,6,-442,0,2,-442,341
85,6,-488,1,2,-440,341
18,6,-440,0,2,-440,341
54,6,-436,1,2,-436,341
37,6,-436,1,2,-436,341
37,6,-433,0,2,-433,341
27,6,-431,1,2,-431,341
33,6,-431,0,2,-431,341
75,6,-420,0,2,-431,341
5,6,-429,1,2,-429,341
93,6,-464,0,2,-429,341
54,6,-400,1,2,-425,341
74,6,-422,1,2,-422,341
37,6,-478,1,2,-422,341
80,6,401,1,2,-421,341
41,6,-474,1,2,-420,341
87,6,-420,1,2,-420,341
78,6,-464,0,2,-419,341
37,6,-410,0,2,-410,341
56,6,-407,1,2,-407,341
50,6,453,0,2,-401,341
78,6,-470,0,2,-400,341
44,6,-491,0,2,404,341
56,6,-405,0,2,404,341
73,6,-496,0,2,406,341
17,6,410,1,2,410,341
7,6,411,0,2,411,341
5,6,416,1,2,416,341
29,6,403,1,2,416,341
31,6,422,1,2,422,341
42,6,455,0,2,422,341
77,6,410,1,2,425,341
57,6,427,0,2,427,341
88,6,407,1,2,435,341
88,6,412,0,2,439,341
58,6,-460,1,2,440,341
49,6,442,1,2,442,341
22,6,443,1,2,443,341
63,6,443,0,2,443,341
74,6,-487,0,2,443,341
46,6,-406,0,2,443,341
56,6,444,0,2,444,341
84,6,444,0,2,444,341
92,6,414,1,2,446,341
12,6,447,1,2,447,341
24,6,473,1,2,449,341
86,6,449,1,2,449,341
59,6,448,0,2,449,341
48,6,-401,0,2,453,341
85,6,-459,0,2,454,341
77,6,-494,1,2,455,341
94,6,-463,0,2,456,341
1,6,461,0,2,461,341
50,6,-449,1,2,466,341
10,6,467,0,2,467,341
6,6,472,1,2,472,341
79,6,-449,1,2,480,341
28,6,480,1,2,481,341
69,6,-468,0,2,482,341
25,6,488,0,2,488,341
3,6,493,0,2,493,341
17,6,-443,1,2,495,341
33,6,495,0,2,495,341
58,2,-470,0,2,-500,342
6,1,-499,0,2,-499,342
58,0,439,0,2,-489,342
93,2,-493,1,2,-488,342
76,1,-456,1,2,-487,342
39,4,457,0,2,-485,342
73,2,-481,0,2,-481,342
46,1,-489,0,2,-478,342
72,3,-477,1,2,-477,342
43,2,-476,0,2,-476,342
8,1,-475,1,2,-475,342
65,2,-414,1,2,-473,342
25,1,-473,1,2,-473,342
79,4,-469,1,2,-469,342
72,4,424,0,2,-468,342
5,5,488,0,2,-468,342
24,6,444,1,2,-461,342
77,6,490,1,2,-459,342
69,1,-489,1,2,-459,342
77,3,409,1,2,-459,342
17,3,-459,0,2,-459,342
37,6,479,1,2,-457,342
76,2,-430,0,2,-455,342
84,0,-475,0,2,-455,342
62,2,-452,0,2,-452,342
46,0,-451,0,2,-451,342
44,3,-445,1,2,-445,342
97,0,-431,0,2,-442,342
19,4,-420,1,2,-441,342
71,0,-426,0,2,-439,342
39,1,-438,1,2,-438,342
67,3,-432,0,2,-434,342
89,4,489,0,2,-433,342
20,2,-432,0,2,-432,342
74,2,-471,1,2,-431,342
39,1,-469,0,2,-430,342
68,6,461,1,2,-428,342
62,3,-423,1,2,-423,342
37,6,474,1,2,-422,342
73,4,-415,1,2,-415,342
69,6,492,1,2,-409,342
6,1,-409,1,2,-409,342
44,1,-408,1,2,-408,342
6,1,-406,1,2,-406,342
89,2,402,0,2,-401,342
16,0,403,0,2,403,342
71,3,441,0,2,406,342
90,6,-477,1,2,408,342
76,4,-498,0,2,408,342
61,1,411,0,2,411,342
85,1,412,0,2,413,342
52,2,415,0,2,415,342
50,1,417,1,2,417,342
42,1,409,1,2,424,342
4,2,428,0,2,428,342
89,1,418,1,2,432,342
86,4,486,1,2,434,342
68,1,411,1,2,440,342
37,0,440,0,2,440,342
47,2,442,1,2,442,342
29,3,446,0,2,446,342
19,1,448,1,2,448,342
32,3,449,0,2,449,342
87,0,406,0,2,451,342
9,1,452,1,2,452,342
42,2,453,0,2,453,342
4,0,457,0,2,457,342
44,5,-458,0,2,464,342
83,6,-425,1,2,465,342
53,2,465,0,2,465,342
46,3,468,1,2,468,342
49,3,473,0,2,473,342
25,3,475,0,2,475,342
28,0,480,0,2,480,342
26,1,489,1,2,481,342
7,1,487,1,2,487,342
14,2,490,0,2,490,342
5,1,491,1,2,491,342
66,1,467,1,2,495,342
97,6,500,1,2,499,342
37,2,-500,1,2,-500,343
92,6,433,1,2,-499,343
48,3,-489,1,2,-497,343
1,6,-496,0,2,-496,343
36,5,-495,0,2,-495,343
62,3,-491,0,2,-491,343
72,4,405,1,2,-487,343
65,3,-474,0,2,-482,343
41,4,-480,0,2,-480,343
30,3,-479,1,2,-479,343
75,2,467,0,2,-479,343
2,6,-478,0,2,-478,343
30,4,-477,0,2,-477,343
94,6,458,1,2,-475,343
14,4,-469,1,2,-469,343
28,3,-466,0,2,-466,343
77,1,-478,0,2,-452,343
70,6,447,1,2,-449,343
24,6,-447,0,2,-447,343
84,3,-447,0,2,-447,343
62,6,479,1,2,-445,343
29,6,488,1,2,-443,343
52,3,431,0,2,-443,343
94,6,468,1,2,-442,343
55,6,417,1,2,-441,343
81,3,-441,0,2,-438,343
6,4,-435,0,2,-435,343
85,2,-479,0,2,-429,343
28,1,-427,1,2,-427,343
48,6,413,1,2,-423,343
55,4,-419,0,2,-419,343
50,3,-437,1,2,-413,343
64,2,441,0,2,-413,343
32,5,-410,0,2,-410,343
13,3,-409,1,2,-409,343
52,6,433,1,2,-408,343
49,2,402,1,2,402,343
19,3,405,1,2,405,343
32,2,406,1,2,406,343
7,0,407,1,2,407,343
81,2,445,1,2,408,343
66,2,425,1,2,409,343
93,1,-491,1,2,410,343
38,5,411,0,2,411,343
87,2,406,0,2,412,343
22,0,419,1,2,419,343
5,6,422,0,2,422,343
69,2,-484,0,2,423,343
38,4,415,1,2,424,343
70,2,427,1,2,427,343
41,2,-481,0,2,428,343
29,1,-408,0,2,435,343
50,4,437,0,2,437,343
43,4,424,0,2,444,343
96,2,-475,1,2,445,343
54,3,-459,1,2,448,343
11,6,450,0,2,450,343
13,5,451,0,2,451,343
55,3,455,1,2,455,343
39,0,456,1,2,456,343
77,2,462,0,2,462,343
1,6,462,0,2,462,343
96,3,-417,0,2,464,343
88,0,459,1,2,465,343
42,4,465,0,2,465,343
70,3,465,0,2,465,343
88,1,-465,1,2,474,343
99,0,-430,0,2,477,343
11,4,478,1,2,478,343
54,4,480,0,2,480,343
36,5,481,0,2,481,343
5,0,486,1,2,486,343
1,0,487,1,2,487,343
46,0,490,1,2,490,343
30,2,492,1,2,492,343
19,6,492,0,2,492,343
52,5,-485,1,2,497,343
1,0,497,1,2,497,343
73,6,-415,0,2,499,343
92,1,-437,0,2,499,343
14,1,-498,1,2,-498,344
37,1,-497,1,2,-497,344
65,4,430,1,2,-497,344
98,1,495,0,2,-497,344
68,3,486,1,2,-496,344
75,3,495,0,2,-494,344
17,1,-488,0,2,-488,344
30,1,-487,1,2,-487,344
81,1,-445,0,2,-483,344
19,1,-482,0,2,-482,344
9,1,-475,0,2,-475,344
32,1,497,0,2,-472,344
61,5,440,1,2,-471,344
47,3,466,1,2,-469,344
33,1,-468,1,2,-468,344
96,1,-407,0,2,-467,344
77,2,427,0,2,-467,344
87,3,452,0,2,-467,344
37,2,-494,0,2,-467,344
78,3,464,1,2,-464,344
93,3,477,0,2,-464,344
22,1,-454,1,2,-454,344
71,1,-456,1,2,-454,344
53,1,-453,1,2,-453,344
46,2,-451,1,2,-451,344
80,1,465,0,2,-451,344
90,1,-450,0,2,-450,344
82,2,-428,1,2,-437,344
64,2,-437,0,2,-437,344
40,1,-429,0,2,-429,344
68,2,-427,1,2,-427,344
19,1,-406,1,2,-426,344
46,2,-422,1,2,-422,344
78,2,-470,1,2,-421,344
59,2,-418,1,2,-418,344
28,1,-412,0,2,-412,344
27,1,-429,0,2,-412,344
51,3,418,0,2,-411,344
44,2,-442,0,2,-409,344
92,4,495,1,2,-406,344
9,2,-404,1,2,-404,344
86,3,455,0,2,-403,344
32,1,498,0,2,-402,344
63,4,402,1,2,402,344
38,1,-474,1,2,403,344
71,5,403,1,2,403,344
22,3,-477,0,2,403,344
85,4,476,1,2,407,344
71,5,410,0,2,410,344
1,5,410,0,2,410,344
36,5,412,0,2,412,344
50,5,419,1,2,419,344
91,5,421,1,2,421,344
9,5,422,0,2,422,344
29,5,424,1,2,424,344
17,5,425,0,2,425,344
97,3,444,0,2,426,344
34,5,430,1,2,430,344
8,6,453,1,2,433,344
8,6,436,0,2,436,344
29,5,440,1,2,440,344
69,2,-452,1,2,449,344
39,4,494,1,2,449,344
33,5,449,0,2,449,344
84,1,493,0,2,450,344
62,3,451,0,2,451,344
10,5,-424,0,2,454,344
44,5,407,1,2,458,344
53,5,458,1,2,458,344
59,4,444,1,2,458,344
38,5,465,1,2,465,344
98,4,-434,0,2,480,344
85,4,455,1,2,485,344
40,5,-487,0,2,486,344
73,5,488,0,2,488,344
33,5,490,0,2,490,344
4,6,491,1,2,491,344
85,2,-478,0,2,495,344
37,4,496,0,2,496,344
60,5,429,1,2,499,344
44,6,-495,0,2,-495,345
17,6,-491,0,2,-491,345
84,0,446,0,2,-489,345
94,6,-485,0,2,-484,345
59,5,-476,0,2,-484,345
14,6,-475,1,2,-475,345
23,6,-474,0,2,-474,345
91,0,453,0,2,-474,345
85,5,-500,0,2,-470,345
6,6,-470,0,2,-470,345
31,6,-467,1,2,-467,345
6,6,-467,1,2,-467,345
96,0,425,0,2,-467,345
20,6,-464,1,2,-464,345
67,6,-464,0,2,-464,345
9,6,-461,0,2,-461,345
18,6,-459,0,2,-459,345
47,0,413,1,2,-455,345
16,6,-455,0,2,-455,345
73,5,-427,0,2,-454,345
25,6,-451,0,2,-451,345
41,5,-428,1,2,-450,345
95,0,418,1,2,-447,345
60,5,-454,1,2,-446,345
7,6,-444,1,2,-444,345
48,0,497,1,2,-443,345
73,6,-442,0,2,-442,345
51,6,-438,0,2,-438,345
60,4,-477,0,2,-436,345
5,6,-434,1,2,-434,345
12,6,-432,1,2,-432,345
38,6,-432,1,2,-432,345
48,6,-429,1,2,-429,345
17,6,-427,0,2,-427,345
64,0,414,1,2,-426,345
32,6,-426,1,2,-426,345
14,6,-425,1,2,-425,345
5,6,-421,0,2,-421,345
82,0,433,0,2,-421,345
95,5,-401,1,2,-420,345
32,6,-413,1,2,-413,345
54,6,-412,0,2,-412,345
39,6,-408,1,2,-408,345
45,6,-408,1,2,-408,345
77,6,-412,1,2,-407,345
49,6,-402,1,2,-402,345
3,6,400,0,2,400,345
68,1,490,1,2,405,345
83,2,465,0,2,407,345
13,6,409,1,2,409,345
93,0,-401,0,2,417,345
4,6,419,1,2,419,345
29,6,421,0,2,421,345
47,2,467,1,2,423,345
34,6,423,0,2,423,345
70,4,469,1,2,424,345
99,4,462,0,2,428,345
62,6,428,0,2,428,345
38,6,431,0,2,431,345
35,4,490,1,2,435,345
33,6,435,0,2,435,345
26,6,439,0,2,439,345
2,6,441,0,2,441,345
32,6,443,0,2,443,345
8,6,451,1,2,451,345
61,0,-441,0,2,456,345
65,6,457,1,2,457,345
76,5,400,1,2,459,345
59,6,464,1,2,464,345
10,6,472,0,2,472,345
56,4,451,0,2,474,345
43,6,480,1,2,480,345
65,1,402,1,2,482,345
49,5,453,1,2,484,345
49,6,485,1,2,487,345
15,6,491,1,2,491,345
5,6,493,1,2,493,345
71,6,492,0,2,495,345
20,6,497,0,2,497,345
63,5,-467,1,2,498,345
86,1,-418,1,2,-500,346
89,0,464,0,2,-499,346
77,5,-469,0,2,-496,346
98,4,-420,0,2,-496,346
21,5,-482,1,2,-482,346
62,5,417,0,2,-480,346
70,1,-475,1,2,-475,346
67,1,443,1,2,-472,346
90,5,-441,0,2,-472,346
79,3,-470,1,2,-470,346
95,1,450,1,2,-463,346
3,6,-462,0,2,-462,346
96,6,-452,0,2,-462,346
19,6,-451,0,2,-460,346
21,6,-457,0,2,-457,346
63,1,424,1,2,-453,346
99,0,404,0,2,-450,346
89,6,-449,0,2,-449,346
31,4,-442,1,2,-442,346
40,6,-442,0,2,-442,346
2,6,-439,0,2,-439,346
20,6,408,1,2,-438,346
68,0,487,1,2,-437,346
25,6,-437,0,2,-437,346
63,6,-434,1,2,-434,346
63,1,477,1,2,-432,346
89,6,-435,1,2,-429,346
12,5,-423,1,2,-423,346
80,2,-423,1,2,-423,346
8,6,-420,1,2,-420,346
62,0,485,0,2,-418,346
2,6,-415,0,2,-415,346
18,6,-414,0,2,-414,346
74,5,-444,0,2,-411,346
27,6,-408,0,2,-408,346
30,5,-444,0,2,-406,346
85,3,-433,1,2,-402,346
5,6,-402,0,2,-402,346
48,5,405,1,2,400,346
88,1,-473,1,2,402,346
34,6,403,1,2,403,346
19,5,484,1,2,405,346
40,5,485,0,2,410,346
98,0,-447,1,2,411,346
81,1,-402,1,2,411,346
90,5,-448,1,2,411,346
42,0,-419,1,2,413,346
61,6,416,0,2,416,346
57,5,440,0,2,420,346
63,6,426,0,2,426,346
46,6,429,0,2,429,346
69,6,431,1,2,431,346
25,5,435,1,2,435,346
98,6,423,0,2,435,346
84,2,443,1,2,437,346
44,6,439,1,2,439,346
52,6,439,0,2,439,346
23,6,442,0,2,442,346
14,6,442,0,2,442,346
78,5,497,1,2,450,346
60,6,450,0,2,450,346
4,6,451,0,2,451,346
14,6,452,1,2,452,346
77,2,452,1,2,452,346
18,0,-409,1,2,455,346
57,6,410,0,2,455,346
42,3,459,1,2,459,346
51,6,459,0,2,459,346
44,3,409,1,2,463,346
26,6,467,1,2,467,346
68,6,467,0,2,467,346
27,4,-423,1,2,468,346
26,6,449,0,2,471,346
6,6,473,1,2,473,346
88,0,-451,1,2,475,346
69,3,-440,1,2,489,346
42,0,-497,0,2,489,346
39,5,425,0,2,489,346
95,6,498,0,2,492,346
92,5,482,0,2,497,346
52,4,-499,1,2,-499,347
53,6,456,1,2,-498,347
78,5,-411,0,2,-497,347
6,1,-496,1,2,-496,347
35,2,-490,1,2,-490,347
34,4,-411,0,2,-489,347
26,2,-487,1,2,-487,347
92,6,429,0,2,-486,347
34,3,-482,1,2,-482,347
14,3,-478,1,2,-478,347
52,0,-477,0,2,-476,347
15,6,491,0,2,-471,347
93,6,-410,0,2,-470,347
47,4,-413,0,2,-469,347
44,1,-463,0,2,-468,347
8,1,-466,0,2,-466,347
65,6,412,1,2,-464,347
89,4,-487,0,2,-464,347
69,6,487,0,2,-464,347
6,2,-463,1,2,-463,347
98,6,457,0,2,-462,347
37,3,-492,1,2,-461,347
27,2,-459,0,2,-459,347
26,3,-431,1,2,-457,347
34,1,-455,0,2,-455,347
23,2,-455,0,2,-455,347
34,2,-451,1,2,-451,347
36,2,-445,0,2,-448,347
59,3,-407,0,2,-448,347
91,3,-429,1,2,-445,347
49,5,-444,1,2,-444,347
72,6,484,0,2,-444,347
7,4,-442,1,2,-442,347
47,4,-442,0,2,-442,347
16,3,-441,1,2,-441,347
8,0,-441,1,2,-441,347
31,2,-441,0,2,-441,347
78,4,-451,1,2,-431,347
37,3,-424,1,2,-424,347
93,4,-451,0,2,-416,347
34,6,430,0,2,-415,347
44,4,-412,1,2,-412,347
26,3,-411,1,2,-411,347
64,6,-410,0,2,-410,347
7,0,-406,0,2,-406,347
15,3,-400,0,2,-400,347
25,5,464,0,2,400,347
68,3,421,1,2,401,347
35,1,411,0,2,411,347
57,1,416,0,2,416,347
72,6,420,1,2,420,347
68,6,426,1,2,426,347
71,5,460,1,2,426,347
90,6,-403,1,2,428,347
18,0,429,0,2,429,347
3,1,435,1,2,435,347
22,4,437,1,2,437,347
86,1,406,0,2,437,347
55,6,-441,0,2,439,347
21,2,440,0,2,440,347
35,6,-436,1,2,441,347
19,1,445,0,2,445,347
79,4,452,1,2,452,347
68,1,452,0,2,452,347
58,3,447,1,2,457,347
43,5,457,0,2,457,347
93,4,412,0,2,458,347
98,6,-478,0,2,459,347
13,1,461,1,2,461,347
21,2,466,1,2,466,347
60,6,-404,1,2,467,347
17,1,467,1,2,467,347
49,5,420,1,2,469,347
87,2,410,0,2,477,347
31,3,485,1,2,485,347
7,1,487,1,2,487,347
33,2,489,0,2,489,347
88,6,-492,1,2,498,347
50,3,499,1,2,499,347
5,0,500,0,2,500,347
3,5,-486,0,2,-486,348
66,3,445,0,2,-486,348
29,1,-485,1,2,-485,348
16,3,-481,0,2,-481,348
53,4,-479,0,2,-479,348
54,2,-435,1,2,-474,348
70,2,-474,1,2,-474,348
16,2,-471,1,2,-471,348
27,2,-445,1,2,-470,348
32,4,-430,0,2,-469,348
18,1,-465,1,2,-465,348
2,2,-465,0,2,-465,348
42,3,-441,1,2,-460,348
82,1,-474,1,2,-455,348
74,2,-450,0,2,-450,348
93,5,451,0,2,-445,348
9,1,-442,1,2,-442,348
77,6,415,1,2,-440,348
34,6,481,1,2,-433,348
1,0,-429,1,2,-429,348
89,6,-428,0,2,-428,348
40,3,-426,0,2,-426,348
41,2,-422,1,2,-422,348
77,5,-499,0,2,-417,348
30,3,-417,0,2,-417,348
97,3,-429,0,2,-417,348
23,0,-416,1,2,-416,348
97,4,-488,0,2,-416,348
21,5,403,0,2,-413,348
26,4,-408,0,2,-408,348
95,4,-424,0,2,-408,348
40,5,412,0,2,-406,348
32,1,-405,1,2,-405,348
82,3,438,0,2,-404,348
91,6,438,0,2,-403,348
83,2,-403,0,2,-403,348
71,3,415,1,2,-402,348
14,1,-401,1,2,-401,348
7,1,405,1,2,405,348
88,6,-416,0,2,409,348
70,6,-410,1,2,411,348
87,6,-494,1,2,413,348
74,0,415,1,2,415,348
44,4,487,0,2,415,348
43,1,419,1,2,419,348
95,3,448,1,2,420,348
62,4,447,0,2,423,348
67,6,-450,1,2,426,348
57,1,428,1,2,428,348
69,1,431,1,2,431,348
36,2,446,1,2,442,348
6,0,444,1,2,444,348
74,2,444,0,2,444,348
28,1,447,1,2,447,348
36,3,448,0,2,448,348
47,0,451,1,2,451,348
34,1,451,1,2,451,348
89,6,402,0,2,451,348
1,2,454,0,2,454,348
72,0,455,0,2,455,348
47,1,456,1,2,456,348
18,6,-459,1,2,459,348
71,3,436,1,2,461,348
91,6,-427,0,2,462,348
49,3,464,0,2,464,348
3,1,466,1,2,466,348
65,1,469,0,2,469,348
14,3,473,0,2,473,348
11,2,442,1,2,476,348
90,6,-486,1,2,479,348
11,4,479,0,2,479,348
7,3,488,0,2,488,348
54,0,490,1,2,490,348
88,5,424,0,2,490,348
75,1,492,1,2,492,348
23,3,492,0,2,492,348
19,3,494,0,2,494,348
37,4,435,0,2,497,348
89,6,-423,0,2,498,348
66,6,-469,1,2,499,348
67,6,410,1,2,-497,349
3,6,-486,1,2,-486,349
72,6,-429,0,2,-481,349
36,6,-479,1,2,-480,349
89,6,-446,1,2,-479,349
39,6,482,1,2,-478,349
23,3,-477,0,2,-477,349
79,5,-444,0,2,-476,349
90,6,-423,1,2,-474,349
37,6,-424,1,2,-473,349
47,6,-469,0,2,-469,349
12,4,-469,0,2,-469,349
43,3,493,0,2,-469,349
59,5,-468,0,2,-468,349
1,5,-465,1,2,-465,349
54,6,-451,1,2,-451,349
86,5,-443,0,2,-451,349
44,4,-445,0,2,-445,349
84,6,477,1,2,-442,349
70,6,-476,1,2,-441,349
62,6,498,1,2,-439,349
85,6,445,0,2,-435,349
85,6,419,1,2,-433,349
52,4,-444,0,2,-433,349
58,3,-451,0,2,-431,349
47,4,-429,0,2,-429,349
39,6,-438,1,2,-427,349
56,2,-450,0,2,-427,349
9,6,-421,1,2,-421,349
74,2,-418,0,2,-418,349
64,6,468,1,2,-417,349
44,6,-415,1,2,-415,349
60,6,-412,1,2,-412,349
69,6,-409,1,2,-409,349
63,5,-428,0,2,-407,349
84,6,483,1,2,-400,349
