n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,ID,mc_model
38,69,6,1,489,0,63,-464
40,63,1,1,461,0,63,474
41,11,0,0,-442,0,63,-442
42,42,6,0,-481,0,63,415
43,51,1,0,-460,0,63,-422
44,78,5,1,446,0,63,-464
46,43,6,0,-441,0,63,401
47,3,0,1,409,0,63,409
48,62,2,1,443,0,63,443
1,29,1,0,-494,1,63,-494
2,40,3,1,476,1,63,476
3,63,3,1,459,1,63,462
4,51,6,1,489,1,63,-470
5,35,3,1,402,1,63,402
7,99,6,1,415,1,63,-419
8,77,4,0,-429,1,63,-429
9,65,5,0,-469,1,63,-493
11,82,6,0,-419,1,63,430
12,31,2,0,-429,1,63,-429
13,43,3,1,467,1,63,467
14,36,3,0,-479,1,63,-479
15,18,1,0,-451,1,63,-451
17,91,4,1,484,1,63,478
18,49,4,0,-468,1,63,-401
19,19,6,1,431,1,63,-451
20,28,2,1,430,1,63,430
21,96,3,0,-494,1,63,-424
22,7,1,0,-458,1,63,-458
24,94,6,0,-424,1,63,435
25,66,4,0,-485,1,63,-451
27,9,6,0,-435,1,63,416
28,92,5,0,-455,1,63,466
29,34,6,1,403,1,63,-405
30,17,1,0,-468,1,63,-468
32,54,5,1,461,1,63,499
33,37,6,0,-461,1,63,420
34,37,5,1,446,1,63,481
35,17,6,1,476,1,63,-434
36,49,3,1,423,1,63,423
37,54,4,1,452,1,63,452
38,76,4,1,448,1,63,448
40,78,6,0,-487,1,63,495
41,6,1,1,480,1,63,480
42,17,1,1,488,1,63,488
43,78,5,0,-438,1,63,-453
44,33,3,0,-429,1,63,-429
46,68,4,0,-437,1,63,-437
47,79,6,1,468,1,63,-495
48,22,2,0,-429,1,63,-429
1,33,2,0,-467,0,64,-445
2,74,0,0,-442,0,64,473
3,80,0,1,453,0,64,-485
4,40,4,1,402,0,64,436
5,3,6,1,435,0,64,435
7,53,0,0,-463,0,64,401
8,46,0,0,-476,0,64,433
9,14,6,0,-472,0,64,-485
11,58,4,1,470,0,64,427
12,84,4,1,473,0,64,429
13,81,5,1,425,0,64,418
14,65,0,1,405,0,64,-485
15,9,6,1,490,0,64,490
17,39,5,0,-473,0,64,-414
18,90,0,0,-486,0,64,-413
19,93,0,1,409,0,64,-445
20,44,0,1,465,0,64,-476
21,18,6,1,443,0,64,408
22,49,6,1,433,0,64,433
24,94,0,0,-478,0,64,-477
25,55,6,0,-448,0,64,-448
27,5,6,0,-468,0,64,-468
28,91,5,0,-435,0,64,495
29,73,1,1,483,0,64,-426
30,44,6,0,-418,0,64,-421
32,12,6,0,-418,0,64,-418
33,33,0,1,490,0,64,408
34,98,0,0,-459,0,64,441
35,9,6,1,423,0,64,423
36,4,6,1,460,0,64,460
37,51,6,0,-491,0,64,-491
38,5,6,0,-485,0,64,-485
40,3,6,1,405,0,64,405
41,58,3,0,-439,0,64,419
42,67,6,0,-413,0,64,-413
43,96,6,0,-443,0,64,-441
44,76,4,0,-496,0,64,-478
46,66,4,0,-446,0,64,-464
47,68,6,1,403,0,64,403
48,52,3,0,-479,0,64,-458
1,71,6,0,-469,1,64,-469
2,37,0,0,-426,1,64,-463
3,10,6,0,-465,1,64,-465
4,5,6,0,-460,1,64,-460
5,55,6,1,474,1,64,474
7,60,6,0,-438,1,64,-438
8,41,0,1,477,1,64,431
9,84,6,1,449,1,64,450
11,26,6,1,475,1,64,475
12,78,0,1,476,1,64,430
13,42,6,0,-476,1,64,-476
14,91,0,1,460,1,64,-408
15,43,1,1,469,1,64,420
17,56,0,1,439,1,64,474
18,94,0,0,-489,1,64,424
19,98,0,0,-455,1,64,420
20,62,6,1,491,1,64,491
21,81,0,0,-485,1,64,-462
22,68,0,0,-495,1,64,-423
24,34,6,1,430,1,64,430
25,22,0,1,406,1,64,497
27,33,6,1,444,1,64,444
28,35,4,1,444,1,64,431
29,95,0,0,-411,1,64,-421
30,90,0,0,-486,1,64,417
32,99,0,0,-425,1,64,459
33,90,6,0,-473,1,64,-479
34,49,3,1,468,1,64,481
35,55,6,1,434,1,64,434
36,85,6,0,-408,1,64,-408
37,34,6,1,429,1,64,429
38,96,6,0,-430,1,64,-430
40,59,0,0,-478,1,64,-433
41,50,0,0,-475,1,64,-417
42,42,0,1,493,1,64,-486
43,73,0,1,440,1,64,-464
44,91,6,0,-404,1,64,-402
46,72,5,1,463,1,64,473
47,12,6,0,-485,1,64,-485
48,79,3,0,-441,1,64,-408
1,93,6,0,-485,0,65,-431
2,71,6,1,492,0,65,421
3,31,6,0,-447,0,65,-447
4,18,6,0,-406,0,65,-406
5,66,6,1,403,0,65,403
7,28,6,1,445,0,65,445
8,54,6,1,440,0,65,448
9,65,6,1,404,0,65,404
11,53,6,1,409,0,65,409
12,47,6,0,-421,0,65,-453
13,68,6,1,400,0,65,459
14,25,6,0,-496,0,65,-496
15,63,6,1,456,0,65,407
17,1,6,1,458,0,65,458
18,81,6,1,472,0,65,482
19,74,6,0,-410,0,65,-456
20,35,6,1,434,0,65,434
21,19,6,1,457,0,65,457
22,39,6,0,-469,0,65,-469
24,62,6,0,-487,0,65,-487
25,79,6,0,-426,0,65,-426
27,97,6,0,-463,0,65,490
28,33,6,1,425,0,65,425
29,31,6,0,-494,0,65,420
30,47,6,1,449,0,65,449
32,24,6,1,457,0,65,457
33,63,6,1,453,0,65,453
34,23,6,1,421,0,65,461
35,51,6,1,482,0,65,482
36,45,6,1,478,0,65,478
37,44,6,1,437,0,65,437
38,52,6,1,433,0,65,433
40,8,6,1,417,0,65,417
41,34,6,0,-405,0,65,470
42,63,6,1,465,0,65,430
43,58,6,1,450,0,65,407
44,51,6,0,-451,0,65,-451
46,90,6,1,403,0,65,403
47,63,6,1,479,0,65,443
48,27,6,0,-470,0,65,-462
1,19,6,1,423,1,65,423
2,9,6,1,500,1,65,500
3,15,6,1,469,1,65,469
4,6,6,0,-415,1,65,-415
5,28,6,0,-414,1,65,-414
7,15,6,1,447,1,65,-466
8,12,6,1,495,1,65,495
9,76,6,1,435,1,65,446
11,57,6,1,434,1,65,409
12,67,6,0,-495,1,65,488
13,25,6,1,442,1,65,442
14,43,6,1,402,1,65,402
15,25,6,1,426,1,65,426
17,52,6,0,-485,1,65,-497
18,40,6,1,476,1,65,476
19,42,6,1,432,1,65,432
20,95,6,1,420,1,65,-475
21,32,6,1,440,1,65,440
22,21,6,1,404,1,65,404
24,97,6,0,-453,1,65,492
25,99,6,1,404,1,65,456
27,89,6,0,-436,1,65,418
28,66,6,0,-499,1,65,-499
29,75,6,0,-438,1,65,439
30,45,6,1,466,1,65,466
32,92,6,0,-442,1,65,-415
33,71,6,0,-407,1,65,-407
34,89,6,1,484,1,65,416
35,72,6,1,444,1,65,444
36,78,6,1,454,1,65,-467
37,52,6,0,-471,1,65,-471
38,31,6,1,443,1,65,443
40,41,6,1,412,1,65,-401
41,35,6,0,-465,1,65,-465
42,16,6,0,-425,1,65,-425
43,33,6,1,479,1,65,414
44,58,6,1,446,1,65,446
46,44,6,0,-489,1,65,464
47,15,6,0,-400,1,65,-400
48,11,6,0,-423,1,65,-432
1,30,4,0,-448,0,66,-448
2,34,4,0,-442,0,66,-442
3,77,3,0,-454,0,66,-454
4,23,6,1,444,0,66,-406
5,31,3,0,-449,0,66,-449
7,6,4,1,429,0,66,429
8,30,4,1,420,0,66,420
9,75,4,0,-413,0,66,-411
11,32,4,0,-459,0,66,-460
12,37,3,1,403,0,66,403
13,7,4,0,-400,0,66,-400
14,32,5,0,-442,0,66,-427
15,78,4,0,-442,0,66,-493
17,48,4,0,-492,0,66,498
18,94,4,0,-443,0,66,-454
19,51,4,1,469,0,66,469
20,44,4,0,-431,0,66,-431
21,18,5,0,-482,0,66,-482
22,94,4,0,-415,0,66,430
24,30,4,1,439,0,66,439
25,15,4,0,-405,0,66,-405
27,96,2,1,473,0,66,488
28,77,4,0,-422,0,66,447
29,30,4,0,-413,0,66,-402
30,40,4,0,-418,0,66,-418
32,21,4,1,484,0,66,484
33,67,3,0,-410,0,66,-468
34,2,4,1,406,0,66,406
35,48,4,1,488,0,66,488
36,66,5,1,473,0,66,473
37,66,3,1,409,0,66,409
38,30,5,0,-459,0,66,-459
40,96,3,1,424,0,66,463
41,75,6,1,488,0,66,-441
42,27,4,0,-455,0,66,-455
43,89,3,1,428,0,66,428
44,82,4,1,427,0,66,427
46,16,4,1,428,0,66,428
47,91,4,0,-450,0,66,-494
48,54,2,0,-431,0,66,-474
1,36,3,0,-414,1,66,-414
2,4,2,0,-471,1,66,-471
3,65,4,0,-475,1,66,430
4,58,4,0,-486,1,66,-486
5,93,4,1,418,1,66,-467
7,66,6,0,-408,1,66,450
8,9,2,1,424,1,66,424
9,48,3,0,-489,1,66,-489
11,64,4,1,447,1,66,433
12,2,2,0,-446,1,66,-446
13,56,4,0,-429,1,66,-429
14,10,2,0,-477,1,66,-477
15,47,4,1,400,1,66,400
17,75,4,1,451,1,66,-424
18,90,4,1,456,1,66,455
19,22,4,0,-483,1,66,-483
20,38,4,1,417,1,66,417
21,8,1,0,-448,1,66,-448
22,52,4,0,-489,1,66,-489
24,71,4,1,411,1,66,-438
25,75,4,1,421,1,66,-487
27,50,6,0,-476,1,66,-476
28,81,6,0,-445,1,66,-436
29,34,3,0,-441,1,66,-441
30,56,4,0,-442,1,66,-442
32,80,3,0,-422,1,66,483
33,75,6,0,-452,1,66,404
34,48,6,0,-480,1,66,-403
35,60,3,0,-430,1,66,-493
36,72,4,0,-405,1,66,-405
37,84,6,0,-438,1,66,464
38,45,5,1,445,1,66,445
40,91,4,0,-480,1,66,489
41,77,6,1,468,1,66,-420
42,32,6,0,-475,1,66,468
43,41,2,1,488,1,66,488
44,3,6,0,-408,1,66,-408
46,87,4,0,-443,1,66,-443
47,78,6,1,459,1,66,-495
48,52,6,0,-455,1,66,-455
1,16,5,1,403,0,67,403
2,71,1,0,-443,0,67,472
3,26,4,1,453,0,67,453
4,73,0,0,-449,0,67,415
5,27,5,1,401,0,67,401
7,87,0,0,-472,0,67,490
8,83,1,0,-410,0,67,411
9,27,4,1,407,0,67,475
11,11,6,1,458,0,67,458
12,20,4,1,410,0,67,410
13,83,1,0,-497,0,67,499
14,7,4,0,-464,0,67,495
15,57,2,0,-436,0,67,-436
17,30,0,1,421,0,67,421
18,26,3,0,-479,0,67,478
19,6,6,1,444,0,67,444
20,2,6,1,454,0,67,454
21,75,3,1,434,0,67,434
22,91,2,1,425,0,67,426
24,72,3,1,449,0,67,449
25,63,3,1,472,0,67,472
27,74,1,1,432,0,67,-412
28,64,2,0,-470,0,67,-470
29,39,2,0,-439,0,67,-439
30,38,1,1,407,0,67,-451
32,34,4,1,413,0,67,403
33,88,3,1,488,0,67,450
34,92,1,1,494,0,67,-447
35,15,1,0,-402,0,67,-402
36,77,1,1,433,0,67,-459
37,11,6,1,495,0,67,495
38,26,1,0,-469,0,67,-469
40,71,1,0,-429,0,67,-424
41,93,6,1,456,0,67,459
42,88,6,1,421,0,67,419
43,95,0,1,491,0,67,-402
44,36,4,0,-483,0,67,414
46,55,3,0,-468,0,67,449
47,59,5,1,439,0,67,439
48,3,6,0,-462,0,67,-462
1,39,3,0,-452,1,67,-452
2,36,3,1,480,1,67,-469
3,30,2,1,425,1,67,-443
4,33,4,1,456,1,67,456
5,26,4,1,489,1,67,489
7,81,6,1,441,1,67,485
8,9,1,0,-455,1,67,-455
9,24,2,1,436,1,67,470
11,65,4,1,458,1,67,458
12,9,4,1,468,1,67,468
13,53,1,0,-411,1,67,-411
14,8,0,0,-462,1,67,-462
15,37,3,1,438,1,67,438
17,54,4,0,-493,1,67,435
18,18,4,1,490,1,67,490
19,78,3,1,485,1,67,485
20,15,6,1,473,1,67,473
21,24,1,0,-444,1,67,-460
22,23,1,0,-494,1,67,-494
24,31,2,0,-422,1,67,-422
25,45,4,1,464,1,67,-454
27,21,4,1,413,1,67,413
28,48,4,1,431,1,67,420
29,11,2,0,-427,1,67,-427
30,39,4,1,479,1,67,479
32,33,5,1,445,1,67,445
33,4,1,0,-429,1,67,-429
34,11,5,1,470,1,67,470
35,52,5,1,458,1,67,458
36,8,1,0,-443,1,67,-443
37,43,1,0,-480,1,67,-480
38,58,5,1,476,1,67,476
40,90,4,1,412,1,67,437
41,19,6,1,491,1,67,491
42,42,3,0,-490,1,67,-498
43,10,0,0,-471,1,67,-471
44,41,1,0,-412,1,67,-496
46,17,0,0,-498,1,67,-498
47,5,0,0,-404,1,67,-404
48,20,4,1,426,1,67,465
1,43,3,0,-446,0,68,488
2,13,3,0,-438,0,68,-438
3,67,4,0,-456,0,68,467
4,89,1,1,444,0,68,-412
5,91,4,1,486,0,68,450
7,6,6,1,412,0,68,412
8,6,6,1,401,0,68,401
9,39,1,0,-413,0,68,-450
11,43,1,1,453,0,68,-410
12,80,4,0,-451,0,68,407
13,63,6,1,473,0,68,473
14,33,6,0,-492,0,68,-492
15,66,3,0,-404,0,68,-414
17,21,4,0,-452,0,68,412
18,57,3,0,-449,0,68,-437
19,47,6,0,-492,0,68,-492
20,70,5,0,-494,0,68,-461
21,88,0,1,445,0,68,-487
22,88,4,0,-486,0,68,-478
24,44,6,0,-456,0,68,-456
25,35,6,1,406,0,68,406
27,23,6,0,-466,0,68,-466
28,71,1,1,444,0,68,-430
29,64,0,1,454,0,68,-462
30,78,6,0,-447,0,68,-447
32,27,6,0,-416,0,68,-416
33,89,5,1,493,0,68,476
34,78,4,0,-462,0,68,433
35,95,5,1,402,0,68,462
36,76,0,1,460,0,68,-401
37,33,6,1,487,0,68,487
38,66,5,0,-490,0,68,477
40,34,6,0,-425,0,68,-425
41,82,6,1,433,0,68,433
42,21,6,1,478,0,68,478
43,96,0,1,495,0,68,-415
44,3,6,0,-480,0,68,-480
46,81,6,1,415,0,68,415
47,2,6,0,-481,0,68,-481
48,33,6,0,-491,0,68,-491
1,34,6,1,437,1,68,437
2,57,6,1,490,1,68,490
3,35,0,0,-401,1,68,-486
4,37,5,0,-497,1,68,419
5,25,6,1,479,1,68,479
7,90,0,0,-442,1,68,-436
8,17,3,0,-437,1,68,-437
9,44,3,0,-487,1,68,-487
11,60,4,0,-466,1,68,405
12,62,2,0,-440,1,68,-410
13,46,0,0,-465,1,68,-465
14,34,5,1,401,1,68,401
15,23,1,0,-485,1,68,-485
17,66,2,0,-455,1,68,-455
18,86,5,0,-422,1,68,400
19,42,4,1,415,1,68,-476
20,58,2,1,470,1,68,-427
21,94,0,1,416,1,68,-425
22,12,2,0,-499,1,68,-499
24,50,3,0,-428,1,68,425
25,79,3,1,471,1,68,410
27,26,3,0,-460,1,68,-460
28,31,5,1,479,1,68,479
29,33,3,1,410,1,68,-477
30,19,5,0,-498,1,68,-498
32,40,3,0,-431,1,68,-431
33,16,6,1,437,1,68,437
34,92,1,0,-469,1,68,-416
35,16,5,0,-494,1,68,-494
36,31,6,1,457,1,68,457
37,64,4,0,-420,1,68,445
38,30,5,1,403,1,68,403
40,29,5,1,420,1,68,475
41,87,3,0,-414,1,68,-414
42,20,6,1,401,1,68,401
43,94,0,0,-465,1,68,-453
44,91,2,1,475,1,68,-440
46,1,6,1,492,1,68,492
47,48,3,0,-419,1,68,-419
48,5,5,0,-409,1,68,-409
1,61,1,0,-417,0,69,-417
2,79,1,0,-489,0,69,467
3,35,5,0,-416,0,69,-431
4,74,5,0,-401,0,69,-401
5,36,5,1,476,0,69,476
7,30,5,0,-450,0,69,-450
8,93,0,0,-451,0,69,401
9,64,5,0,-476,0,69,-476
11,88,4,0,-451,0,69,-428
12,36,0,1,435,0,69,-424
13,4,6,0,-489,0,69,-489
14,70,4,1,417,0,69,417
15,24,2,0,-409,0,69,499
17,79,3,1,486,0,69,423
18,79,5,0,-497,0,69,-489
19,13,5,1,498,0,69,498
20,98,5,1,440,0,69,488
21,75,5,1,455,0,69,427
22,76,2,0,-490,0,69,441
24,5,5,0,-496,0,69,-496
25,76,5,1,449,0,69,449
27,4,4,1,455,0,69,455
28,57,4,1,403,0,69,403
29,10,5,1,438,0,69,438
30,38,5,0,-434,0,69,-434
32,1,4,1,466,0,69,466
33,46,1,0,-471,0,69,500
34,23,3,0,-421,0,69,-421
35,61,3,1,429,0,69,429
36,51,3,1,499,0,69,401
37,67,0,0,-439,0,69,451
38,37,3,1,429,0,69,429
40,68,4,1,486,0,69,487
41,98,2,0,-490,0,69,-493
42,88,0,0,-409,0,69,456
43,27,3,0,-467,0,69,-422
44,33,4,0,-462,0,69,-462
46,71,4,1,424,0,69,424
47,8,4,1,448,0,69,448
48,2,5,0,-421,0,69,-421
1,88,0,0,-417,1,69,449
2,72,0,1,407,1,69,-487
3,40,6,0,-421,1,69,-474
4,68,0,0,-466,1,69,461
5,86,6,1,416,1,69,408
7,1,6,0,-445,1,69,-445
8,15,6,0,-489,1,69,-489
9,46,6,1,447,1,69,456
11,6,6,0,-450,1,69,-450
12,7,6,1,450,1,69,450
13,78,0,1,454,1,69,-419
14,59,6,1,468,1,69,468
15,50,0,1,484,1,69,-446
17,21,6,1,411,1,69,411
18,1,6,0,-433,1,69,-433
19,12,6,1,426,1,69,426
20,39,0,1,472,1,69,-465
21,2,6,0,-475,1,69,-475
22,92,6,1,436,1,69,458
24,24,6,1,432,1,69,432
25,6,6,1,491,1,69,491
27,50,6,1,427,1,69,427
28,87,0,0,-440,1,69,462
29,30,6,0,-476,1,69,-476
30,69,6,1,453,1,69,490
32,23,6,0,-462,1,69,-462
33,27,6,1,452,1,69,452
34,29,6,1,493,1,69,493
35,19,6,1,485,1,69,485
36,52,6,0,-457,1,69,-457
37,20,0,1,444,1,69,-457
38,65,6,1,424,1,69,484
40,76,5,0,-403,1,69,-403
41,11,5,0,-410,1,69,-410
42,2,6,1,444,1,69,444
43,30,6,0,-468,1,69,-468
44,27,6,0,-477,1,69,-477
46,38,6,1,414,1,69,414
47,83,0,1,425,1,69,-463
48,90,5,1,467,1,69,404
1,74,5,1,481,0,70,432
2,29,0,0,-480,0,70,-480
3,15,2,1,487,0,70,-476
4,13,0,0,-477,0,70,-477
5,49,1,1,421,0,70,421
7,83,5,1,431,0,70,-476
8,62,4,1,468,0,70,479
9,9,0,1,431,0,70,431
11,71,6,1,432,0,70,-473
12,3,0,1,422,0,70,422
13,72,5,1,445,0,70,490
14,12,1,0,-479,0,70,-479
15,10,0,1,488,0,70,488
17,63,5,1,422,0,70,485
18,97,6,0,-498,0,70,453
19,39,4,0,-457,0,70,-457
20,15,3,0,-472,0,70,-472
21,6,0,0,-435,0,70,-435
22,61,6,1,429,0,70,-498
24,28,2,0,-416,0,70,-416
25,15,0,0,-444,0,70,-444
27,77,4,0,-425,0,70,-425
28,90,5,0,-450,0,70,-438
29,91,6,1,442,0,70,-470
30,89,6,0,-413,0,70,494
32,24,2,0,-480,0,70,-480
33,38,3,0,-404,0,70,-404
34,73,4,0,-409,0,70,-409
35,63,6,0,-477,0,70,450
36,39,5,1,457,0,70,-494
37,39,1,1,488,0,70,488
38,5,0,1,496,0,70,496
40,50,2,0,-477,0,70,-477
41,43,4,0,-463,0,70,-424
42,82,6,0,-497,0,70,431
43,81,4,0,-461,0,70,-461
44,31,2,0,-470,0,70,-470
46,87,5,0,-411,0,70,-474
47,7,1,0,-456,0,70,-498
48,14,0,0,-454,0,70,-454
1,71,6,0,-495,1,70,489
2,13,1,0,-422,1,70,-459
3,19,6,1,473,1,70,-443
4,15,3,0,-419,1,70,-419
5,75,6,1,478,1,70,-401
7,47,3,1,413,1,70,427
8,74,4,0,-480,1,70,458
9,41,3,0,-470,1,70,-470
11,10,0,0,-485,1,70,-485
12,35,3,0,-417,1,70,-417
13,38,6,0,-411,1,70,482
14,48,6,0,-424,1,70,476
15,37,6,1,492,1,70,-452
17,52,3,1,454,1,70,454
18,56,4,1,451,1,70,498
19,40,1,0,-447,1,70,-447
20,9,0,0,-442,1,70,-442
21,6,0,1,463,1,70,463
22,95,1,1,426,1,70,431
24,93,2,0,-477,1,70,-427
25,9,0,1,441,1,70,441
27,87,1,0,-471,1,70,-471
28,12,0,1,484,1,70,484
29,52,1,1,481,1,70,481
30,24,1,1,482,1,70,482
32,89,2,1,472,1,70,466
33,29,2,0,-442,1,70,-442
34,22,6,0,-449,1,70,497
35,35,2,0,-454,1,70,-454
36,94,6,0,-442,1,70,498
37,37,1,0,-480,1,70,-480
38,68,6,1,466,1,70,-481
40,62,4,1,483,1,70,499
41,72,6,0,-474,1,70,454
42,81,6,1,465,1,70,-419
43,59,6,1,416,1,70,-410
44,25,2,0,-490,1,70,-490
46,10,0,1,409,1,70,409
47,47,4,0,-408,1,70,-473
48,87,6,1,479,1,70,-412
1,46,1,1,468,0,71,412
2,90,0,0,-451,0,71,424
3,5,0,0,-475,0,71,-475
4,86,3,0,-446,0,71,-412
5,9,0,0,-422,0,71,-422
7,30,2,0,-499,0,71,480
8,77,2,0,-458,0,71,-449
9,32,1,1,483,0,71,413
11,93,0,0,-440,0,71,487
12,45,2,0,-479,0,71,-479
13,16,1,1,421,0,71,421
14,24,1,0,-440,0,71,-440
15,98,0,1,426,0,71,498
17,81,0,0,-479,0,71,468
18,84,1,1,467,0,71,447
19,11,0,0,-488,0,71,-488
20,99,0,1,478,0,71,-485
21,30,1,1,436,0,71,436
22,34,1,0,-418,0,71,-418
24,19,0,0,-449,0,71,-449
25,44,3,1,419,0,71,-403
27,2,0,0,-401,0,71,-401
28,67,2,0,-404,0,71,481
29,3,0,0,-443,0,71,-443
30,43,0,1,413,0,71,413
32,57,1,0,-402,0,71,-467
33,7,0,1,451,0,71,451
34,81,3,1,431,0,71,409
35,32,1,1,404,0,71,-456
36,42,0,1,481,0,71,430
37,30,0,1,416,0,71,459
38,91,4,1,434,0,71,-403
40,79,3,0,-419,0,71,-405
41,99,0,1,437,0,71,490
42,53,3,1,460,0,71,460
43,26,1,0,-444,0,71,-444
44,39,1,0,-426,0,71,-426
46,63,4,1,472,0,71,-492
47,32,1,1,428,0,71,428
48,37,1,1,474,0,71,474
1,35,3,0,-466,1,71,454
2,64,4,0,-446,1,71,-433
3,87,2,1,441,1,71,-473
4,57,4,0,-440,1,71,-440
5,57,2,1,436,1,71,436
7,11,1,1,500,1,71,500
8,70,4,1,466,1,71,461
9,78,2,1,466,1,71,466
11,86,2,0,-488,1,71,-437
12,23,1,0,-444,1,71,-444
13,96,4,0,-462,1,71,445
14,80,2,1,496,1,71,-467
15,3,1,0,-482,1,71,-482
17,9,0,1,460,1,71,460
18,65,2,0,-426,1,71,-407
19,5,0,1,403,1,71,403
20,72,0,0,-404,1,71,453
21,22,2,0,-476,1,71,-483
22,99,0,0,-414,1,71,-439
24,85,1,1,420,1,71,493
25,30,1,1,470,1,71,470
27,86,0,0,-499,1,71,427
28,61,2,1,483,1,71,483
29,49,1,0,-491,1,71,-416
30,85,2,0,-472,1,71,-442
32,39,1,0,-449,1,71,-437
33,66,0,1,483,1,71,483
34,66,0,0,-474,1,71,-474
35,58,3,0,-423,1,71,-448
36,98,0,1,406,1,71,-409
37,69,1,0,-495,1,71,-495
38,16,0,1,424,1,71,-479
40,75,1,1,485,1,71,416
41,62,1,1,410,1,71,-436
42,37,3,1,464,1,71,401
43,2,0,0,-461,1,71,-461
44,2,0,0,-491,1,71,-491
46,13,0,1,475,1,71,475
47,78,3,0,-432,1,71,-416
48,54,2,1,415,1,71,428
1,42,0,0,-403,0,72,-480
2,20,0,1,400,0,72,400
3,42,0,1,494,0,72,-466
4,44,0,1,449,0,72,-442
5,19,0,1,453,0,72,453
7,75,0,1,491,0,72,468
8,55,0,0,-430,0,72,-436
9,10,0,0,-425,0,72,-425
11,36,0,0,-407,0,72,-407
12,76,0,0,-482,0,72,488
13,97,0,0,-469,0,72,485
14,66,0,0,-480,0,72,492
15,73,0,1,401,0,72,401
17,63,0,0,-487,0,72,-416
18,29,0,1,402,0,72,402
19,39,0,1,427,0,72,427
20,90,0,0,-414,0,72,-486
21,51,0,0,-420,0,72,-420
22,96,0,1,462,0,72,-419
24,29,0,1,456,0,72,-405
25,68,0,1,459,0,72,-490
27,14,0,0,-473,0,72,467
28,43,0,0,-482,0,72,-482
29,4,0,1,421,0,72,421
30,95,0,1,461,0,72,-446
32,35,0,1,403,0,72,403
33,92,0,0,-485,0,72,-451
34,95,0,0,-405,0,72,-426
35,2,0,0,-475,0,72,-475
36,42,0,0,-443,0,72,-433
37,94,0,0,-483,0,72,466
38,95,0,0,-485,0,72,-411
40,51,0,0,-410,0,72,-410
41,37,0,1,432,0,72,433
42,65,0,1,430,0,72,430
43,41,0,1,427,0,72,427
44,74,0,0,-495,0,72,-416
46,44,0,1,432,0,72,430
47,20,0,0,-500,0,72,-500
48,14,0,1,436,0,72,436
1,18,6,1,426,1,72,445
2,95,6,1,464,1,72,-453
3,82,6,0,-472,1,72,-475
4,70,6,0,-437,1,72,-443
5,70,6,1,482,1,72,457
7,11,6,0,-425,1,72,-425
8,93,6,0,-472,1,72,-472
9,25,6,1,468,1,72,482
11,60,6,1,439,1,72,439
12,64,6,1,463,1,72,497
13,90,6,1,429,1,72,-424
14,71,6,0,-421,1,72,-421
15,32,6,1,491,1,72,491
17,57,6,1,439,1,72,439
18,58,6,0,-426,1,72,-436
19,40,6,0,-418,1,72,-418
20,20,6,0,-413,1,72,409
21,69,6,1,483,1,72,484
22,40,6,0,-466,1,72,-466
24,59,6,0,-432,1,72,-408
25,58,6,0,-497,1,72,-426
27,18,6,1,461,1,72,423
28,33,6,0,-481,1,72,-481
29,82,6,0,-477,1,72,-477
30,59,6,1,484,1,72,403
32,16,6,0,-475,1,72,-475
33,89,6,0,-476,1,72,-485
34,15,6,1,493,1,72,493
35,21,6,0,-480,1,72,-480
36,29,6,0,-446,1,72,-446
37,83,6,0,-492,1,72,475
38,75,6,1,494,1,72,494
40,28,6,0,-440,1,72,-440
41,82,6,0,-460,1,72,438
42,74,6,1,488,1,72,468
43,24,6,1,407,1,72,407
44,71,6,0,-401,1,72,473
46,13,6,0,-452,1,72,-452
47,35,6,0,-407,1,72,-470
48,55,6,0,-474,1,72,485
1,1,0,0,-440,0,73,-440
2,26,0,0,-447,0,73,-447
3,46,0,1,404,0,73,445
4,23,0,1,424,0,73,424
5,75,0,0,-439,0,73,-495
7,77,0,0,-464,0,73,-404
8,92,0,1,437,0,73,486
9,7,0,1,441,0,73,441
11,37,0,0,-405,0,73,400
12,24,0,0,-462,0,73,-462
13,76,0,1,453,0,73,476
14,94,0,0,-412,0,73,-412
15,64,0,0,-463,0,73,-452
17,63,0,1,443,0,73,-427
18,55,0,1,487,0,73,487
19,71,0,1,429,0,73,429
20,79,0,0,-487,0,73,-430
21,5,0,0,-491,0,73,-491
22,19,0,0,-475,0,73,-475
24,6,0,1,406,0,73,406
25,39,0,0,-454,0,73,-454
27,92,0,1,497,0,73,-488
28,87,0,0,-482,0,73,403
29,3,0,1,477,0,73,477
30,76,0,1,467,0,73,475
32,59,0,1,454,0,73,454
33,90,0,1,418,0,73,418
34,63,0,0,-438,0,73,-426
35,90,0,0,-404,0,73,-491
36,39,0,1,428,0,73,-470
37,21,0,1,495,0,73,495
38,84,0,1,485,0,73,485
40,7,0,0,-457,0,73,-478
41,40,0,1,476,0,73,476
42,34,0,1,470,0,73,470
43,57,0,0,-451,0,73,488
44,33,0,1,491,0,73,491
46,35,0,0,-420,0,73,-420
47,21,0,1,498,0,73,498
48,91,0,1,472,0,73,406
1,55,2,0,-462,1,73,-462
2,7,0,1,458,1,73,458
3,19,1,0,-404,1,73,-404
4,66,5,1,457,1,73,443
5,7,0,1,497,1,73,497
7,91,5,0,-483,1,73,478
8,21,6,1,500,1,73,500
9,59,3,1,405,1,73,405
11,88,2,0,-451,1,73,-478
12,37,2,0,-425,1,73,-425
13,58,6,1,439,1,73,436
