n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,ID,mc_model
35,25,0,1,410,1,12,410
36,86,3,0,-457,1,12,-457
37,85,4,0,-443,1,12,-415
38,86,0,1,413,1,12,-499
40,80,0,0,-445,1,12,492
41,79,1,0,-483,1,12,-483
42,10,1,0,-418,1,12,-418
43,32,4,0,-480,1,12,-414
44,27,4,1,414,1,12,414
46,29,5,1,491,1,12,491
47,67,0,1,401,1,12,401
48,67,0,1,476,1,12,-460
1,69,1,0,-494,0,13,-430
2,22,6,0,-498,0,13,-498
3,58,5,1,441,0,13,439
4,48,3,0,-416,0,13,-439
5,95,0,1,464,0,13,-453
7,76,6,0,-428,0,13,-428
8,53,5,1,413,0,13,423
9,63,0,0,-452,0,13,458
11,21,6,1,479,0,13,479
12,6,6,0,-493,0,13,-493
13,45,6,1,469,0,13,469
14,4,6,1,458,0,13,458
15,96,6,1,495,0,13,495
17,73,0,0,-412,0,13,436
18,83,0,1,464,0,13,-447
19,44,6,0,-428,0,13,-428
20,74,6,0,-465,0,13,-465
21,28,6,0,-464,0,13,-464
22,85,3,1,479,0,13,431
24,69,0,0,-443,0,13,453
25,14,6,0,-410,0,13,-410
27,39,0,1,450,0,13,-485
28,3,6,0,-419,0,13,-419
29,83,0,0,-460,0,13,406
30,68,2,1,419,0,13,472
32,21,6,1,500,0,13,500
33,47,4,1,443,0,13,425
34,64,0,0,-414,0,13,450
35,5,6,1,422,0,13,422
36,95,0,0,-493,0,13,402
37,89,0,1,408,0,13,-414
38,49,0,0,-462,0,13,463
40,65,6,0,-401,0,13,-401
41,9,6,1,438,0,13,438
42,53,6,0,-463,0,13,-463
43,18,6,0,-400,0,13,-400
44,24,6,1,483,0,13,483
46,95,5,0,-443,0,13,-459
47,57,6,1,445,0,13,445
48,2,6,0,-498,0,13,-498
1,29,6,0,-440,1,13,-440
2,60,6,0,-455,1,13,-455
3,27,6,0,-441,1,13,-441
4,98,6,0,-472,1,13,471
5,13,6,0,-446,1,13,-446
7,50,6,0,-478,1,13,405
8,80,6,1,446,1,13,446
9,70,6,1,416,1,13,-463
11,45,6,1,482,1,13,482
12,33,6,0,-445,1,13,-484
13,40,6,0,-474,1,13,-474
14,53,6,0,-414,1,13,442
15,77,6,0,-432,1,13,408
17,49,6,0,-473,1,13,496
18,16,6,1,495,1,13,495
19,30,6,1,422,1,13,422
20,63,6,0,-400,1,13,-400
21,25,6,0,-451,1,13,-451
22,62,6,0,-500,1,13,-459
24,34,6,0,-420,1,13,-420
25,42,6,1,454,1,13,454
27,74,6,0,-407,1,13,-419
28,8,6,1,459,1,13,459
29,63,6,0,-426,1,13,-458
30,13,6,0,-429,1,13,-429
32,21,6,1,441,1,13,441
33,44,6,1,416,1,13,416
34,33,6,0,-483,1,13,-483
35,2,6,1,464,1,13,464
36,72,6,0,-461,1,13,436
37,69,6,0,-486,1,13,-430
38,23,6,1,403,1,13,450
40,10,6,1,482,1,13,482
41,90,6,1,415,1,13,446
42,61,6,0,-482,1,13,-482
43,41,6,1,424,1,13,488
44,79,6,1,477,1,13,477
46,81,6,1,414,1,13,-433
47,41,6,1,476,1,13,476
48,36,6,1,422,1,13,422
1,22,3,1,420,0,14,420
2,47,2,0,-472,0,14,-472
3,9,2,0,-468,0,14,-468
4,48,2,1,500,0,14,500
5,82,6,1,494,0,14,-483
7,60,3,0,-419,0,14,-419
8,77,3,0,-481,0,14,-498
9,80,3,1,471,0,14,477
11,38,3,0,-478,0,14,-496
12,64,3,0,-462,0,14,-413
13,96,6,1,474,0,14,420
14,63,5,1,475,0,14,-406
15,65,5,1,450,0,14,450
17,65,2,0,-439,0,14,-465
18,55,2,1,433,0,14,433
19,11,1,0,-482,0,14,-482
20,16,1,1,486,0,14,486
21,24,1,1,428,0,14,428
22,76,3,0,-424,0,14,-442
24,38,2,0,-454,0,14,-454
25,3,1,1,481,0,14,481
27,63,3,1,454,0,14,454
28,98,5,0,-497,0,14,-454
29,82,3,0,-418,0,14,-418
30,51,2,1,464,0,14,464
32,92,4,1,433,0,14,471
33,8,1,0,-417,0,14,-417
34,9,1,1,442,0,14,442
35,85,5,1,433,0,14,-409
36,15,1,0,-444,0,14,-444
37,56,3,1,467,0,14,440
38,5,1,0,-483,0,14,-483
40,90,4,1,433,0,14,433
41,44,3,0,-411,0,14,-411
42,6,1,0,-424,0,14,-424
43,52,1,1,500,0,14,500
44,59,5,1,470,0,14,-472
46,52,3,1,451,0,14,451
47,46,6,1,478,0,14,-492
48,29,2,1,424,0,14,499
1,87,6,0,-407,1,14,-446
2,73,6,0,-413,1,14,400
3,23,6,0,-459,1,14,465
4,54,6,0,-476,1,14,-483
5,17,4,1,485,1,14,485
7,84,6,1,477,1,14,-481
8,62,5,1,492,1,14,492
9,27,4,1,475,1,14,475
11,34,4,1,499,1,14,436
12,19,4,1,500,1,14,439
13,57,6,1,449,1,14,449
14,11,6,0,-481,1,14,409
15,11,4,1,430,1,14,430
17,28,5,0,-475,1,14,-475
18,42,6,1,486,1,14,-427
19,88,6,0,-452,1,14,-472
20,96,6,0,-424,1,14,413
21,25,6,0,-477,1,14,447
22,66,6,0,-462,1,14,-479
24,10,3,0,-482,1,14,-482
25,85,6,0,-405,1,14,441
27,94,6,0,-447,1,14,-490
28,23,4,0,-417,1,14,-417
29,95,6,1,418,1,14,-451
30,60,6,0,-469,1,14,-406
32,34,5,0,-488,1,14,-488
33,28,6,0,-466,1,14,433
34,58,5,0,-448,1,14,-438
35,30,6,0,-420,1,14,471
36,14,3,0,-458,1,14,-458
37,45,6,0,-464,1,14,-406
38,79,6,1,439,1,14,439
40,98,6,0,-424,1,14,445
41,23,4,1,436,1,14,491
42,20,3,1,459,1,14,459
43,20,6,0,-400,1,14,461
44,27,4,0,-424,1,14,-424
46,91,6,1,429,1,14,-435
47,2,2,1,498,1,14,498
48,22,4,1,405,1,14,405
1,4,2,0,-435,0,15,-435
2,37,2,0,-473,0,15,-473
3,52,3,0,-431,0,15,-499
4,12,4,1,409,0,15,409
5,38,4,1,422,0,15,484
7,89,4,1,420,0,15,469
8,85,4,1,480,0,15,402
9,30,4,1,499,0,15,499
11,15,4,0,-477,0,15,481
12,58,2,0,-421,0,15,-421
13,38,2,0,-468,0,15,-468
14,23,4,1,435,0,15,435
15,9,2,0,-461,0,15,-461
17,69,5,0,-418,0,15,438
18,35,3,0,-442,0,15,-442
19,17,3,0,-481,0,15,-481
20,77,2,1,406,0,15,-459
21,98,2,1,444,0,15,-461
22,93,5,0,-407,0,15,444
24,88,4,1,444,0,15,400
25,43,4,1,435,0,15,435
27,25,4,1,469,0,15,469
28,15,4,1,489,0,15,489
29,13,4,1,486,0,15,486
30,60,4,1,466,0,15,466
32,73,5,0,-435,0,15,492
33,16,4,1,407,0,15,407
34,72,4,1,491,0,15,491
35,68,2,0,-429,0,15,-429
36,81,3,0,-422,0,15,-445
37,23,2,0,-461,0,15,-461
38,48,2,0,-451,0,15,-405
40,41,5,0,-419,0,15,424
41,21,3,0,-482,0,15,-482
42,94,3,0,-422,0,15,-428
43,50,2,0,-444,0,15,-444
44,78,3,0,-406,0,15,-406
46,77,5,1,435,0,15,-496
47,92,2,0,-500,0,15,-493
48,17,4,1,458,0,15,458
1,58,6,0,-456,1,15,-456
2,47,6,0,-432,1,15,450
3,29,3,1,436,1,15,436
4,23,3,1,432,1,15,432
5,70,6,0,-459,1,15,-466
7,15,5,0,-434,1,15,-434
8,87,6,0,-410,1,15,-478
9,10,4,0,-454,1,15,-454
11,42,4,1,410,1,15,444
12,41,5,0,-487,1,15,-477
13,69,5,0,-473,1,15,-473
14,73,6,0,-411,1,15,466
15,76,6,0,-423,1,15,471
17,46,4,0,-474,1,15,-474
18,41,4,0,-446,1,15,-446
19,75,5,0,-452,1,15,471
20,2,6,1,422,1,15,-483
21,32,3,1,455,1,15,455
22,8,2,1,480,1,15,480
24,97,6,1,448,1,15,-407
25,35,3,1,498,1,15,498
27,61,4,1,497,1,15,497
28,14,3,1,460,1,15,460
29,12,6,0,-406,1,15,405
30,79,4,1,461,1,15,461
32,10,4,0,-467,1,15,-467
33,76,6,1,497,1,15,-408
34,21,4,0,-486,1,15,-486
35,9,3,1,497,1,15,497
36,26,3,1,415,1,15,415
37,51,4,0,-438,1,15,-438
38,73,4,1,448,1,15,448
40,76,4,1,407,1,15,449
41,5,6,0,-431,1,15,416
42,25,3,1,498,1,15,498
43,73,6,1,418,1,15,-471
44,39,5,0,-493,1,15,-476
46,32,3,1,472,1,15,472
47,90,5,0,-416,1,15,-405
48,51,5,1,403,1,15,-448
1,37,0,1,471,0,16,471
2,5,0,0,-441,0,16,-498
3,52,0,0,-444,0,16,-424
4,80,0,0,-401,0,16,453
5,1,0,0,-453,0,16,-453
7,35,0,1,476,0,16,476
8,25,0,1,460,0,16,460
9,91,0,0,-461,0,16,-474
11,2,0,0,-415,0,16,-415
12,50,0,0,-407,0,16,-407
13,94,0,0,-486,0,16,-445
14,43,0,0,-410,0,16,-431
15,81,6,0,-440,0,16,487
17,33,0,1,445,0,16,445
18,50,0,1,488,0,16,-487
19,39,0,0,-484,0,16,-484
20,68,0,0,-459,0,16,462
21,83,0,1,421,0,16,446
22,11,0,1,473,0,16,473
24,15,0,1,470,0,16,470
25,4,0,0,-400,0,16,-488
27,60,0,0,-490,0,16,481
28,31,0,1,493,0,16,498
29,15,0,1,477,0,16,477
30,53,0,0,-441,0,16,-441
32,9,0,1,439,0,16,439
33,68,0,1,454,0,16,-470
34,5,0,0,-409,0,16,-409
35,51,0,0,-457,0,16,-457
36,78,0,0,-410,0,16,-410
37,30,0,1,405,0,16,405
38,41,0,1,468,0,16,468
40,73,0,0,-462,0,16,-462
41,77,0,0,-405,0,16,-455
42,74,0,1,402,0,16,472
43,66,0,0,-451,0,16,435
44,80,0,0,-490,0,16,428
46,37,0,1,460,0,16,463
47,83,6,0,-489,0,16,439
48,23,0,0,-459,0,16,-459
1,62,6,0,-422,1,16,408
2,49,6,0,-474,1,16,435
3,30,4,1,465,1,16,465
4,48,5,0,-454,1,16,-454
5,31,3,0,-448,1,16,-448
7,60,5,1,409,1,16,451
8,37,5,0,-469,1,16,-469
9,62,6,0,-458,1,16,-401
11,11,4,1,419,1,16,419
12,78,6,1,429,1,16,465
13,1,2,0,-475,1,16,-475
14,24,3,0,-438,1,16,-438
15,70,6,1,454,1,16,454
17,70,4,0,-436,1,16,-436
18,53,6,1,455,1,16,500
19,79,6,1,477,1,16,477
20,91,6,1,474,1,16,485
21,6,2,0,-425,1,16,-425
22,7,3,1,463,1,16,463
24,10,4,1,486,1,16,486
25,92,6,0,-427,1,16,453
27,69,4,0,-466,1,16,-439
28,4,3,0,-426,1,16,-426
29,4,6,1,409,1,16,409
30,24,5,1,461,1,16,461
32,65,6,0,-414,1,16,-460
33,68,5,1,473,1,16,473
34,58,6,1,418,1,16,500
35,44,6,1,487,1,16,487
36,19,6,1,470,1,16,470
37,54,4,0,-482,1,16,-482
38,15,6,0,-404,1,16,479
40,55,4,1,429,1,16,-409
41,2,5,0,-419,1,16,-419
42,76,4,0,-481,1,16,-438
43,87,5,0,-458,1,16,-422
44,63,4,0,-428,1,16,-428
46,27,5,0,-449,1,16,-449
47,96,6,1,457,1,16,-435
48,50,5,1,476,1,16,476
1,31,4,1,456,0,17,456
2,20,1,0,-479,0,17,-479
3,78,4,0,-411,0,17,498
4,51,5,0,-462,0,17,454
5,59,2,1,401,0,17,401
7,84,3,0,-422,0,17,-424
8,62,3,0,-476,0,17,-476
9,84,4,1,417,0,17,-408
11,71,1,0,-491,0,17,-491
12,56,2,1,436,0,17,436
13,81,4,0,-443,0,17,407
14,63,1,0,-445,0,17,-445
15,85,6,0,-498,0,17,466
17,22,1,0,-428,0,17,-428
18,37,2,0,-414,0,17,-414
19,20,2,0,-423,0,17,-423
20,91,6,1,469,0,17,-448
21,5,1,1,479,0,17,479
22,85,6,1,470,0,17,-465
24,48,2,1,475,0,17,475
25,43,2,1,454,0,17,454
27,55,2,1,469,0,17,465
28,24,2,0,-491,0,17,-491
29,47,2,0,-458,0,17,-458
30,20,2,0,-453,0,17,-453
32,39,2,0,-490,0,17,-490
33,28,6,0,-409,0,17,466
34,9,1,1,434,0,17,434
35,5,1,1,465,0,17,465
36,10,1,0,-472,0,17,-472
37,50,2,0,-419,0,17,-419
38,49,2,0,-412,0,17,-407
40,88,6,0,-454,0,17,424
41,84,2,0,-491,0,17,-491
42,42,2,0,-437,0,17,-437
43,56,6,0,-413,0,17,432
44,85,6,1,450,0,17,464
46,4,1,1,454,0,17,454
47,96,6,1,409,0,17,443
48,68,5,0,-456,0,17,-456
1,7,5,0,-475,1,17,-475
2,15,5,0,-442,1,17,-444
3,26,5,0,-475,1,17,-475
4,37,5,1,408,1,17,408
5,48,5,0,-472,1,17,-472
7,64,6,1,402,1,17,429
8,97,6,0,-481,1,17,-484
9,76,5,0,-480,1,17,-480
11,41,5,1,441,1,17,441
12,26,6,0,-471,1,17,-438
13,39,5,1,471,1,17,471
14,86,5,1,419,1,17,416
15,11,5,0,-486,1,17,-486
17,59,5,0,-414,1,17,-414
18,9,3,1,462,1,17,462
19,86,6,1,482,1,17,-496
20,53,5,1,432,1,17,419
21,26,4,0,-471,1,17,-471
22,6,2,0,-490,1,17,-490
24,65,6,1,451,1,17,406
25,85,6,1,427,1,17,-427
27,65,5,1,478,1,17,478
28,46,4,0,-493,1,17,-493
29,56,5,0,-465,1,17,-465
30,45,4,1,478,1,17,478
32,7,2,1,457,1,17,457
33,89,6,1,484,1,17,-485
34,91,6,1,461,1,17,476
35,43,5,1,403,1,17,475
36,49,6,1,446,1,17,-483
37,80,5,0,-405,1,17,-405
38,84,6,0,-463,1,17,411
40,7,2,0,-457,1,17,-457
41,83,5,1,416,1,17,416
42,5,1,1,491,1,17,491
43,92,6,0,-403,1,17,-431
44,24,3,1,496,1,17,496
46,64,6,1,497,1,17,-447
47,6,1,0,-434,1,17,-434
48,11,2,1,408,1,17,408
1,89,0,1,468,0,18,-430
2,87,0,1,484,0,18,484
3,99,0,1,433,0,18,448
4,23,0,0,-473,0,18,-473
5,95,0,0,-402,0,18,491
7,28,0,1,471,0,18,471
8,68,0,1,404,0,18,500
9,9,0,1,416,0,18,-409
11,15,0,0,-410,0,18,-410
12,78,0,0,-413,0,18,-413
13,85,0,0,-429,0,18,461
14,78,0,1,483,0,18,453
15,82,0,0,-437,0,18,-467
17,28,0,0,-451,0,18,-451
18,47,0,1,441,0,18,441
19,78,0,0,-449,0,18,-451
20,34,0,1,448,0,18,448
21,68,0,1,465,0,18,442
22,2,0,1,408,0,18,408
24,88,0,1,402,0,18,-438
25,56,0,0,-460,0,18,-460
27,74,0,0,-462,0,18,436
28,77,0,1,494,0,18,-425
29,38,0,0,-477,0,18,458
30,71,0,1,457,0,18,457
32,17,0,1,470,0,18,470
33,42,0,1,453,0,18,453
34,78,0,0,-470,0,18,-470
35,74,0,1,401,0,18,401
36,55,0,1,463,0,18,463
37,78,0,1,491,0,18,-432
38,2,0,0,-491,0,18,-491
40,30,0,0,-430,0,18,-430
41,92,0,0,-462,0,18,-462
42,39,0,0,-411,0,18,-411
43,35,0,0,-492,0,18,-492
44,13,0,1,490,0,18,-490
46,8,0,0,-415,0,18,-415
47,58,0,1,415,0,18,415
48,86,0,1,452,0,18,442
1,14,0,0,-483,1,18,-483
2,98,0,0,-461,1,18,-433
3,31,0,1,486,1,18,486
4,81,0,1,462,1,18,462
5,12,0,0,-436,1,18,-436
7,2,0,0,-418,1,18,-418
8,37,0,1,402,1,18,444
9,4,0,1,443,1,18,443
11,89,0,1,474,1,18,422
12,30,0,0,-449,1,18,-449
13,47,0,0,-404,1,18,-499
14,92,0,1,442,1,18,400
15,94,0,1,421,1,18,-429
17,97,0,1,482,1,18,467
18,94,0,1,483,1,18,-470
19,89,0,0,-471,1,18,-423
20,41,0,0,-462,1,18,-462
21,25,0,1,407,1,18,403
22,62,0,0,-450,1,18,-450
24,55,0,1,425,1,18,482
25,56,0,0,-418,1,18,-475
27,29,0,1,464,1,18,464
28,79,0,0,-476,1,18,-443
29,6,0,0,-423,1,18,-423
30,9,0,0,-413,1,18,-413
32,52,0,0,-486,1,18,-486
33,37,0,0,-440,1,18,-440
34,69,0,0,-419,1,18,-419
35,94,0,1,441,1,18,417
36,31,0,0,-492,1,18,470
37,30,0,0,-496,1,18,-496
38,24,0,0,-466,1,18,451
40,64,0,1,416,1,18,416
41,62,0,0,-485,1,18,-485
42,15,0,1,478,1,18,478
43,43,0,1,479,1,18,471
44,30,0,1,442,1,18,466
46,74,0,1,432,1,18,410
47,66,0,0,-428,1,18,-428
48,90,0,1,476,1,18,-464
1,65,2,1,409,0,19,469
2,3,1,0,-433,0,19,-433
3,32,4,0,-439,0,19,491
4,6,1,1,494,0,19,494
5,95,4,1,455,0,19,-449
7,31,4,1,421,0,19,-449
8,86,3,0,-414,0,19,-459
9,98,3,0,-459,0,19,404
11,86,2,1,415,0,19,479
12,97,3,1,497,0,19,446
13,65,4,0,-433,0,19,400
14,80,2,1,463,0,19,451
15,4,1,1,411,0,19,411
17,45,2,1,447,0,19,434
18,71,4,1,427,0,19,-415
19,50,3,0,-478,0,19,-478
20,23,1,1,414,0,19,414
21,59,4,1,481,0,19,-429
22,98,4,0,-428,0,19,451
24,15,2,0,-407,0,19,-407
25,18,1,1,486,0,19,486
27,15,2,1,458,0,19,458
28,38,2,1,485,0,19,407
29,37,2,0,-445,0,19,-445
30,40,4,1,443,0,19,-472
32,63,4,1,432,0,19,-461
33,1,1,0,-500,0,19,-500
34,99,3,1,423,0,19,473
35,72,4,1,478,0,19,-469
36,85,4,1,407,0,19,-463
37,12,1,0,-443,0,19,-443
38,94,4,1,447,0,19,-470
40,57,4,1,456,0,19,-500
41,74,2,0,-406,0,19,-429
42,89,4,1,432,0,19,-482
43,41,4,1,500,0,19,-416
44,10,1,0,-469,0,19,-469
46,2,1,1,426,0,19,426
47,15,2,0,-499,0,19,-499
48,64,3,0,-401,0,19,402
1,2,4,0,-493,1,19,-493
2,23,5,0,-402,1,19,-402
3,77,6,0,-452,1,19,-452
4,12,4,1,454,1,19,454
5,11,4,1,427,1,19,427
7,65,5,0,-446,1,19,437
8,77,5,1,447,1,19,497
9,41,5,0,-401,1,19,-401
11,55,5,1,444,1,19,496
12,31,4,1,462,1,19,462
13,79,5,0,-452,1,19,-408
14,3,4,0,-468,1,19,-468
15,95,6,0,-497,1,19,471
17,76,6,0,-494,1,19,466
18,56,4,1,457,1,19,441
19,51,5,0,-453,1,19,418
20,31,4,1,486,1,19,486
21,87,4,0,-459,1,19,-449
22,61,5,0,-425,1,19,-489
24,65,4,1,485,1,19,470
25,54,6,1,414,1,19,-416
27,20,4,1,485,1,19,485
28,96,5,1,443,1,19,460
29,63,5,0,-470,1,19,-470
30,82,6,0,-444,1,19,427
32,60,5,0,-497,1,19,-425
33,69,5,0,-480,1,19,472
34,2,4,0,-414,1,19,-414
35,17,4,1,460,1,19,460
36,60,5,0,-479,1,19,-479
37,85,6,1,412,1,19,-489
38,86,5,0,-418,1,19,-482
40,54,4,1,442,1,19,442
41,4,6,1,482,1,19,-411
42,60,6,1,418,1,19,-499
43,82,5,1,439,1,19,450
44,53,4,1,425,1,19,474
46,44,4,1,421,1,19,431
47,43,6,1,500,1,19,-429
48,11,4,0,-493,1,19,-493
1,42,5,1,475,0,20,475
2,52,5,0,-434,0,20,-434
3,64,6,0,-470,0,20,488
4,69,5,0,-427,0,20,-499
5,70,4,0,-403,0,20,-403
7,54,6,0,-468,0,20,428
8,92,4,0,-467,0,20,-495
9,91,4,1,402,0,20,472
11,8,4,0,-478,0,20,-478
12,4,4,0,-439,0,20,-439
13,50,4,0,-469,0,20,-469
14,28,6,1,412,0,20,-449
15,89,4,0,-459,0,20,-459
17,41,4,0,-437,0,20,-487
18,56,4,1,457,0,20,457
19,98,4,1,444,0,20,427
20,17,4,0,-412,0,20,-412
21,60,4,1,430,0,20,430
22,98,6,1,496,0,20,-481
24,11,4,0,-441,0,20,-441
25,47,4,1,401,0,20,401
27,71,6,1,479,0,20,-481
28,5,4,0,-491,0,20,-491
29,95,4,1,448,0,20,475
30,26,4,0,-447,0,20,-447
32,76,4,0,-494,0,20,-494
33,1,4,1,442,0,20,442
34,94,5,0,-500,0,20,446
35,90,4,1,409,0,20,445
36,60,4,0,-431,0,20,-431
37,59,4,1,481,0,20,412
38,83,4,0,-435,0,20,-405
40,29,4,0,-439,0,20,-443
41,48,4,0,-438,0,20,484
42,89,4,0,-470,0,20,-470
43,1,4,0,-433,0,20,-433
44,70,6,1,499,0,20,-455
46,91,4,0,-471,0,20,434
47,6,4,1,474,0,20,474
48,41,4,0,-478,0,20,-478
1,48,6,1,429,1,20,-485
2,93,6,1,410,1,20,-447
3,78,5,0,-400,1,20,-400
4,67,5,0,-490,1,20,-490
5,77,5,0,-401,1,20,463
7,70,5,0,-493,1,20,-488
8,56,6,0,-435,1,20,427
9,99,6,1,420,1,20,-449
11,48,5,1,489,1,20,489
12,98,6,1,411,1,20,443
13,32,5,1,425,1,20,425
14,76,6,1,480,1,20,-437
15,67,6,0,-446,1,20,-494
17,4,5,0,-400,1,20,-400
18,4,5,1,420,1,20,420
19,71,6,1,494,1,20,-498
20,28,5,0,-487,1,20,-487
21,15,5,0,-437,1,20,-437
22,61,6,0,-499,1,20,433
24,77,6,0,-444,1,20,449
25,23,6,1,490,1,20,-446
27,27,5,1,475,1,20,475
28,90,5,0,-424,1,20,-401
29,97,6,1,465,1,20,-416
30,32,5,1,440,1,20,432
32,5,5,0,-498,1,20,-498
33,8,5,1,423,1,20,423
34,94,6,0,-439,1,20,440
35,33,5,0,-492,1,20,-492
36,36,5,1,496,1,20,496
37,23,5,0,-496,1,20,-496
38,66,5,1,497,1,20,497
40,94,6,1,424,1,20,-491
41,99,6,0,-432,1,20,461
42,63,5,0,-464,1,20,-449
43,82,6,0,-433,1,20,419
44,14,4,0,-436,1,20,-436
46,48,4,0,-448,1,20,-448
47,55,5,1,481,1,20,481
48,68,5,0,-444,1,20,-444
1,64,4,1,425,0,21,451
2,31,4,0,-441,0,21,-441
3,20,5,0,-465,0,21,417
4,77,4,0,-479,0,21,-433
5,29,4,0,-473,0,21,-413
7,36,3,1,434,0,21,434
8,82,5,0,-407,0,21,478
9,86,5,1,431,0,21,-480
11,85,4,0,-416,0,21,-462
12,25,4,0,-403,0,21,-403
13,55,4,1,416,0,21,-476
14,82,4,0,-472,0,21,-441
15,72,4,0,-436,0,21,-420
17,29,4,1,453,0,21,423
18,49,5,1,412,0,21,-440
19,81,4,0,-442,0,21,-442
20,82,4,0,-417,0,21,-444
21,18,3,1,422,0,21,422
22,73,5,0,-449,0,21,477
24,71,5,1,433,0,21,-465
25,44,3,0,-422,0,21,-422
27,71,3,1,432,0,21,-426
28,59,3,0,-416,0,21,-416
29,73,4,1,454,0,21,454
30,38,4,1,492,0,21,-472
32,66,3,0,-460,0,21,-450
33,99,6,1,421,0,21,479
34,74,6,1,469,0,21,-498
35,42,4,1,436,0,21,436
36,91,6,0,-402,0,21,456
37,37,5,0,-449,0,21,480
38,77,4,0,-430,0,21,-430
40,58,4,0,-451,0,21,439
41,42,4,0,-409,0,21,-409
42,23,4,0,-472,0,21,-472
43,40,4,1,483,0,21,483
44,76,3,1,437,0,21,478
46,40,4,1,482,0,21,482
47,85,6,0,-445,0,21,484
48,55,3,0,-451,0,21,-451
1,62,4,0,-400,1,21,-407
2,82,6,0,-478,1,21,457
3,26,3,0,-441,1,21,-441
4,20,3,1,443,1,21,443
5,60,6,0,-472,1,21,429
7,95,5,1,423,1,21,-453
8,31,3,1,476,1,21,476
9,6,4,0,-479,1,21,-400
11,58,5,1,459,1,21,480
12,64,5,1,439,1,21,-421
13,84,4,0,-409,1,21,-476
14,31,5,1,413,1,21,-479
15,65,4,0,-437,1,21,-437
17,13,4,0,-421,1,21,491
18,66,6,1,416,1,21,-419
19,92,4,0,-432,1,21,-460
20,40,3,0,-404,1,21,-404
21,24,4,1,468,1,21,485
22,53,4,1,490,1,21,-423
24,42,4,1,415,1,21,415
25,56,4,1,436,1,21,-490
27,40,4,1,423,1,21,423
28,17,3,0,-494,1,21,-494
29,87,4,1,461,1,21,465
30,77,5,1,499,1,21,-440
32,92,5,0,-489,1,21,479
33,27,3,0,-416,1,21,-416
34,40,4,1,415,1,21,415
35,35,4,1,407,1,21,407
36,81,4,1,419,1,21,419
37,45,4,1,498,1,21,498
38,24,3,0,-406,1,21,-406
40,15,4,1,462,1,21,462
41,92,4,1,494,1,21,494
42,5,4,0,-499,1,21,-499
43,59,4,0,-466,1,21,-466
44,59,4,1,465,1,21,-466
46,68,3,0,-460,1,21,-460
47,12,4,1,438,1,21,438
48,22,4,1,478,1,21,424
1,87,6,0,-474,0,22,476
2,87,6,1,498,0,22,498
3,53,6,1,419,0,22,419
4,50,6,0,-419,0,22,-419
5,41,6,0,-468,0,22,-468
7,36,6,1,421,0,22,-458
8,21,6,1,441,0,22,441
9,35,6,0,-498,0,22,-498
11,9,6,1,491,0,22,491
12,46,6,1,453,0,22,453
13,98,6,1,438,0,22,-456
14,59,6,0,-433,0,22,-433
15,29,6,1,467,0,22,-498
17,19,6,0,-406,0,22,-406
18,26,6,0,-403,0,22,-403
19,87,6,1,457,0,22,418
20,72,6,0,-461,0,22,-461
21,56,6,1,410,0,22,410
22,55,6,0,-483,0,22,-483
24,27,6,1,426,0,22,426
25,46,6,1,426,0,22,426
27,67,6,1,488,0,22,437
28,21,6,0,-453,0,22,-453
29,14,6,1,479,0,22,479
30,22,6,0,-492,0,22,-492
32,74,6,0,-418,0,22,-477
33,20,6,1,449,0,22,449
34,36,6,0,-400,0,22,-400
35,79,6,0,-497,0,22,-439
36,57,6,1,434,0,22,496
37,64,6,1,496,0,22,-414
38,10,6,0,-490,0,22,-490
40,27,6,1,427,0,22,427
41,47,6,1,415,0,22,415
42,78,6,0,-452,0,22,475
43,58,6,0,-404,0,22,-404
44,64,6,1,439,0,22,499
46,99,6,0,-431,0,22,-442
47,73,6,0,-447,0,22,-444
48,4,6,0,-445,0,22,-445
1,29,6,1,400,1,22,400
2,87,6,1,460,1,22,-447
3,82,6,0,-431,1,22,428
4,92,6,0,-496,1,22,439
5,80,6,0,-408,1,22,-408
7,58,6,1,419,1,22,419
8,25,6,1,486,1,22,400
9,64,6,0,-412,1,22,465
11,73,6,0,-490,1,22,-490
12,13,6,0,-470,1,22,487
13,6,6,1,428,1,22,428
14,33,6,0,-455,1,22,-400
15,56,6,1,447,1,22,447
17,70,6,1,471,1,22,-468
18,17,6,0,-401,1,22,-401
19,40,6,1,486,1,22,468
20,29,6,0,-435,1,22,-435
21,2,6,0,-477,1,22,-477
22,48,6,1,493,1,22,-494
24,54,6,0,-414,1,22,439
25,90,6,1,487,1,22,-472
27,41,6,0,-438,1,22,-438
28,45,6,0,-440,1,22,-410
29,87,6,1,425,1,22,400
30,27,6,0,-452,1,22,432
32,66,6,1,422,1,22,-459
33,21,6,0,-470,1,22,-470
34,95,6,0,-480,1,22,-414
35,5,6,1,424,1,22,424
36,83,6,0,-471,1,22,403
37,53,6,0,-405,1,22,-443
38,15,6,1,486,1,22,454
40,68,6,0,-486,1,22,437
41,17,6,0,-478,1,22,-478
42,86,6,0,-491,1,22,-461
43,55,6,0,-407,1,22,-453
44,30,6,0,-449,1,22,-449
46,37,6,1,497,1,22,497
47,95,6,0,-472,1,22,-464
48,48,6,1,479,1,22,479
1,99,1,1,400,0,23,454
2,28,5,1,418,0,23,418
3,48,4,1,455,0,23,455
4,92,4,1,460,0,23,401
5,8,6,0,-425,0,23,-425
7,47,6,0,-471,0,23,415
8,68,4,0,-489,0,23,-408
