n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,Predicted_MC
3,59,3,1,470,0,2,4,57,470
4,73,4,0,-418,0,2,4,57,-418
5,83,4,1,-414,0,2,4,57,402
7,60,5,0,-410,0,2,4,57,-490
8,67,3,0,-447,0,2,4,57,-447
9,38,4,1,437,0,2,4,57,437
11,96,2,1,496,0,2,4,57,436
12,91,4,1,-459,0,2,4,57,420
13,6,5,1,465,0,2,4,57,465
14,10,3,0,-426,0,2,4,57,-426
15,21,3,1,-418,0,2,4,57,444
17,92,4,0,-419,0,2,4,57,-406
18,68,3,1,-452,0,2,4,57,484
19,96,3,0,475,0,2,4,57,-457
20,81,3,0,-457,0,2,4,57,-457
21,37,3,0,-404,0,2,4,57,-404
22,92,3,0,-411,0,2,4,57,-475
24,1,4,1,444,0,2,4,57,444
25,30,4,1,493,0,2,4,57,493
27,89,5,1,-413,0,2,4,57,402
28,5,5,1,472,0,2,4,57,472
29,1,4,1,428,0,2,4,57,428
30,47,4,1,420,0,2,4,57,420
32,64,4,1,436,0,2,4,57,436
33,3,3,1,445,0,2,4,57,445
34,68,3,1,-474,0,2,4,57,426
35,41,4,0,-434,0,2,4,57,-434
36,76,4,0,-422,0,2,4,57,-422
37,30,3,0,-417,0,2,4,57,-417
38,80,3,0,458,0,2,4,57,-492
40,76,4,1,493,0,2,4,57,483
41,72,3,0,-483,0,2,4,57,-464
42,19,2,0,-439,0,2,4,57,-459
43,39,5,0,436,0,2,4,57,-432
44,38,3,0,-405,0,2,4,57,-405
46,94,3,0,469,0,2,4,57,-488
47,54,2,0,-468,0,2,4,57,-420
48,13,5,0,-479,0,2,4,57,-479
1,48,3,0,-436,1,2,4,57,-473
2,33,0,0,-445,1,2,4,57,-445
3,61,1,1,485,1,2,4,57,485
4,27,6,1,425,1,2,4,57,425
5,67,2,0,483,1,2,4,57,-485
7,4,4,0,-436,1,2,4,57,-436
8,99,6,1,400,1,2,4,57,424
9,17,3,0,-472,1,2,4,57,-472
11,46,2,1,-497,1,2,4,57,500
12,46,2,0,-419,1,2,4,57,-419
13,50,2,0,-408,1,2,4,57,-425
14,73,3,0,-441,1,2,4,57,-441
15,43,6,1,431,1,2,4,57,431
17,71,5,0,458,1,2,4,57,-428
18,52,6,0,-455,1,2,4,57,-454
19,28,1,1,456,1,2,4,57,452
20,28,2,1,400,1,2,4,57,453
21,58,4,0,-472,1,2,4,57,-472
22,99,2,0,412,1,2,4,57,-494
24,8,2,0,-435,1,2,4,57,-435
25,54,2,1,441,1,2,4,57,405
27,82,4,1,421,1,2,4,57,414
28,89,2,1,-450,1,2,4,57,450
29,93,3,1,412,1,2,4,57,437
30,12,3,0,-438,1,2,4,57,-438
32,80,4,1,-420,1,2,4,57,445
33,75,4,0,-426,1,2,4,57,-426
34,79,3,0,467,1,2,4,57,-490
35,64,3,0,-499,1,2,4,57,-499
36,55,3,0,-488,1,2,4,57,-482
37,36,3,1,451,1,2,4,57,451
38,89,4,1,473,1,2,4,57,457
40,5,4,0,-453,1,2,4,57,-453
41,66,4,1,400,1,2,4,57,400
42,19,3,1,-411,1,2,4,57,451
43,12,2,0,-411,1,2,4,57,-411
44,78,3,1,-480,1,2,4,57,499
46,65,3,0,-483,1,2,4,57,-483
47,75,3,1,473,1,2,4,57,475
48,49,6,0,-423,1,2,4,57,-443
1,7,4,0,-498,0,2,4,58,-498
2,75,3,1,455,0,2,4,58,472
3,75,4,0,464,0,2,4,58,-417
4,53,2,0,448,0,2,4,58,-435
5,72,5,0,438,0,2,4,58,-479
7,67,2,0,-431,0,2,4,58,-408
8,40,4,1,-440,0,2,4,58,412
9,95,4,1,-434,0,2,4,58,421
11,89,4,1,446,0,2,4,58,401
12,82,5,0,-404,0,2,4,58,-492
13,77,2,1,-473,0,2,4,58,418
14,59,5,0,-484,0,2,4,58,-484
15,3,6,0,-418,0,2,4,58,-418
17,80,5,0,462,0,2,4,58,-422
18,6,2,1,463,0,2,4,58,463
19,30,6,0,-434,0,2,4,58,-434
20,4,5,1,443,0,2,4,58,443
21,23,6,0,436,0,2,4,58,-486
22,51,3,1,471,0,2,4,58,471
24,50,5,1,431,0,2,4,58,431
25,1,6,1,439,0,2,4,58,439
27,61,1,1,-490,0,2,4,58,427
28,89,5,0,-401,0,2,4,58,-418
29,42,6,0,-407,0,2,4,58,-407
30,84,3,1,-485,0,2,4,58,490
32,58,2,1,408,0,2,4,58,462
33,37,5,0,-441,0,2,4,58,-441
34,79,4,1,-469,0,2,4,58,468
35,1,6,0,-444,0,2,4,58,-444
36,10,6,1,419,0,2,4,58,419
37,51,4,0,-411,0,2,4,58,-411
38,83,2,1,-427,0,2,4,58,442
40,54,6,0,-403,0,2,4,58,-403
41,20,5,0,-498,0,2,4,58,-498
42,51,2,1,405,0,2,4,58,427
43,33,6,1,456,0,2,4,58,456
44,58,2,0,495,0,2,4,58,-478
46,23,6,1,436,0,2,4,58,436
47,94,4,1,408,0,2,4,58,424
48,59,1,0,478,0,2,4,58,-464
1,63,2,1,426,1,2,4,58,448
2,60,6,1,490,1,2,4,58,451
3,96,5,1,-466,1,2,4,58,415
4,2,4,0,-476,1,2,4,58,-476
5,54,6,0,485,1,2,4,58,-401
7,94,3,1,434,1,2,4,58,447
8,42,2,0,-401,1,2,4,58,-401
9,40,2,1,405,1,2,4,58,405
11,32,2,1,452,1,2,4,58,452
12,47,4,1,-454,1,2,4,58,417
13,2,1,0,-410,1,2,4,58,-410
14,53,5,1,-471,1,2,4,58,464
15,54,2,1,411,1,2,4,58,411
17,90,5,1,453,1,2,4,58,407
18,42,4,1,490,1,2,4,58,494
19,99,2,0,-459,1,2,4,58,-437
20,1,4,1,405,1,2,4,58,405
21,73,2,1,459,1,2,4,58,459
22,23,5,1,404,1,2,4,58,404
24,59,6,0,-423,1,2,4,58,-423
25,42,3,0,-432,1,2,4,58,-432
27,21,2,1,-415,1,2,4,58,464
28,27,1,0,-416,1,2,4,58,-416
29,21,4,0,-490,1,2,4,58,-476
30,57,2,1,449,1,2,4,58,439
32,64,5,1,457,1,2,4,58,432
33,42,3,0,-472,1,2,4,58,-472
34,43,5,1,463,1,2,4,58,463
35,24,6,1,463,1,2,4,58,463
36,72,5,1,428,1,2,4,58,430
37,6,4,1,470,1,2,4,58,470
38,36,3,0,-471,1,2,4,58,-421
40,33,5,1,424,1,2,4,58,424
41,54,3,0,-486,1,2,4,58,-465
42,70,4,1,485,1,2,4,58,485
43,27,5,1,428,1,2,4,58,428
44,99,4,0,-409,1,2,4,58,-433
46,1,5,1,478,1,2,4,58,478
47,59,3,0,-449,1,2,4,58,-449
48,11,2,0,-455,1,2,4,58,-455
1,33,3,1,486,0,2,4,59,463
2,91,6,0,404,0,2,4,59,-484
3,66,3,1,466,0,2,4,59,458
4,24,5,1,452,0,2,4,59,452
5,33,4,1,493,0,2,4,59,493
7,24,5,0,-476,0,2,4,59,-488
8,89,3,1,441,0,2,4,59,494
9,11,5,0,-499,0,2,4,59,-499
11,87,4,0,421,0,2,4,59,-452
12,64,3,1,447,0,2,4,59,426
13,56,3,0,427,0,2,4,59,-447
14,2,6,1,449,0,2,4,59,449
15,15,5,1,424,0,2,4,59,424
17,45,4,0,-486,0,2,4,59,-429
18,91,3,1,-473,0,2,4,59,418
19,29,4,0,-413,0,2,4,59,-413
20,15,5,1,457,0,2,4,59,457
21,14,5,0,416,0,2,4,59,-477
22,52,2,1,470,0,2,4,59,470
24,59,3,1,468,0,2,4,59,468
25,44,3,1,470,0,2,4,59,457
27,28,4,1,421,0,2,4,59,421
28,66,2,0,477,0,2,4,59,-444
29,70,4,1,-416,0,2,4,59,488
30,52,3,0,-478,0,2,4,59,-478
32,50,3,1,409,0,2,4,59,459
33,1,6,0,-492,0,2,4,59,-492
34,40,4,0,-449,0,2,4,59,-473
35,64,6,0,413,0,2,4,59,-457
36,46,2,0,-484,0,2,4,59,-485
37,34,2,0,-457,0,2,4,59,-457
38,66,6,0,484,0,2,4,59,-495
40,11,3,1,416,0,2,4,59,475
41,27,5,0,-464,0,2,4,59,-464
42,91,1,1,476,0,2,4,59,460
43,78,5,1,-435,0,2,4,59,437
44,28,5,1,479,0,2,4,59,464
46,35,2,0,-473,0,2,4,59,-473
47,60,2,1,473,0,2,4,59,471
48,79,3,0,-462,0,2,4,59,-427
1,66,6,1,420,1,2,4,59,420
2,6,6,0,-407,1,2,4,59,-407
3,63,6,1,486,1,2,4,59,496
4,21,6,0,-465,1,2,4,59,-465
5,21,6,1,408,1,2,4,59,408
7,94,6,0,405,1,2,4,59,-425
8,94,6,0,495,1,2,4,59,-437
9,19,6,1,413,1,2,4,59,413
11,48,6,1,440,1,2,4,59,440
12,83,6,0,-452,1,2,4,59,-457
13,73,6,0,452,1,2,4,59,-471
14,53,6,0,-485,1,2,4,59,-485
15,38,6,0,-471,1,2,4,59,-499
17,42,6,1,403,1,2,4,59,486
18,98,6,0,478,1,2,4,59,-457
19,10,6,0,-481,1,2,4,59,-481
20,93,6,0,403,1,2,4,59,-458
21,64,6,0,467,1,2,4,59,-467
22,83,6,1,-413,1,2,4,59,436
24,87,4,1,483,1,2,4,59,483
25,24,6,1,491,1,2,4,59,491
27,78,6,1,-493,1,2,4,59,418
28,28,6,0,-442,1,2,4,59,-442
29,89,6,1,-467,1,2,4,59,427
30,55,2,1,452,1,2,4,59,452
32,5,6,1,403,1,2,4,59,403
33,34,1,0,425,1,2,4,59,-473
34,52,3,1,487,1,2,4,59,487
35,90,6,1,-454,1,2,4,59,402
36,1,6,0,-454,1,2,4,59,-454
37,50,3,1,490,1,2,4,59,490
38,98,6,1,-455,1,2,4,59,496
40,21,6,0,-434,1,2,4,59,-434
41,21,6,1,403,1,2,4,59,479
42,60,6,1,-480,1,2,4,59,492
43,91,6,0,425,1,2,4,59,-500
44,45,5,0,403,1,2,4,59,-435
46,66,4,0,-418,1,2,4,59,-408
47,51,6,0,452,1,2,4,59,-481
48,8,6,1,431,1,2,4,59,431
1,52,0,1,421,0,2,4,60,421
2,51,0,1,413,0,2,4,60,413
3,27,0,1,458,0,2,4,60,458
4,33,0,1,-486,0,2,4,60,422
5,89,0,0,-457,0,2,4,60,-437
7,12,0,1,436,0,2,4,60,436
8,76,0,0,-425,0,2,4,60,-425
9,74,0,1,433,0,2,4,60,419
11,50,0,0,-448,0,2,4,60,-448
12,62,0,1,-485,0,2,4,60,410
13,58,0,1,445,0,2,4,60,445
14,95,0,0,-445,0,2,4,60,-468
15,7,0,1,413,0,2,4,60,413
17,21,0,0,-441,0,2,4,60,-441
18,15,0,0,-446,0,2,4,60,-434
19,10,0,1,403,0,2,4,60,403
20,83,0,1,410,0,2,4,60,470
21,2,0,0,-493,0,2,4,60,-493
22,11,0,1,433,0,2,4,60,433
24,59,0,0,481,0,2,4,60,-450
25,72,0,1,-422,0,2,4,60,406
27,50,0,0,-440,0,2,4,60,-440
28,2,0,0,450,0,2,4,60,-454
29,58,0,0,-435,0,2,4,60,-435
30,8,0,1,486,0,2,4,60,486
32,86,0,0,437,0,2,4,60,-436
33,79,0,0,-400,0,2,4,60,-430
34,9,0,1,438,0,2,4,60,438
35,94,0,1,456,0,2,4,60,456
36,21,0,0,441,0,2,4,60,-449
37,71,0,1,472,0,2,4,60,472
38,76,0,0,420,0,2,4,60,-455
40,91,0,0,477,0,2,4,60,-408
41,80,0,0,-407,0,2,4,60,-474
42,28,0,0,412,0,2,4,60,-400
43,74,0,0,-413,0,2,4,60,-413
44,60,0,1,-484,0,2,4,60,401
46,87,0,0,468,0,2,4,60,-423
47,7,0,0,-420,0,2,4,60,-420
48,60,0,1,-491,0,2,4,60,439
1,68,4,0,-481,1,2,4,60,-481
2,86,6,0,-480,1,2,4,60,-484
3,98,5,1,-494,1,2,4,60,466
4,39,6,0,-404,1,2,4,60,-404
5,73,6,0,-426,1,2,4,60,-438
7,9,1,0,-422,1,2,4,60,-422
8,64,5,0,472,1,2,4,60,-455
9,97,5,0,421,1,2,4,60,-432
11,76,5,0,445,1,2,4,60,-433
12,72,4,0,457,1,2,4,60,-418
13,67,4,1,486,1,2,4,60,472
14,3,4,1,449,1,2,4,60,449
15,78,3,0,456,1,2,4,60,-443
17,21,5,0,-423,1,2,4,60,-423
18,31,1,0,-499,1,2,4,60,-499
19,24,4,0,-500,1,2,4,60,-500
20,91,5,0,-432,1,2,4,60,-455
21,73,4,0,415,1,2,4,60,-472
22,58,3,1,447,1,2,4,60,500
24,93,3,1,-423,1,2,4,60,411
25,50,3,0,420,1,2,4,60,-440
27,60,3,0,-433,1,2,4,60,-433
28,12,3,0,-435,1,2,4,60,-435
29,90,3,0,-440,1,2,4,60,-467
30,32,4,1,434,1,2,4,60,402
32,41,4,0,-482,1,2,4,60,-423
33,90,0,1,424,1,2,4,60,445
34,56,6,1,-480,1,2,4,60,416
35,96,5,1,463,1,2,4,60,427
36,92,6,0,482,1,2,4,60,-451
37,29,6,0,-407,1,2,4,60,-407
38,12,0,1,497,1,2,4,60,497
40,89,3,0,-427,1,2,4,60,-428
41,86,4,1,449,1,2,4,60,489
42,12,4,0,-494,1,2,4,60,-494
43,15,4,1,435,1,2,4,60,435
44,62,5,0,-444,1,2,4,60,-444
46,5,4,0,-433,1,2,4,60,-433
47,62,2,0,-486,1,2,4,60,-486
48,50,0,0,-488,1,2,4,60,-488
1,90,6,1,-413,0,2,4,61,483
2,29,3,1,466,0,2,4,61,466
3,78,3,1,432,0,2,4,61,401
4,79,5,1,493,0,2,4,61,461
5,20,4,1,424,0,2,4,61,424
7,99,6,0,435,0,2,4,61,-414
8,82,3,1,422,0,2,4,61,421
9,81,6,1,-456,0,2,4,61,499
11,2,0,1,458,0,2,4,61,458
12,69,5,0,459,0,2,4,61,-442
13,77,1,1,426,0,2,4,61,408
14,57,6,1,-472,0,2,4,61,456
15,60,0,1,427,0,2,4,61,427
17,41,1,1,482,0,2,4,61,482
18,75,6,0,494,0,2,4,61,-433
19,80,1,1,454,0,2,4,61,420
20,33,3,0,-415,0,2,4,61,-415
21,48,2,1,462,0,2,4,61,470
22,67,2,1,425,0,2,4,61,425
24,52,5,1,-470,0,2,4,61,495
25,66,5,0,422,0,2,4,61,-417
27,24,3,0,-458,0,2,4,61,-458
28,47,4,0,-463,0,2,4,61,-417
29,58,5,1,-436,0,2,4,61,417
30,32,4,0,-431,0,2,4,61,-429
32,24,3,1,461,0,2,4,61,461
33,91,6,1,447,0,2,4,61,447
34,20,3,0,-489,0,2,4,61,-489
35,64,4,0,479,0,2,4,61,-491
36,77,2,0,-473,0,2,4,61,-499
37,88,6,0,492,0,2,4,61,-421
38,70,3,1,-462,0,2,4,61,404
40,76,6,0,473,0,2,4,61,-500
41,79,2,0,-465,0,2,4,61,-465
42,46,2,0,-465,0,2,4,61,-465
43,17,3,1,458,0,2,4,61,458
44,73,3,1,433,0,2,4,61,492
46,61,3,1,421,0,2,4,61,421
47,92,6,1,-454,0,2,4,61,430
48,72,3,1,412,0,2,4,61,427
1,40,6,0,-485,1,2,4,61,-499
2,18,6,0,-421,1,2,4,61,-421
3,12,6,0,-492,1,2,4,61,-492
4,50,6,0,-424,1,2,4,61,-413
5,96,6,1,498,1,2,4,61,433
7,89,6,1,459,1,2,4,61,451
8,16,6,1,464,1,2,4,61,464
9,39,6,1,-414,1,2,4,61,435
11,77,6,1,-485,1,2,4,61,449
12,46,6,0,-435,1,2,4,61,-492
13,13,6,1,494,1,2,4,61,494
14,70,6,0,430,1,2,4,61,-440
15,59,6,0,-439,1,2,4,61,-438
17,82,6,1,-420,1,2,4,61,478
18,24,6,0,-439,1,2,4,61,-439
19,13,6,0,-486,1,2,4,61,-486
20,82,6,0,-441,1,2,4,61,-479
21,3,6,1,409,1,2,4,61,409
22,24,6,1,448,1,2,4,61,448
24,64,6,0,406,1,2,4,61,-469
25,90,6,1,-485,1,2,4,61,472
27,16,6,0,-436,1,2,4,61,-436
28,10,6,0,-432,1,2,4,61,-432
29,42,6,0,-430,1,2,4,61,-430
30,67,6,0,473,1,2,4,61,-473
32,36,6,0,-428,1,2,4,61,-428
33,19,6,1,458,1,2,4,61,458
34,19,6,0,-409,1,2,4,61,-409
35,15,6,1,-453,1,2,4,61,441
36,51,6,1,413,1,2,4,61,413
37,58,6,0,-423,1,2,4,61,-423
38,44,6,0,-499,1,2,4,61,-499
40,47,6,1,449,1,2,4,61,449
41,95,6,1,-470,1,2,4,61,407
42,19,6,0,-412,1,2,4,61,-412
43,66,6,0,454,1,2,4,61,-447
44,38,6,1,484,1,2,4,61,484
46,8,6,1,476,1,2,4,61,476
47,45,6,0,483,1,2,4,61,-491
48,20,6,1,404,1,2,4,61,404
1,26,2,1,440,0,2,4,62,440
2,63,1,1,401,0,2,4,62,457
3,22,2,0,-480,0,2,4,62,-480
4,98,5,1,400,0,2,4,62,400
5,27,3,0,-448,0,2,4,62,-448
7,13,1,1,443,0,2,4,62,443
8,12,2,0,-471,0,2,4,62,-471
9,42,6,0,495,0,2,4,62,-469
11,67,6,1,-436,0,2,4,62,460
12,30,3,1,470,0,2,4,62,470
13,96,6,1,-469,0,2,4,62,491
14,55,0,0,-436,0,2,4,62,-436
15,77,0,0,-490,0,2,4,62,-499
17,17,0,0,-419,0,2,4,62,-419
18,99,6,0,436,0,2,4,62,-443
19,46,0,1,464,0,2,4,62,464
20,14,1,0,-420,0,2,4,62,-420
21,4,6,0,-431,0,2,4,62,-431
22,1,0,0,-448,0,2,4,62,-448
24,69,3,0,-478,0,2,4,62,-459
25,17,0,0,-477,0,2,4,62,-477
27,10,4,1,438,0,2,4,62,438
28,51,6,1,406,0,2,4,62,406
29,33,6,1,-457,0,2,4,62,477
30,31,1,0,-499,0,2,4,62,-499
32,12,1,0,-405,0,2,4,62,-405
33,89,2,1,458,0,2,4,62,419
34,73,6,1,-496,0,2,4,62,429
35,89,5,1,-488,0,2,4,62,499
36,73,1,1,427,0,2,4,62,413
37,15,5,0,-411,0,2,4,62,-411
38,43,2,1,482,0,2,4,62,474
40,61,6,1,-454,0,2,4,62,486
41,8,1,1,459,0,2,4,62,459
42,55,3,1,429,0,2,4,62,482
43,57,1,1,496,0,2,4,62,458
44,30,0,1,492,0,2,4,62,492
46,72,3,1,459,0,2,4,62,437
47,26,1,0,-498,0,2,4,62,-498
48,55,2,0,-449,0,2,4,62,-474
1,94,2,1,439,1,2,4,62,477
2,27,2,0,-485,1,2,4,62,-485
3,3,2,1,429,1,2,4,62,429
4,67,3,0,-493,1,2,4,62,-484
5,49,2,1,476,1,2,4,62,476
7,18,2,1,431,1,2,4,62,431
8,95,3,0,-449,1,2,4,62,-445
9,45,6,0,425,1,2,4,62,-462
11,39,4,0,-429,1,2,4,62,-490
12,26,2,0,-429,1,2,4,62,-439
13,95,5,1,-411,1,2,4,62,425
14,26,6,0,466,1,2,4,62,-484
15,28,2,0,-490,1,2,4,62,-490
17,64,3,0,-496,1,2,4,62,-496
18,13,1,0,-401,1,2,4,62,-401
19,46,1,0,-473,1,2,4,62,-473
20,84,5,1,479,1,2,4,62,453
21,82,1,0,-473,1,2,4,62,-450
22,6,1,1,431,1,2,4,62,431
24,71,2,0,-457,1,2,4,62,-457
25,33,6,1,-435,1,2,4,62,432
27,55,6,0,453,1,2,4,62,-400
28,98,1,1,453,1,2,4,62,455
29,33,6,0,421,1,2,4,62,-475
30,80,5,1,-440,1,2,4,62,408
32,71,2,0,-454,1,2,4,62,-439
33,94,6,0,404,1,2,4,62,-421
34,95,2,0,-466,1,2,4,62,-416
35,76,3,0,-463,1,2,4,62,-404
36,87,6,0,449,1,2,4,62,-434
37,7,2,1,415,1,2,4,62,415
38,36,4,1,495,1,2,4,62,420
40,37,6,0,456,1,2,4,62,-425
41,95,5,1,-431,1,2,4,62,435
42,60,3,1,432,1,2,4,62,476
43,59,2,0,-419,1,2,4,62,-419
44,40,3,0,-437,1,2,4,62,-437
46,80,5,1,-480,1,2,4,62,485
47,47,6,0,460,1,2,4,62,-402
48,82,1,1,408,1,2,4,62,419
1,79,4,1,431,0,2,4,63,489
2,23,2,0,-424,0,2,4,63,-424
3,51,6,1,-424,0,2,4,63,424
4,49,2,0,-469,0,2,4,63,-459
5,61,5,0,465,0,2,4,63,-460
7,94,4,1,445,0,2,4,63,451
8,60,6,0,453,0,2,4,63,-494
9,41,4,1,411,0,2,4,63,411
11,38,2,0,-440,0,2,4,63,-440
12,60,1,1,450,0,2,4,63,450
13,13,0,1,404,0,2,4,63,404
14,58,4,1,478,0,2,4,63,400
15,19,1,0,-406,0,2,4,63,-406
17,79,4,0,403,0,2,4,63,-447
18,84,1,0,-413,0,2,4,63,-413
19,9,0,0,-441,0,2,4,63,-441
20,8,0,1,406,0,2,4,63,406
21,43,2,1,430,0,2,4,63,419
22,51,5,1,-431,0,2,4,63,427
24,34,1,0,-418,0,2,4,63,-418
25,57,2,1,464,0,2,4,63,464
27,90,6,1,-425,0,2,4,63,400
28,45,1,0,-491,0,2,4,63,-491
29,22,1,0,-446,0,2,4,63,-446
30,86,2,0,-457,0,2,4,63,-412
32,24,6,1,-434,0,2,4,63,413
33,28,0,0,-464,0,2,4,63,-464
34,15,0,1,463,0,2,4,63,463
35,62,1,0,-451,0,2,4,63,-446
36,13,0,0,-474,0,2,4,63,-474
37,3,0,1,488,0,2,4,63,488
38,26,0,0,-431,0,2,4,63,-431
40,64,4,1,466,0,2,4,63,406
41,93,5,0,-463,0,2,4,63,-408
42,36,1,0,-489,0,2,4,63,-489
43,68,2,1,422,0,2,4,63,422
44,60,2,0,-421,0,2,4,63,-421
46,20,0,0,-460,0,2,4,63,-460
47,9,0,0,-426,0,2,4,63,-426
48,96,6,1,-492,0,2,4,63,464
1,60,3,1,478,1,2,4,63,478
2,10,3,0,-428,1,2,4,63,-428
3,5,3,1,497,1,2,4,63,497
4,74,6,1,-499,1,2,4,63,408
5,85,5,1,411,1,2,4,63,449
7,42,4,1,437,1,2,4,63,430
8,26,3,0,-427,1,2,4,63,-427
9,41,5,1,413,1,2,4,63,478
11,88,6,0,488,1,2,4,63,-460
12,48,6,0,429,1,2,4,63,-453
13,23,3,1,421,1,2,4,63,421
14,29,5,0,436,1,2,4,63,-448
15,55,5,0,499,1,2,4,63,-405
17,43,3,0,-431,1,2,4,63,-431
18,71,6,1,-415,1,2,4,63,416
19,41,3,1,466,1,2,4,63,466
20,63,4,0,-480,1,2,4,63,-478
21,28,3,1,453,1,2,4,63,453
22,13,2,0,-406,1,2,4,63,-406
24,41,3,0,-438,1,2,4,63,-438
25,30,3,0,-499,1,2,4,63,-499
27,16,6,1,-424,1,2,4,63,424
28,38,3,1,434,1,2,4,63,434
29,5,2,0,-458,1,2,4,63,-458
30,80,3,0,-481,1,2,4,63,-481
32,48,6,0,456,1,2,4,63,-469
33,11,3,1,488,1,2,4,63,488
34,3,1,1,462,1,2,4,63,462
35,50,6,1,-495,1,2,4,63,481
36,70,5,1,-417,1,2,4,63,491
37,65,6,1,-472,1,2,4,63,408
38,22,3,1,465,1,2,4,63,465
40,86,4,0,-498,1,2,4,63,-408
41,43,6,0,408,1,2,4,63,-473
42,22,3,0,-404,1,2,4,63,-404
43,85,6,1,-454,1,2,4,63,427
44,71,5,0,-426,1,2,4,63,-410
46,30,4,1,433,1,2,4,63,421
47,35,3,1,402,1,2,4,63,402
48,44,3,0,-444,1,2,4,63,-444
1,57,3,0,-406,0,2,4,64,-406
2,71,5,1,462,0,2,4,64,442
3,71,2,0,446,0,2,4,64,-410
4,84,4,1,479,0,2,4,64,459
5,15,6,0,-406,0,2,4,64,-406
7,13,4,0,-441,0,2,4,64,-408
8,48,0,1,-472,0,2,4,64,494
9,87,4,1,414,0,2,4,64,414
11,75,1,0,-471,0,2,4,64,-471
12,37,4,0,-482,0,2,4,64,-482
13,37,5,0,-477,0,2,4,64,-477
14,95,0,1,-487,0,2,4,64,471
15,78,2,0,-405,0,2,4,64,-421
17,9,6,1,496,0,2,4,64,496
18,30,5,0,-446,0,2,4,64,-446
19,82,0,1,-493,0,2,4,64,429
20,60,3,0,402,0,2,4,64,-466
21,18,6,0,415,0,2,4,64,-447
22,40,5,1,428,0,2,4,64,481
24,77,3,1,-407,0,2,4,64,420
25,52,4,0,-483,0,2,4,64,-483
27,70,5,1,493,0,2,4,64,493
28,66,1,1,-429,0,2,4,64,462
29,34,4,1,435,0,2,4,64,435
30,54,1,1,-426,0,2,4,64,420
32,80,2,0,-441,0,2,4,64,-470
33,34,5,0,472,0,2,4,64,-424
34,34,5,0,-489,0,2,4,64,-489
35,28,6,1,434,0,2,4,64,434
36,97,0,1,-401,0,2,4,64,500
37,89,4,0,455,0,2,4,64,-451
38,97,0,1,-475,0,2,4,64,434
40,70,4,0,-490,0,2,4,64,-490
41,84,1,1,-481,0,2,4,64,428
42,79,6,0,499,0,2,4,64,-434
43,19,6,1,419,0,2,4,64,419
44,38,2,1,-458,0,2,4,64,414
46,31,5,1,496,0,2,4,64,496
47,19,1,1,-432,0,2,4,64,473
48,62,5,1,452,0,2,4,64,496
1,63,1,0,-453,1,2,2,64,-453
2,52,3,1,479,1,2,2,64,479
3,37,1,1,-428,1,2,2,64,427
4,97,0,0,-402,1,2,2,64,-495
5,26,6,0,-460,1,2,2,64,-460
7,92,1,1,-452,1,2,2,64,440
8,9,6,1,498,1,2,2,64,498
9,70,1,0,-433,1,2,2,64,-479
11,33,4,1,430,1,2,2,64,430
12,71,2,0,-488,1,2,2,64,-488
13,10,5,1,-474,1,2,2,64,448
14,27,5,1,465,1,2,2,64,478
15,20,6,1,499,1,2,2,64,499
17,51,3,1,432,1,2,2,64,432
18,89,6,0,493,1,2,2,64,-446
19,53,2,0,-461,1,2,2,64,-461
20,98,0,0,-496,1,2,2,64,-450
21,13,6,0,-475,1,2,2,64,-475
22,98,0,0,447,1,2,2,64,-454
24,67,3,1,-481,1,2,2,64,477
25,99,6,1,-472,1,2,2,64,413
27,57,2,0,-411,1,2,2,64,-411
28,11,6,0,-500,1,2,2,64,-500
29,19,4,1,445,1,2,2,64,445
30,7,6,0,-451,1,2,2,64,-451
32,4,6,1,490,1,2,2,64,490
33,24,4,0,-451,1,2,2,64,-451
34,76,1,0,406,1,2,2,64,-426
35,64,0,1,-463,1,2,2,64,405
36,20,6,1,401,1,2,2,64,401
37,67,1,1,-493,1,2,2,64,459
38,56,2,1,-441,1,2,2,64,466
40,87,4,1,412,1,2,2,64,412
41,93,4,1,471,1,2,2,64,462
42,39,1,0,-446,1,2,2,64,-446
43,44,3,0,-434,1,2,2,64,-434
44,65,2,0,441,1,2,2,64,-487
46,26,6,1,405,1,2,2,64,405
47,7,6,0,-428,1,2,2,64,-428
48,79,4,1,469,1,2,2,64,469
1,48,2,1,450,0,2,4,65,450
2,83,2,1,-413,0,2,4,65,464
3,68,1,1,403,0,2,4,65,403
4,84,3,1,-415,0,2,4,65,458
5,18,0,1,423,0,2,4,65,423
7,99,3,0,-402,0,2,4,65,-489
8,77,0,1,408,0,2,4,65,421
9,17,0,1,471,0,2,4,65,471
11,78,1,1,487,0,2,4,65,417
12,38,3,0,-433,0,2,4,65,-433
13,71,1,1,475,0,2,4,65,460
14,36,0,1,479,0,2,4,65,479
15,86,0,1,425,0,2,4,65,455
17,15,2,1,481,0,2,4,65,481
18,6,1,1,449,0,2,4,65,449
19,40,3,0,491,0,2,4,65,-442
20,8,1,0,-460,0,2,4,65,-460
21,86,4,1,-496,0,2,4,65,475
22,33,2,0,-428,0,2,4,65,-428
24,67,1,0,-436,0,2,4,65,-497
25,72,3,1,-431,0,2,4,65,439
27,91,0,0,-494,0,2,4,65,-448
28,17,2,1,424,0,2,4,65,424
29,55,1,0,404,0,2,4,65,-400
30,10,3,1,427,0,2,4,65,427
32,78,3,1,-407,0,2,4,65,473
