n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,ID,Predicted_MC,Old1
32,36,6,0,-472,0,34,-472,0
33,89,6,0,-426,0,34,-464,0
34,68,6,0,-450,0,34,-450,0
35,63,6,0,-450,0,34,-450,0
36,10,6,1,472,0,34,472,0
37,57,6,1,-455,0,34,431,0
38,83,6,0,456,0,34,-438,0
40,17,6,0,-420,0,34,-420,0
41,72,6,0,-498,0,34,-498,0
42,39,6,1,472,0,34,472,0
43,79,6,0,-478,0,34,-432,0
44,88,6,1,-438,0,34,437,0
46,74,6,1,483,0,34,405,0
47,50,6,1,444,0,34,439,0
48,23,6,0,-493,0,34,-493,0
1,54,3,1,-426,1,34,400,0
2,8,6,1,447,1,34,447,0
3,70,4,0,496,1,34,-401,0
4,94,4,1,-460,1,34,432,0
5,66,6,0,-409,1,34,-456,0
7,61,4,1,476,1,34,476,0
8,78,6,0,-472,1,34,-428,0
9,64,2,0,-496,1,34,-496,0
11,10,6,0,-404,1,34,-404,0
12,12,6,1,417,1,34,417,0
13,18,5,1,430,1,34,453,0
14,59,4,1,485,1,34,485,0
15,71,4,0,-484,1,34,-484,0
17,10,6,1,-479,1,34,475,0
18,56,5,1,447,1,34,447,0
19,31,4,0,-460,1,34,-460,0
20,81,2,1,465,1,34,466,0
21,80,3,0,-419,1,34,-419,0
22,13,6,0,-445,1,34,-445,0
24,88,1,1,494,1,34,494,0
25,29,4,1,414,1,34,414,0
27,13,5,0,-414,1,34,-414,0
28,6,6,0,-407,1,34,-407,0
29,99,4,0,-494,1,34,-483,0
30,89,3,0,-439,1,34,-439,0
32,12,5,0,-403,1,34,-403,0
33,69,4,1,-411,1,34,482,0
34,25,4,0,-481,1,34,-481,0
35,67,3,0,-445,1,34,-445,0
36,2,6,1,478,1,34,478,0
37,68,5,1,407,1,34,465,0
38,57,4,1,445,1,34,445,0
40,15,5,0,-438,1,34,-438,0
41,99,4,1,-420,1,34,498,0
42,14,6,0,-405,1,34,-405,0
43,13,6,1,444,1,34,444,0
44,62,2,1,-425,1,34,446,0
46,46,4,1,468,1,34,468,0
47,20,5,0,-471,1,34,-471,0
48,70,2,0,405,1,34,-450,0
1,33,3,0,-493,0,35,-493,0
2,73,2,0,-419,0,35,-419,0
3,78,2,0,-462,0,35,-462,0
4,98,0,1,-448,0,35,489,0
5,98,6,0,438,0,35,-400,0
7,94,2,1,-482,0,35,438,0
8,88,2,1,-421,0,35,413,0
9,13,4,0,-421,0,35,-421,0
11,57,3,0,-478,0,35,-478,0
12,38,4,1,499,0,35,496,0
13,63,6,1,495,0,35,429,0
14,26,6,1,467,0,35,467,0
15,81,3,0,-416,0,35,-475,0
17,63,5,1,499,0,35,437,0
18,8,6,1,445,0,35,445,0
19,12,4,0,-420,0,35,-420,0
20,93,6,0,448,0,35,-409,0
21,92,0,1,-466,0,35,459,0
22,84,1,0,-480,0,35,-430,0
24,53,2,0,490,0,35,-436,0
25,27,3,0,458,0,35,-435,0
27,34,2,0,-402,0,35,-402,0
28,29,3,0,484,0,35,-402,0
29,80,5,0,432,0,35,-462,0
30,72,5,1,492,0,35,442,0
32,81,4,1,461,0,35,443,0
33,91,4,0,470,0,35,-468,0
34,8,4,0,-451,0,35,-451,0
35,44,5,1,486,0,35,407,0
36,54,1,0,-436,0,35,-498,0
37,25,4,0,410,0,35,-465,0
38,32,1,0,-490,0,35,-490,0
40,15,6,1,427,0,35,427,0
41,8,6,1,482,0,35,482,0
42,84,6,1,483,0,35,447,0
43,28,0,0,-457,0,35,-414,0
44,82,0,1,-441,0,35,412,0
46,31,6,1,484,0,35,484,0
47,58,6,1,400,0,35,442,0
48,73,0,1,-477,0,35,406,0
1,15,6,1,-406,1,35,424,0
2,24,6,0,414,1,35,-450,0
3,99,5,0,-475,1,35,-471,0
4,41,6,1,-404,1,35,478,0
5,56,5,1,456,1,35,464,0
7,95,6,1,451,1,35,496,0
8,58,6,0,488,1,35,-492,0
9,97,6,1,-474,1,35,477,0
11,61,3,0,-474,1,35,-429,0
12,99,5,0,-465,1,35,-415,0
13,56,4,0,-470,1,35,-470,0
14,50,5,0,-403,1,35,-403,0
15,3,2,0,-456,1,35,-456,0
17,8,2,1,455,1,35,455,0
18,35,5,1,-460,1,35,445,0
19,43,4,0,-441,1,35,-441,0
20,32,3,0,-494,1,35,-494,0
21,48,4,0,-430,1,35,-430,0
22,20,3,1,467,1,35,467,0
24,61,5,0,-422,1,35,-422,0
25,93,5,1,483,1,35,500,0
27,42,4,1,482,1,35,482,0
28,55,4,0,446,1,35,-485,0
29,40,3,0,-443,1,35,-443,0
30,81,5,0,-440,1,35,-402,0
32,62,5,1,406,1,35,406,0
33,86,2,0,429,1,35,-477,0
34,81,5,0,-445,1,35,-488,0
35,64,5,0,-414,1,35,-414,0
36,50,4,1,491,1,35,423,0
37,38,3,1,458,1,35,458,0
38,90,5,1,483,1,35,483,0
40,85,5,1,454,1,35,444,0
41,47,2,1,401,1,35,456,0
42,85,5,0,-494,1,35,-485,0
43,12,6,1,-442,1,35,466,0
44,36,4,0,-495,1,35,-495,0
46,47,5,0,-417,1,35,-417,0
47,72,6,0,-449,1,35,-449,0
48,41,3,0,-465,1,35,-427,0
1,79,1,1,454,0,36,454,0
2,50,5,0,-461,0,36,-461,0
3,1,5,0,-499,0,36,-499,0
4,7,5,0,-443,0,36,-443,0
5,6,5,0,-463,0,36,-463,0
7,30,1,1,487,0,36,487,0
8,48,6,0,-426,0,36,-452,0
9,13,6,1,-487,0,36,435,0
11,39,2,1,495,0,36,495,0
12,26,5,0,-475,0,36,-475,0
13,35,4,0,-481,0,36,-454,0
14,88,5,0,-453,0,36,-492,0
15,33,5,0,-485,0,36,-485,0
17,98,4,1,466,0,36,420,0
18,84,5,0,401,0,36,-447,0
19,38,2,1,442,0,36,442,0
20,14,2,1,402,0,36,402,0
21,4,2,1,445,0,36,445,0
22,49,5,0,-413,0,36,-413,0
24,49,6,1,-429,0,36,410,0
25,36,2,0,-421,0,36,-421,0
27,49,4,0,-486,0,36,-486,0
28,51,2,1,420,0,36,401,0
29,93,5,0,-451,0,36,-402,0
30,76,5,0,-442,0,36,-425,0
32,43,3,0,-499,0,36,-499,0
33,66,4,0,-420,0,36,-420,0
34,12,2,0,496,0,36,-438,0
35,73,5,0,-493,0,36,-403,0
36,11,2,0,-472,0,36,-472,0
37,74,1,1,-451,0,36,424,0
38,79,5,0,484,0,36,-402,0
40,43,4,0,490,0,36,-418,0
41,2,1,0,-418,0,36,-418,0
42,41,4,1,467,0,36,467,0
43,97,1,0,418,0,36,-461,0
44,97,1,0,485,0,36,-432,0
46,89,1,0,452,0,36,-457,0
47,77,5,1,407,0,36,407,0
48,61,2,0,458,0,36,-435,0
1,24,6,1,497,1,36,497,0
2,6,6,1,494,1,36,494,0
3,22,2,0,-455,1,36,-455,0
4,14,5,0,-476,1,36,-457,0
5,56,6,1,406,1,36,406,0
7,40,6,1,447,1,36,447,0
8,39,5,0,-425,1,36,-468,0
9,75,3,0,-438,1,36,-438,0
11,61,3,0,-461,1,36,-461,0
12,71,5,1,-432,1,36,438,0
13,81,5,0,401,1,36,-434,0
14,41,6,1,469,1,36,493,0
15,9,5,1,463,1,36,463,0
17,76,2,0,-431,1,36,-431,0
18,98,5,0,447,1,36,-499,0
19,32,5,1,421,1,36,421,0
20,71,2,0,-461,1,36,-482,0
21,5,6,1,488,1,36,488,0
22,47,5,0,-445,1,36,-445,0
24,52,4,0,433,1,36,-438,0
25,52,5,0,446,1,36,-450,0
27,55,2,0,442,1,36,-459,0
28,75,1,0,-449,1,36,-449,0
29,4,6,1,486,1,36,486,0
30,94,5,1,-462,1,36,425,0
32,66,1,0,-488,1,36,-474,0
33,14,6,0,-443,1,36,-443,0
34,86,6,1,-481,1,36,452,0
35,27,1,1,-406,1,36,453,0
36,48,6,1,-479,1,36,430,0
37,25,5,1,432,1,36,455,0
38,61,1,1,417,1,36,417,0
40,7,6,0,-435,1,36,-435,0
41,68,1,0,-408,1,36,-408,0
42,13,6,1,449,1,36,449,0
43,64,5,1,-476,1,36,499,0
44,77,5,1,-475,1,36,424,0
46,25,1,1,-400,1,36,445,0
47,81,6,1,-435,1,36,454,0
48,78,1,0,-450,1,36,-500,0
1,79,5,1,-492,0,37,478,0
2,64,5,1,-436,0,37,498,0
3,1,6,0,-487,0,37,-487,0
4,11,6,1,441,0,37,441,0
5,74,5,0,-431,0,37,-431,0
7,39,6,1,-445,0,37,479,0
8,36,5,1,484,0,37,443,0
9,51,5,0,474,0,37,-439,0
11,28,5,1,480,0,37,480,0
12,62,6,1,-419,0,37,408,0
13,24,5,1,494,0,37,494,0
14,62,5,1,431,0,37,447,0
15,2,6,0,-486,0,37,-486,0
17,87,5,1,-427,0,37,497,0
18,83,5,0,-408,0,37,-466,0
19,30,5,1,436,0,37,420,0
20,21,5,1,403,0,37,403,0
21,50,5,1,430,0,37,430,0
22,24,5,1,400,0,37,400,0
24,36,5,1,453,0,37,445,0
25,68,6,0,-459,0,37,-445,0
27,51,5,1,-462,0,37,434,0
28,76,5,0,-468,0,37,-400,0
29,17,5,0,-471,0,37,-471,0
30,97,6,0,444,0,37,-497,0
32,39,5,0,-495,0,37,-495,0
33,56,5,1,-409,0,37,447,0
34,84,6,1,435,0,37,463,0
35,1,5,1,494,0,37,494,0
36,16,5,0,-491,0,37,-491,0
37,3,5,0,-427,0,37,-427,0
38,47,6,0,480,0,37,-469,0
40,82,5,1,-431,0,37,448,0
41,50,6,1,474,0,37,474,0
42,24,5,0,-402,0,37,-471,0
43,9,6,1,472,0,37,472,0
44,90,6,0,483,0,37,-455,0
46,17,5,0,-413,0,37,-413,0
47,14,5,1,477,0,37,417,0
48,65,6,1,423,0,37,500,0
1,2,6,1,442,1,37,442,0
2,97,6,0,-408,1,37,-428,0
3,2,6,1,446,1,37,446,0
4,59,5,0,-432,1,37,-481,0
5,48,5,1,426,1,37,426,0
7,94,5,1,449,1,37,419,0
8,3,5,0,-474,1,37,-474,0
9,21,5,1,-487,1,37,482,0
11,58,6,1,430,1,37,430,0
12,68,6,1,-406,1,37,458,0
13,8,6,0,-452,1,37,-452,0
14,30,5,0,480,1,37,-433,0
15,27,6,1,481,1,37,481,0
17,2,6,0,-420,1,37,-420,0
18,23,6,0,465,1,37,-485,0
19,42,6,1,450,1,37,450,0
20,34,6,1,412,1,37,412,0
21,55,6,0,-403,1,37,-403,0
22,32,6,0,-411,1,37,-411,0
24,17,6,0,-471,1,37,-471,0
25,32,6,0,-467,1,37,-435,0
27,79,6,0,-417,1,37,-489,0
28,3,5,1,431,1,37,431,0
29,6,5,1,435,1,37,435,0
30,37,0,0,465,1,37,-477,0
32,44,6,1,430,1,37,402,0
33,56,6,1,-433,1,37,454,0
34,70,6,1,429,1,37,485,0
35,13,6,0,-459,1,37,-459,0
36,28,6,1,-433,1,37,461,0
37,13,6,1,438,1,37,438,0
38,14,6,1,400,1,37,400,0
40,46,6,0,477,1,37,-403,0
41,89,5,1,441,1,37,402,0
42,85,6,1,458,1,37,474,0
43,19,6,0,-464,1,37,-464,0
44,33,6,1,452,1,37,470,0
46,41,6,0,-416,1,37,-416,0
47,74,6,0,-444,1,37,-495,0
48,5,6,0,-439,1,37,-439,0
1,96,6,1,441,0,38,491,0
2,38,6,0,443,0,38,-476,0
3,5,6,0,-494,0,38,-494,0
4,28,6,1,406,0,38,406,0
5,97,6,0,-495,0,38,-429,0
7,1,6,0,-490,0,38,-490,0
8,98,6,0,476,0,38,-412,0
9,67,6,1,419,0,38,419,0
11,77,6,1,455,0,38,430,0
12,89,6,0,-474,0,38,-409,0
13,37,6,0,-500,0,38,-500,0
14,76,6,1,494,0,38,425,0
15,22,6,0,-415,0,38,-432,0
17,81,6,1,-481,0,38,462,0
18,14,5,1,-431,0,38,408,0
19,20,6,0,-401,0,38,-402,0
20,89,6,1,-468,0,38,419,0
21,98,6,0,422,0,38,-439,0
22,88,6,1,430,0,38,431,0
24,18,3,1,484,0,38,484,0
25,86,6,1,436,0,38,402,0
27,39,6,0,-447,0,38,-447,0
28,36,6,1,452,0,38,452,0
29,59,6,0,431,0,38,-477,0
30,9,6,0,-421,0,38,-421,0
32,6,6,0,-457,0,38,-457,0
33,27,6,0,-473,0,38,-473,0
34,5,6,1,454,0,38,454,0
35,25,6,1,478,0,38,478,0
36,56,6,0,-477,0,38,-477,0
37,23,6,0,-460,0,38,-460,0
38,59,6,1,-460,0,38,476,0
40,83,6,1,459,0,38,494,0
41,59,6,0,-460,0,38,-460,0
42,66,5,1,400,0,38,464,0
43,39,5,0,-459,0,38,-459,0
44,55,5,0,-419,0,38,-419,0
46,55,5,0,-438,0,38,-438,0
47,78,3,0,-442,0,38,-442,0
48,51,3,1,-464,0,38,485,0
1,6,6,0,-436,1,38,-436,0
2,8,6,0,-432,1,38,-432,0
3,4,6,1,413,1,38,413,0
4,70,3,0,-478,1,38,-478,0
5,15,6,0,-498,1,38,-498,0
7,39,2,1,-433,1,38,448,0
8,74,6,0,417,1,38,-408,0
9,20,6,1,473,1,38,473,0
11,93,2,0,-417,1,38,-474,0
12,48,5,1,436,1,38,455,0
13,27,6,1,427,1,38,427,0
14,74,5,0,-444,1,38,-465,0
15,40,5,1,443,1,38,443,0
17,99,6,0,413,1,38,-468,0
18,13,1,1,-489,1,38,439,0
19,72,4,0,-430,1,38,-433,0
20,20,6,1,413,1,38,413,0
21,49,5,1,436,1,38,436,0
22,53,2,1,474,1,38,474,0
24,87,6,1,456,1,38,490,0
25,87,5,0,418,1,38,-403,0
27,23,6,1,410,1,38,410,0
28,26,6,1,412,1,38,412,0
29,34,6,0,-476,1,38,-476,0
30,91,2,0,-499,1,38,-422,0
32,58,6,0,476,1,38,-424,0
33,41,5,1,428,1,38,428,0
34,75,6,1,-454,1,38,483,0
35,81,6,1,-410,1,38,500,0
36,59,6,0,-496,1,38,-491,0
37,19,6,1,402,1,38,402,0
38,83,6,0,494,1,38,-407,0
40,74,0,1,423,1,38,423,0
41,78,6,1,-408,1,38,421,0
42,2,6,0,-457,1,38,-457,0
43,51,2,1,455,1,38,455,0
44,55,6,0,487,1,38,-487,0
46,56,6,1,-498,1,38,465,0
47,44,5,1,453,1,38,478,0
48,92,6,1,437,1,38,421,0
1,77,5,1,445,0,39,449,0
2,19,5,0,-419,0,39,-419,0
3,96,5,1,483,0,39,456,0
4,2,1,1,468,0,39,468,0
5,75,5,0,430,0,39,-451,0
7,35,5,1,419,0,39,419,0
8,7,6,1,-465,0,39,431,0
9,53,3,1,-476,0,39,498,0
11,42,4,1,484,0,39,484,0
12,14,2,1,459,0,39,459,0
13,49,6,1,-454,0,39,450,0
14,64,4,0,423,0,39,-404,0
15,97,6,0,465,0,39,-409,0
17,58,5,1,404,0,39,464,0
18,30,4,0,-411,0,39,-411,0
19,42,4,0,-421,0,39,-430,0
20,74,6,0,416,0,39,-425,0
21,52,2,1,421,0,39,421,0
22,33,5,0,-451,0,39,-451,0
24,15,3,0,-428,0,39,-428,0
25,45,5,1,-461,0,39,411,0
27,94,4,0,-469,0,39,-417,0
28,59,2,1,487,0,39,487,0
29,75,1,0,-488,0,39,-488,0
30,64,5,1,431,0,39,488,0
32,57,1,0,-425,0,39,-425,0
33,65,5,0,-465,0,39,-441,0
34,32,5,0,-488,0,39,-488,0
35,34,5,1,445,0,39,445,0
36,66,5,0,-471,0,39,-415,0
37,25,5,1,481,0,39,481,0
38,15,5,0,-450,0,39,-450,0
40,42,3,0,-406,0,39,-406,0
41,53,2,1,472,0,39,427,0
42,20,6,0,-483,0,39,-483,0
43,67,5,1,-437,0,39,454,0
44,65,4,0,-419,0,39,-471,0
46,6,5,1,442,0,39,442,0
47,38,5,0,-479,0,39,-479,0
48,20,5,1,479,0,39,479,0
1,87,6,0,-432,1,39,-413,0
2,27,6,0,-473,1,39,-473,0
3,8,6,0,-429,1,39,-429,0
4,56,6,1,464,1,39,464,0
5,2,5,0,-454,1,39,-454,0
7,79,6,1,-459,1,39,434,0
8,7,5,1,477,1,39,477,0
9,76,6,0,-406,1,39,-499,0
11,19,6,0,-445,1,39,-407,0
12,26,6,1,-438,1,39,446,0
13,61,6,1,468,1,39,468,0
14,6,6,0,-493,1,39,-493,0
15,99,6,1,498,1,39,415,0
17,85,6,0,-412,1,39,-475,0
18,2,6,0,-457,1,39,-457,0
19,48,6,1,442,1,39,485,0
20,60,6,1,422,1,39,422,0
21,62,6,0,-441,1,39,-441,0
22,98,6,1,467,1,39,472,0
24,86,6,0,471,1,39,-475,0
25,95,6,0,-451,1,39,-451,0
27,78,6,1,421,1,39,425,0
28,82,6,0,492,1,39,-414,0
29,48,6,0,-461,1,39,-461,0
30,56,6,0,-497,1,39,-497,0
32,42,6,0,-423,1,39,-423,0
33,16,6,1,482,1,39,482,0
34,86,6,1,-404,1,39,465,0
35,2,6,0,-423,1,39,-423,0
36,69,6,0,-445,1,39,-445,0
37,62,6,1,438,1,39,438,0
38,10,6,1,403,1,39,403,0
40,88,6,1,500,1,39,471,0
41,62,6,0,-433,1,39,-433,0
42,3,6,0,-467,1,39,-467,0
43,59,6,0,-434,1,39,-434,0
44,61,6,0,474,1,39,-464,0
46,11,6,1,470,1,39,470,0
47,39,6,1,-442,1,39,416,0
48,73,6,0,-424,1,39,-422,0
1,14,1,0,-420,1,40,-420,0
2,95,5,0,-433,1,40,-436,0
3,75,5,0,500,1,40,-466,0
4,89,5,1,400,1,40,465,0
5,70,4,1,402,1,40,465,0
7,49,4,0,429,1,40,-450,0
8,78,5,0,403,1,40,-463,0
9,23,3,0,-459,1,40,-459,0
11,61,3,0,-434,1,40,-434,0
12,34,2,1,447,1,40,447,0
13,66,3,1,425,1,40,426,0
14,6,1,1,453,1,40,453,0
15,49,3,1,492,1,40,492,0
17,25,2,0,-439,1,40,-439,0
18,96,5,1,428,1,40,477,0
19,27,2,1,425,1,40,425,0
20,83,6,0,454,1,40,-461,0
21,32,4,1,-499,1,40,440,0
22,31,3,1,439,1,40,439,0
24,91,6,0,411,1,40,-475,0
25,48,3,0,-469,1,40,-469,0
27,78,5,1,429,1,40,419,0
28,87,6,1,-405,1,40,402,0
29,42,3,0,-480,1,40,-480,0
30,90,5,1,409,1,40,440,0
32,58,5,1,-414,1,40,446,0
33,79,5,0,437,1,40,-475,0
34,66,3,1,495,1,40,497,0
35,44,3,0,-416,1,40,-416,0
36,89,5,1,454,1,40,463,0
37,93,5,0,-487,1,40,-438,0
38,16,1,0,-481,1,40,-481,0
40,56,3,1,492,1,40,492,0
41,70,5,1,-406,1,40,453,0
42,85,5,1,456,1,40,456,0
43,76,3,1,449,1,40,449,0
44,63,3,0,-426,1,40,-433,0
46,25,2,1,458,1,40,458,0
47,9,1,1,463,1,40,463,0
48,1,0,0,-480,1,40,-480,0
1,65,6,1,-465,0,40,494,0
2,18,0,0,-445,0,40,-445,0
3,37,1,1,434,0,40,434,0
4,78,5,0,-411,0,40,-473,0
5,96,5,0,-430,0,40,-486,0
7,98,6,1,-407,0,40,451,0
8,48,3,0,-423,0,40,-423,0
9,15,1,1,432,0,40,432,0
11,61,5,1,-478,0,40,470,0
12,20,1,1,487,0,40,487,0
13,59,4,0,-474,0,40,-456,0
14,84,5,1,-445,0,40,470,0
15,26,2,0,-468,0,40,-494,0
17,37,4,0,424,0,40,-477,0
18,12,1,1,477,0,40,477,0
19,91,6,1,-404,0,40,483,0
20,97,6,0,407,0,40,-458,0
21,36,2,1,489,0,40,489,0
22,77,6,0,411,0,40,-430,0
24,93,5,0,-485,0,40,-484,0
25,52,4,1,438,0,40,494,0
27,10,0,0,-498,0,40,-498,0
28,32,1,0,-470,0,40,-470,0
29,57,5,1,-418,0,40,480,0
30,88,4,0,-465,0,40,-448,0
32,61,5,1,-434,0,40,437,0
33,90,6,0,451,0,40,-450,0
34,12,1,1,408,0,40,408,0
35,9,0,0,-448,0,40,-448,0
36,49,3,1,492,0,40,492,0
37,68,3,1,480,0,40,460,0
38,55,3,1,431,0,40,431,0
40,2,0,1,441,0,40,441,0
41,8,0,1,409,0,40,409,0
42,72,5,1,-483,0,40,413,0
43,52,3,1,433,0,40,487,0
44,51,2,0,-447,0,40,-447,0
46,39,4,0,476,0,40,-475,0
47,36,2,1,435,0,40,435,0
48,13,1,0,-442,0,40,-442,0
1,9,6,1,479,1,41,479,0
2,22,6,0,412,1,41,-478,0
3,1,5,1,410,1,41,410,0
4,77,6,1,437,1,41,437,0
5,77,6,1,478,1,41,411,0
7,26,6,0,-406,1,41,-406,0
8,6,6,0,-442,1,41,-442,0
9,25,6,0,-463,1,41,-463,0
11,79,6,1,451,1,41,413,0
12,95,6,0,472,1,41,-478,0
13,10,6,1,443,1,41,443,0
14,25,6,1,438,1,41,438,0
15,94,6,0,482,1,41,-437,0
17,21,6,0,-405,1,41,-405,0
18,56,6,0,431,1,41,-481,0
19,32,6,0,-453,1,41,-420,0
20,53,6,1,457,1,41,457,0
21,49,6,0,-421,1,41,-421,0
22,6,5,0,-481,1,41,-481,0
24,28,6,0,-410,1,41,-410,0
25,15,6,0,-470,1,41,-470,0
27,74,6,1,437,1,41,472,0
28,63,6,1,-476,1,41,413,0
29,37,6,1,413,1,41,446,0
30,49,6,0,470,1,41,-431,0
32,92,6,1,428,1,41,411,0
33,28,6,0,-424,1,41,-424,0
34,72,6,0,470,1,41,-473,0
35,96,6,1,495,1,41,499,0
36,11,6,1,480,1,41,480,0
37,14,6,1,-400,1,41,497,0
38,38,6,1,484,1,41,484,0
40,38,6,1,-457,1,41,439,0
41,60,6,1,401,1,41,401,0
42,11,6,0,-437,1,41,-437,0
43,89,6,1,494,1,41,494,0
44,58,6,1,-465,1,41,418,0
46,29,6,0,-405,1,41,-405,0
47,79,6,1,-497,1,41,462,0
48,90,6,0,427,1,41,-455,0
1,68,1,1,450,0,41,487,0
2,35,1,0,-467,0,41,-439,0
3,68,0,1,462,0,41,461,0
4,97,2,1,401,0,41,500,0
5,8,0,1,466,0,41,466,0
7,4,0,1,452,0,41,452,0
8,3,0,1,412,0,41,412,0
9,91,6,1,-436,0,41,468,0
11,70,5,1,-496,0,41,415,0
12,91,6,1,-416,0,41,487,0
13,21,0,0,-465,0,41,-465,0
14,42,1,1,463,0,41,463,0
15,55,2,0,-421,0,41,-421,0
17,88,4,0,-474,0,41,-474,0
18,94,6,1,-429,0,41,442,0
19,90,6,1,-488,0,41,489,0
20,11,0,0,-452,0,41,-452,0
21,23,0,1,458,0,41,458,0
22,97,5,1,423,0,41,411,0
24,41,2,0,-431,0,41,-431,0
25,72,3,0,-481,0,41,-486,0
27,55,2,0,-492,0,41,-422,0
28,42,1,0,-432,0,41,-432,0
29,37,6,1,-472,0,41,428,0
30,38,0,0,-441,0,41,-441,0
32,87,2,0,-409,0,41,-446,0
33,87,6,0,492,0,41,-436,0
34,92,4,1,412,0,41,406,0
35,52,5,1,-414,0,41,419,0
36,46,2,1,402,0,41,472,0
37,44,0,1,405,0,41,405,0
38,73,3,0,-414,0,41,-498,0
40,86,2,1,485,0,41,487,0
41,49,0,0,-478,0,41,-478,0
42,64,1,1,482,0,41,459,0
43,77,2,0,-419,0,41,-419,0
44,94,6,1,-464,0,41,492,0
46,28,0,0,-444,0,41,-444,0
47,16,0,0,-483,0,41,-483,0
48,49,0,0,-468,0,41,-468,0
1,63,2,1,426,1,42,448,0
2,60,6,1,490,1,42,451,0
3,96,5,1,-466,1,42,415,0
4,2,4,0,-476,1,42,-476,0
5,54,6,0,485,1,42,-401,0
7,94,3,1,434,1,42,447,0
8,42,2,0,-401,1,42,-401,0
9,40,2,1,405,1,42,405,0
11,32,2,1,452,1,42,452,0
12,47,4,1,-454,1,42,417,0
13,2,1,0,-410,1,42,-410,0
14,53,5,1,-471,1,42,464,0
15,54,2,1,411,1,42,411,0
17,90,5,1,453,1,42,407,0
18,42,4,1,490,1,42,494,0
19,99,2,0,-459,1,42,-437,0
20,1,4,1,405,1,42,405,0
21,73,2,1,459,1,42,459,0
22,23,5,1,404,1,42,404,0
24,59,6,0,-423,1,42,-423,0
25,42,3,0,-432,1,42,-432,0
27,21,2,1,-415,1,42,464,0
28,27,1,0,-416,1,42,-416,0
29,21,4,0,-490,1,42,-476,0
30,57,2,1,449,1,42,439,0
32,64,5,1,457,1,42,432,0
33,42,3,0,-472,1,42,-472,0
34,43,5,1,463,1,42,463,0
35,24,6,1,463,1,42,463,0
36,72,5,1,428,1,42,430,0
37,6,4,1,470,1,42,470,0
38,36,3,0,-471,1,42,-421,0
40,33,5,1,424,1,42,424,0
41,54,3,0,-486,1,42,-465,0
42,70,4,1,485,1,42,485,0
43,27,5,1,428,1,42,428,0
44,99,4,0,-409,1,42,-433,0
46,1,5,1,478,1,42,478,0
47,59,3,0,-449,1,42,-449,0
48,11,2,0,-455,1,42,-455,0
1,7,4,0,-498,0,42,-498,0
2,75,3,1,455,0,42,472,0
3,75,4,0,464,0,42,-417,0
4,53,2,0,448,0,42,-435,0
5,72,5,0,438,0,42,-479,0
7,67,2,0,-431,0,42,-408,0
8,40,4,1,-440,0,42,412,0
9,95,4,1,-434,0,42,421,0
11,89,4,1,446,0,42,401,0
12,82,5,0,-404,0,42,-492,0
13,77,2,1,-473,0,42,418,0
14,59,5,0,-484,0,42,-484,0
15,3,6,0,-418,0,42,-418,0
17,80,5,0,462,0,42,-422,0
18,6,2,1,463,0,42,463,0
19,30,6,0,-434,0,42,-434,0
20,4,5,1,443,0,42,443,0
21,23,6,0,436,0,42,-486,0
22,51,3,1,471,0,42,471,0
24,50,5,1,431,0,42,431,0
25,1,6,1,439,0,42,439,0
27,61,1,1,-490,0,42,427,0
28,89,5,0,-401,0,42,-418,0
29,42,6,0,-407,0,42,-407,0
30,84,3,1,-485,0,42,490,0
32,58,2,1,408,0,42,462,0
33,37,5,0,-441,0,42,-441,0
34,79,4,1,-469,0,42,468,0
35,1,6,0,-444,0,42,-444,0
36,10,6,1,419,0,42,419,0
37,51,4,0,-411,0,42,-411,0
38,83,2,1,-427,0,42,442,0
40,54,6,0,-403,0,42,-403,0
41,20,5,0,-498,0,42,-498,0
42,51,2,1,405,0,42,427,0
43,33,6,1,456,0,42,456,0
44,58,2,0,495,0,42,-478,0
46,23,6,1,436,0,42,436,0
47,94,4,1,408,0,42,424,0
48,59,1,0,478,0,42,-464,0
1,17,6,1,427,1,43,427,0
2,20,6,1,468,1,43,468,0
3,5,1,0,-421,1,43,-421,0
4,85,2,0,-457,1,43,-488,0
5,51,4,0,459,1,43,-445,0
7,55,3,1,487,1,43,452,0
8,19,6,1,470,1,43,470,0
9,28,5,1,441,1,43,441,0
11,11,1,0,-459,1,43,-459,0
12,34,4,1,-455,1,43,414,0
13,41,2,0,-424,1,43,-424,0
14,9,6,1,441,1,43,441,0
15,53,2,0,-495,1,43,-495,0
17,40,4,0,425,1,43,-484,0
18,10,6,1,405,1,43,405,0
19,24,6,1,488,1,43,488,0
20,71,2,0,-406,1,43,-406,0
21,63,5,0,404,1,43,-425,0
22,31,5,1,415,1,43,415,0
24,18,6,1,438,1,43,438,0
25,26,2,0,-476,1,43,-476,0
27,1,0,0,-481,1,43,-481,0
28,95,6,0,424,1,43,-472,0
29,45,3,1,-448,1,43,492,0
30,59,2,0,-500,1,43,-465,0
32,24,2,0,-469,1,43,-469,0
33,63,4,0,462,1,43,-431,0
34,21,4,1,499,1,43,445,0
35,66,4,0,-423,1,43,-423,0
36,92,0,1,-451,1,43,417,0
37,21,2,0,-418,1,43,-418,0
38,95,0,1,446,1,43,499,0
40,19,2,0,-481,1,43,-481,0
41,86,2,1,448,1,43,479,0
42,12,2,0,-467,1,43,-467,0
43,34,4,1,455,1,43,455,0
44,56,3,1,473,1,43,458,0
46,28,5,1,455,1,43,455,0
