n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr
27,81,5,0,-403,1
28,61,4,0,-420,1
29,62,4,0,-496,1
30,97,6,1,456,1
32,27,2,1,427,1
33,1,0,1,454,1
34,94,5,1,495,1
35,56,4,1,462,1
36,74,3,1,-469,1
37,80,4,1,401,1
38,8,0,1,459,1
40,78,5,0,-455,1
41,43,3,0,-405,1
42,91,5,1,405,1
43,66,5,0,486,1
44,38,3,0,-475,1
46,73,4,0,-477,1
47,66,4,1,413,1
48,43,3,0,-421,1
1,54,5,0,-484,0
2,30,3,0,-423,0
3,97,6,1,-428,0
4,46,6,1,-420,0
5,71,2,0,-435,0
7,69,2,0,-451,0
8,80,2,1,-427,0
9,79,1,1,-449,0
11,94,3,1,461,0
12,73,1,1,-417,0
13,49,4,0,-481,0
14,71,4,1,487,0
15,99,0,0,496,0
17,37,4,1,468,0
18,7,1,1,460,0
19,31,4,1,-498,0
20,8,0,1,492,0
21,21,2,0,-454,0
22,86,3,0,-421,0
24,68,3,1,416,0
25,83,2,1,-495,0
27,12,0,1,412,0
28,6,0,0,-405,0
29,48,5,1,-418,0
30,40,3,0,-448,0
32,40,3,1,440,0
33,96,5,0,-447,0
34,17,1,0,-409,0
35,99,0,1,-410,0
36,75,3,0,-412,0
37,77,4,0,-496,0
38,28,2,0,-431,0
40,99,0,1,-425,0
41,24,5,1,-403,0
42,42,5,0,-402,0
43,6,0,0,-437,0
44,46,6,0,-460,0
46,99,0,0,433,0
47,54,3,1,-458,0
48,76,1,1,-496,0
1,39,6,1,444,1
2,4,0,0,-428,1
3,89,6,1,-489,1
4,11,0,0,-464,1
5,61,5,1,490,1
7,85,6,1,-446,1
8,25,4,1,463,1
9,32,4,0,-489,1
11,97,6,0,406,1
12,40,4,1,471,1
13,84,4,0,-464,1
14,58,6,1,425,1
15,57,6,1,489,1
17,62,6,0,463,1
18,40,4,0,-487,1
19,3,0,0,-431,1
20,96,6,1,456,1
21,35,4,0,-412,1
22,27,3,1,461,1
24,19,2,0,-432,1
25,7,1,0,-406,1
27,45,6,1,433,1
28,95,6,1,-448,1
29,19,3,1,482,1
30,82,6,0,500,1
32,25,3,1,437,1
33,21,2,0,-493,1
34,74,4,1,480,1
35,88,6,1,-401,1
36,87,6,0,487,1
37,33,4,1,459,1
38,46,6,0,437,1
40,31,3,1,420,1
41,34,3,1,485,1
42,91,6,0,435,1
43,56,0,1,424,1
44,5,0,0,-482,1
46,44,5,1,488,1
47,34,3,1,426,1
48,7,1,0,-499,1
1,85,6,0,468,0
2,46,0,1,421,0
3,90,0,0,-459,0
4,23,0,1,455,0
5,66,0,1,401,0
7,72,5,1,471,0
8,49,6,0,-445,0
9,89,6,0,446,0
11,78,6,0,491,0
12,97,6,1,-485,0
13,60,4,1,442,0
14,74,0,0,-435,0
15,73,0,1,499,0
17,84,6,1,-493,0
18,90,6,0,421,0
19,57,0,0,-455,0
20,43,6,0,465,0
21,26,0,0,-468,0
22,97,4,1,460,0
24,4,0,1,458,0
25,27,6,0,-445,0
27,98,6,0,489,0
28,59,0,1,421,0
29,10,0,0,-428,0
30,52,0,0,-441,0
32,16,0,0,-458,0
33,53,0,1,444,0
34,80,6,0,441,0
35,30,0,0,-497,0
36,51,0,1,439,0
37,21,6,1,-477,0
38,65,4,1,494,0
40,84,5,1,425,0
41,7,0,1,497,0
42,49,0,1,429,0
43,72,6,1,459,0
44,83,6,1,-406,0
46,95,6,1,463,0
47,57,4,1,493,0
48,60,6,0,457,0
1,82,6,1,480,1
2,6,6,0,-489,1
3,39,6,0,-490,1
4,42,6,1,492,1
5,84,5,0,-423,1
7,10,3,1,-478,1
8,33,4,1,417,1
9,57,6,0,-467,1
11,34,6,0,-446,1
12,42,3,1,454,1
13,45,4,0,444,1
14,3,6,1,408,1
15,24,6,1,401,1
17,26,6,0,-477,1
18,42,0,1,-469,1
19,50,3,1,457,1
20,27,0,1,479,1
21,37,2,1,400,1
22,49,1,0,-459,1
24,51,2,0,-479,1
25,52,0,1,420,1
27,17,0,0,-482,1
28,85,4,1,468,1
29,9,0,1,450,1
30,87,3,1,494,1
32,44,2,1,416,1
33,61,6,1,-426,1
34,61,3,0,-474,1
35,70,6,1,-413,1
36,45,1,0,-455,1
37,84,2,1,491,1
38,56,3,1,412,1
40,38,0,0,-457,1
41,35,6,0,450,1
42,7,0,1,413,1
43,35,2,1,434,1
44,97,4,1,475,1
46,34,2,1,439,1
47,44,1,1,499,1
48,8,6,1,-403,1
1,42,6,0,-424,0
2,29,6,1,474,0
3,19,6,0,-417,0
4,44,5,1,432,0
5,35,6,0,433,0
7,70,1,0,451,0
8,94,6,0,-483,0
9,12,6,0,-468,0
11,8,6,1,488,0
12,99,1,1,-488,0
13,30,3,0,-418,0
14,36,6,0,482,0
15,85,6,1,485,0
17,45,0,1,-492,0
18,56,6,1,443,0
19,6,6,0,-463,0
20,20,6,1,436,0
21,82,6,1,408,0
22,43,6,0,-423,0
24,20,6,0,-476,0
25,93,5,1,452,0
27,59,5,1,449,0
28,52,6,1,463,0
29,47,6,0,-488,0
30,35,5,1,459,0
32,69,2,0,-413,0
33,93,0,1,-489,0
34,39,3,0,415,0
35,63,0,1,-434,0
36,75,0,0,446,0
37,21,3,1,472,0
38,72,0,1,-456,0
40,71,4,1,419,0
41,57,0,0,456,0
42,61,0,1,-404,0
43,21,5,1,418,0
44,98,3,0,402,0
46,24,0,0,447,0
47,94,3,0,460,0
48,35,5,1,465,0
1,26,6,0,498,1
2,83,6,0,435,1
3,18,6,1,434,1
4,75,6,1,499,1
5,85,6,1,-444,1
7,64,6,0,459,1
8,87,6,0,482,1
9,60,6,1,444,1
11,96,6,1,439,1
12,68,6,0,-419,1
13,56,6,1,487,1
14,93,6,0,479,1
15,16,6,0,-417,1
17,83,6,0,-405,1
18,29,6,0,-413,1
19,9,6,0,-495,1
20,71,6,0,452,1
21,13,6,1,481,1
22,52,6,0,500,1
24,21,6,0,-461,1
25,69,6,0,463,1
27,1,6,1,419,1
28,67,6,0,-456,1
29,2,6,1,429,1
30,20,6,0,-487,1
32,4,6,0,-418,1
33,43,6,1,-453,1
34,29,6,0,-484,1
35,72,6,0,-472,1
36,96,6,0,-419,1
37,89,6,0,449,1
38,93,6,0,431,1
40,58,6,1,429,1
41,86,6,1,-480,1
42,15,6,1,457,1
43,56,6,0,-422,1
44,89,6,1,-498,1
46,82,6,1,-455,1
47,14,6,0,-469,1
48,51,6,1,-443,1
1,39,6,0,-441,0
2,93,6,0,-475,0
3,29,6,1,488,0
4,65,6,0,-433,0
5,33,6,0,-482,0
7,88,6,1,422,0
8,29,6,1,410,0
9,48,6,0,-499,0
11,18,6,1,490,0
12,37,6,1,471,0
13,56,6,1,410,0
14,80,6,1,-432,0
15,2,6,0,-450,0
17,5,6,1,416,0
18,81,6,1,-455,0
19,76,6,0,495,0
20,63,6,0,499,0
21,6,6,0,-447,0
22,22,6,0,-441,0
24,97,6,1,-472,0
25,65,6,0,-471,0
27,91,6,0,-409,0
28,59,6,1,499,0
29,89,6,0,-480,0
30,79,6,1,448,0
32,60,6,0,-438,0
33,15,6,1,404,0
34,46,6,1,408,0
35,69,6,0,-480,0
36,70,6,0,469,0
37,50,6,0,-481,0
38,18,6,0,-441,0
40,43,6,0,450,0
41,20,6,1,456,0
42,43,6,0,476,0
43,21,6,0,-422,0
44,49,6,0,-424,0
46,98,6,1,-420,0
47,13,6,1,500,0
48,54,6,1,443,0
1,93,0,1,442,1
2,57,0,0,473,1
3,84,0,0,447,1
4,53,0,1,460,1
5,84,0,1,-487,1
7,25,6,0,-483,1
8,22,0,1,473,1
9,49,0,0,-485,1
11,63,0,1,-430,1
12,17,6,1,480,1
13,38,6,1,469,1
14,5,0,0,488,1
15,20,0,1,402,1
17,15,6,1,499,1
18,49,0,0,434,1
19,56,0,0,446,1
20,35,0,0,-445,1
21,98,0,1,483,1
22,92,0,1,-483,1
24,30,6,1,450,1
25,33,6,1,444,1
27,86,6,0,-465,1
28,3,6,1,471,1
29,67,6,0,-409,1
30,38,6,1,493,1
32,4,6,1,428,1
33,44,6,1,410,1
34,42,0,0,-410,1
35,59,0,0,-481,1
36,30,6,0,-486,1
37,63,6,0,-429,1
38,15,0,1,-414,1
40,75,0,1,400,1
41,8,6,0,-417,1
42,9,6,0,-452,1
43,19,6,0,-459,1
44,10,6,1,418,1
46,96,0,0,417,1
47,93,0,1,491,1
48,89,0,1,-439,1
1,52,5,1,422,0
2,21,5,1,432,0
3,28,6,1,464,0
4,94,6,1,497,0
5,22,6,0,-490,0
7,97,0,1,-431,0
8,8,6,1,408,0
9,10,6,1,436,0
11,42,6,1,456,0
12,23,6,0,-446,0
13,12,6,1,493,0
14,53,3,1,492,0
15,60,0,0,-419,0
17,65,0,0,463,0
18,59,6,0,-491,0
19,91,0,1,-408,0
20,16,6,1,483,0
21,30,6,1,481,0
22,39,6,0,-449,0
24,27,6,0,-436,0
25,27,6,0,-459,0
27,50,0,0,-448,0
28,10,6,0,-434,0
29,96,0,1,-476,0
30,32,6,0,-461,0
32,70,6,1,419,0
33,36,6,0,-453,0
34,20,6,1,425,0
35,82,0,1,410,0
36,86,0,0,440,0
37,41,0,1,443,0
38,16,6,0,-409,0
40,21,6,1,417,0
41,75,0,0,-446,0
42,66,0,0,487,0
43,84,0,0,-442,0
44,48,0,0,-497,0
46,78,0,1,465,0
47,38,6,1,461,0
48,74,6,0,-417,0
1,84,6,1,-491,1
2,8,6,0,-427,1
3,16,6,1,468,1
4,59,6,0,-488,1
5,30,6,0,-481,1
7,71,6,1,-463,1
8,51,6,0,-453,1
9,53,6,0,-410,1
11,25,6,0,-497,1
12,10,6,0,-417,1
13,77,6,1,494,1
14,26,6,1,402,1
15,52,6,0,-478,1
17,21,6,1,459,1
18,33,6,1,494,1
19,72,6,1,464,1
20,50,6,1,-492,1
21,28,6,0,-433,1
22,48,6,1,-434,1
24,49,6,0,-481,1
25,17,6,0,-421,1
27,49,6,1,477,1
28,91,6,1,-495,1
29,51,6,0,-495,1
30,86,6,1,-415,1
32,38,6,0,-455,1
33,39,6,1,470,1
34,43,6,0,439,1
35,1,6,0,-428,1
36,44,6,1,440,1
37,15,6,1,454,1
38,97,6,0,-495,1
40,82,6,0,-408,1
41,18,6,1,478,1
42,93,6,0,-416,1
43,82,6,1,-406,1
44,8,6,0,-478,1
46,89,6,0,453,1
47,78,6,1,-454,1
48,56,6,0,-470,1
1,20,6,0,-450,0
2,97,6,0,452,0
3,69,6,0,-403,0
4,2,6,0,-408,0
5,84,6,0,486,0
7,70,6,1,459,0
8,52,6,0,-445,0
9,38,6,1,-425,0
11,80,6,1,436,0
12,63,6,1,-470,0
13,13,6,1,461,0
14,41,6,0,405,0
15,49,6,1,412,0
17,95,6,0,-452,0
18,86,6,0,-439,0
19,43,6,0,-477,0
20,55,6,0,-422,0
21,29,6,0,-404,0
22,7,6,0,-426,0
24,8,6,1,476,0
25,64,6,1,-404,0
27,94,6,1,-495,0
28,75,6,1,-493,0
29,70,6,1,411,0
30,8,6,1,490,0
32,36,6,0,-472,0
33,89,6,0,-426,0
34,68,6,0,-450,0
35,63,6,0,-450,0
36,10,6,1,472,0
37,57,6,1,-455,0
38,83,6,0,456,0
40,17,6,0,-420,0
41,72,6,0,-498,0
42,39,6,1,472,0
43,79,6,0,-478,0
44,88,6,1,-438,0
46,74,6,1,483,0
47,50,6,1,444,0
48,23,6,0,-493,0
1,54,3,1,-426,1
2,8,6,1,447,1
3,70,4,0,496,1
4,94,4,1,-460,1
5,66,6,0,-409,1
7,61,4,1,476,1
8,78,6,0,-472,1
9,64,2,0,-496,1
11,10,6,0,-404,1
12,12,6,1,417,1
13,18,5,1,430,1
14,59,4,1,485,1
15,71,4,0,-484,1
17,10,6,1,-479,1
18,56,5,1,447,1
19,31,4,0,-460,1
20,81,2,1,465,1
21,80,3,0,-419,1
22,13,6,0,-445,1
24,88,1,1,494,1
25,29,4,1,414,1
27,13,5,0,-414,1
28,6,6,0,-407,1
29,99,4,0,-494,1
30,89,3,0,-439,1
32,12,5,0,-403,1
33,69,4,1,-411,1
34,25,4,0,-481,1
35,67,3,0,-445,1
36,2,6,1,478,1
37,68,5,1,407,1
38,57,4,1,445,1
40,15,5,0,-438,1
41,99,4,1,-420,1
42,14,6,0,-405,1
43,13,6,1,444,1
44,62,2,1,-425,1
46,46,4,1,468,1
47,20,5,0,-471,1
48,70,2,0,405,1
1,33,3,0,-493,0
2,73,2,0,-419,0
3,78,2,0,-462,0
4,98,0,1,-448,0
5,98,6,0,438,0
7,94,2,1,-482,0
8,88,2,1,-421,0
9,13,4,0,-421,0
11,57,3,0,-478,0
12,38,4,1,499,0
13,63,6,1,495,0
14,26,6,1,467,0
15,81,3,0,-416,0
17,63,5,1,499,0
18,8,6,1,445,0
19,12,4,0,-420,0
20,93,6,0,448,0
21,92,0,1,-466,0
22,84,1,0,-480,0
24,53,2,0,490,0
25,27,3,0,458,0
27,34,2,0,-402,0
28,29,3,0,484,0
29,80,5,0,432,0
30,72,5,1,492,0
32,81,4,1,461,0
33,91,4,0,470,0
34,8,4,0,-451,0
35,44,5,1,486,0
36,54,1,0,-436,0
37,25,4,0,410,0
38,32,1,0,-490,0
40,15,6,1,427,0
41,8,6,1,482,0
42,84,6,1,483,0
43,28,0,0,-457,0
44,82,0,1,-441,0
46,31,6,1,484,0
47,58,6,1,400,0
48,73,0,1,-477,0
1,15,6,1,-406,1
2,24,6,0,414,1
3,99,5,0,-475,1
4,41,6,1,-404,1
5,56,5,1,456,1
7,95,6,1,451,1
8,58,6,0,488,1
9,97,6,1,-474,1
11,61,3,0,-474,1
12,99,5,0,-465,1
13,56,4,0,-470,1
14,50,5,0,-403,1
15,3,2,0,-456,1
17,8,2,1,455,1
18,35,5,1,-460,1
19,43,4,0,-441,1
20,32,3,0,-494,1
21,48,4,0,-430,1
22,20,3,1,467,1
24,61,5,0,-422,1
25,93,5,1,483,1
27,42,4,1,482,1
28,55,4,0,446,1
29,40,3,0,-443,1
30,81,5,0,-440,1
32,62,5,1,406,1
33,86,2,0,429,1
34,81,5,0,-445,1
35,64,5,0,-414,1
36,50,4,1,491,1
37,38,3,1,458,1
38,90,5,1,483,1
40,85,5,1,454,1
41,47,2,1,401,1
42,85,5,0,-494,1
43,12,6,1,-442,1
44,36,4,0,-495,1
46,47,5,0,-417,1
47,72,6,0,-449,1
48,41,3,0,-465,1
1,79,1,1,454,0
2,50,5,0,-461,0
3,1,5,0,-499,0
4,7,5,0,-443,0
5,6,5,0,-463,0
7,30,1,1,487,0
8,48,6,0,-426,0
9,13,6,1,-487,0
11,39,2,1,495,0
12,26,5,0,-475,0
13,35,4,0,-481,0
14,88,5,0,-453,0
15,33,5,0,-485,0
17,98,4,1,466,0
18,84,5,0,401,0
19,38,2,1,442,0
20,14,2,1,402,0
21,4,2,1,445,0
22,49,5,0,-413,0
24,49,6,1,-429,0
25,36,2,0,-421,0
27,49,4,0,-486,0
28,51,2,1,420,0
29,93,5,0,-451,0
30,76,5,0,-442,0
32,43,3,0,-499,0
33,66,4,0,-420,0
34,12,2,0,496,0
35,73,5,0,-493,0
36,11,2,0,-472,0
37,74,1,1,-451,0
38,79,5,0,484,0
40,43,4,0,490,0
41,2,1,0,-418,0
42,41,4,1,467,0
43,97,1,0,418,0
44,97,1,0,485,0
46,89,1,0,452,0
47,77,5,1,407,0
48,61,2,0,458,0
1,24,6,1,497,1
2,6,6,1,494,1
3,22,2,0,-455,1
4,14,5,0,-476,1
5,56,6,1,406,1
7,40,6,1,447,1
8,39,5,0,-425,1
9,75,3,0,-438,1
11,61,3,0,-461,1
12,71,5,1,-432,1
13,81,5,0,401,1
14,41,6,1,469,1
15,9,5,1,463,1
17,76,2,0,-431,1
18,98,5,0,447,1
19,32,5,1,421,1
20,71,2,0,-461,1
21,5,6,1,488,1
22,47,5,0,-445,1
24,52,4,0,433,1
25,52,5,0,446,1
27,55,2,0,442,1
28,75,1,0,-449,1
29,4,6,1,486,1
30,94,5,1,-462,1
32,66,1,0,-488,1
33,14,6,0,-443,1
34,86,6,1,-481,1
35,27,1,1,-406,1
36,48,6,1,-479,1
37,25,5,1,432,1
38,61,1,1,417,1
40,7,6,0,-435,1
41,68,1,0,-408,1
42,13,6,1,449,1
43,64,5,1,-476,1
44,77,5,1,-475,1
46,25,1,1,-400,1
47,81,6,1,-435,1
48,78,1,0,-450,1
1,79,5,1,-492,0
2,64,5,1,-436,0
3,1,6,0,-487,0
4,11,6,1,441,0
5,74,5,0,-431,0
7,39,6,1,-445,0
8,36,5,1,484,0
9,51,5,0,474,0
11,28,5,1,480,0
12,62,6,1,-419,0
13,24,5,1,494,0
14,62,5,1,431,0
15,2,6,0,-486,0
17,87,5,1,-427,0
18,83,5,0,-408,0
19,30,5,1,436,0
20,21,5,1,403,0
21,50,5,1,430,0
22,24,5,1,400,0
24,36,5,1,453,0
25,68,6,0,-459,0
27,51,5,1,-462,0
28,76,5,0,-468,0
29,17,5,0,-471,0
30,97,6,0,444,0
32,39,5,0,-495,0
33,56,5,1,-409,0
34,84,6,1,435,0
35,1,5,1,494,0
36,16,5,0,-491,0
37,3,5,0,-427,0
38,47,6,0,480,0
40,82,5,1,-431,0
41,50,6,1,474,0
42,24,5,0,-402,0
43,9,6,1,472,0
44,90,6,0,483,0
46,17,5,0,-413,0
47,14,5,1,477,0
48,65,6,1,423,0
1,2,6,1,442,1
2,97,6,0,-408,1
3,2,6,1,446,1
4,59,5,0,-432,1
5,48,5,1,426,1
7,94,5,1,449,1
8,3,5,0,-474,1
9,21,5,1,-487,1
11,58,6,1,430,1
12,68,6,1,-406,1
13,8,6,0,-452,1
14,30,5,0,480,1
15,27,6,1,481,1
17,2,6,0,-420,1
18,23,6,0,465,1
19,42,6,1,450,1
20,34,6,1,412,1
21,55,6,0,-403,1
22,32,6,0,-411,1
24,17,6,0,-471,1
25,32,6,0,-467,1
27,79,6,0,-417,1
28,3,5,1,431,1
29,6,5,1,435,1
30,37,0,0,465,1
32,44,6,1,430,1
33,56,6,1,-433,1
34,70,6,1,429,1
35,13,6,0,-459,1
36,28,6,1,-433,1
37,13,6,1,438,1
38,14,6,1,400,1
40,46,6,0,477,1
41,89,5,1,441,1
42,85,6,1,458,1
43,19,6,0,-464,1
44,33,6,1,452,1
46,41,6,0,-416,1
47,74,6,0,-444,1
48,5,6,0,-439,1
1,96,6,1,441,0
2,38,6,0,443,0
3,5,6,0,-494,0
4,28,6,1,406,0
5,97,6,0,-495,0
7,1,6,0,-490,0
8,98,6,0,476,0
9,67,6,1,419,0
11,77,6,1,455,0
12,89,6,0,-474,0
13,37,6,0,-500,0
14,76,6,1,494,0
15,22,6,0,-415,0
17,81,6,1,-481,0
18,14,5,1,-431,0
19,20,6,0,-401,0
20,89,6,1,-468,0
21,98,6,0,422,0
22,88,6,1,430,0
24,18,3,1,484,0
25,86,6,1,436,0
27,39,6,0,-447,0
28,36,6,1,452,0
29,59,6,0,431,0
30,9,6,0,-421,0
32,6,6,0,-457,0
33,27,6,0,-473,0
34,5,6,1,454,0
35,25,6,1,478,0
36,56,6,0,-477,0
37,23,6,0,-460,0
38,59,6,1,-460,0
40,83,6,1,459,0
41,59,6,0,-460,0
42,66,5,1,400,0
43,39,5,0,-459,0
44,55,5,0,-419,0
46,55,5,0,-438,0
47,78,3,0,-442,0
48,51,3,1,-464,0
1,6,6,0,-436,1
2,8,6,0,-432,1
3,4,6,1,413,1
4,70,3,0,-478,1
5,15,6,0,-498,1
7,39,2,1,-433,1
8,74,6,0,417,1
9,20,6,1,473,1
11,93,2,0,-417,1
12,48,5,1,436,1
13,27,6,1,427,1
14,74,5,0,-444,1
15,40,5,1,443,1
17,99,6,0,413,1
18,13,1,1,-489,1
19,72,4,0,-430,1
20,20,6,1,413,1
21,49,5,1,436,1
22,53,2,1,474,1
24,87,6,1,456,1
25,87,5,0,418,1
27,23,6,1,410,1
28,26,6,1,412,1
29,34,6,0,-476,1
30,91,2,0,-499,1
32,58,6,0,476,1
33,41,5,1,428,1
34,75,6,1,-454,1
35,81,6,1,-410,1
36,59,6,0,-496,1
37,19,6,1,402,1
38,83,6,0,494,1
40,74,0,1,423,1
41,78,6,1,-408,1
42,2,6,0,-457,1
43,51,2,1,455,1
44,55,6,0,487,1
46,56,6,1,-498,1
47,44,5,1,453,1
48,92,6,1,437,1
1,77,5,1,445,0
2,19,5,0,-419,0
3,96,5,1,483,0
4,2,1,1,468,0
5,75,5,0,430,0
7,35,5,1,419,0
8,7,6,1,-465,0
9,53,3,1,-476,0
11,42,4,1,484,0
12,14,2,1,459,0
13,49,6,1,-454,0
14,64,4,0,423,0
15,97,6,0,465,0
17,58,5,1,404,0
18,30,4,0,-411,0
19,42,4,0,-421,0
20,74,6,0,416,0
21,52,2,1,421,0
22,33,5,0,-451,0
24,15,3,0,-428,0
25,45,5,1,-461,0
27,94,4,0,-469,0
28,59,2,1,487,0
29,75,1,0,-488,0
30,64,5,1,431,0
32,57,1,0,-425,0
33,65,5,0,-465,0
34,32,5,0,-488,0
35,34,5,1,445,0
36,66,5,0,-471,0
37,25,5,1,481,0
38,15,5,0,-450,0
40,42,3,0,-406,0
41,53,2,1,472,0
42,20,6,0,-483,0
43,67,5,1,-437,0
44,65,4,0,-419,0
46,6,5,1,442,0
47,38,5,0,-479,0
48,20,5,1,479,0
1,87,6,0,-432,1
2,27,6,0,-473,1
3,8,6,0,-429,1
4,56,6,1,464,1
5,2,5,0,-454,1
7,79,6,1,-459,1
8,7,5,1,477,1
9,76,6,0,-406,1
11,19,6,0,-445,1
12,26,6,1,-438,1
13,61,6,1,468,1
14,6,6,0,-493,1
15,99,6,1,498,1
17,85,6,0,-412,1
18,2,6,0,-457,1
19,48,6,1,442,1
20,60,6,1,422,1
21,62,6,0,-441,1
22,98,6,1,467,1
24,86,6,0,471,1
25,95,6,0,-451,1
27,78,6,1,421,1
28,82,6,0,492,1
29,48,6,0,-461,1
30,56,6,0,-497,1
32,42,6,0,-423,1
33,16,6,1,482,1
34,86,6,1,-404,1
35,2,6,0,-423,1
36,69,6,0,-445,1
37,62,6,1,438,1
38,10,6,1,403,1
40,88,6,1,500,1
41,62,6,0,-433,1
42,3,6,0,-467,1
43,59,6,0,-434,1
44,61,6,0,474,1
46,11,6,1,470,1
47,39,6,1,-442,1
48,73,6,0,-424,1
1,14,1,0,-420,1
2,95,5,0,-433,1
3,75,5,0,500,1
4,89,5,1,400,1
5,70,4,1,402,1
7,49,4,0,429,1
8,78,5,0,403,1
9,23,3,0,-459,1
11,61,3,0,-434,1
12,34,2,1,447,1
13,66,3,1,425,1
14,6,1,1,453,1
15,49,3,1,492,1
17,25,2,0,-439,1
18,96,5,1,428,1
19,27,2,1,425,1
20,83,6,0,454,1
21,32,4,1,-499,1
22,31,3,1,439,1
24,91,6,0,411,1
25,48,3,0,-469,1
27,78,5,1,429,1
28,87,6,1,-405,1
29,42,3,0,-480,1
30,90,5,1,409,1
32,58,5,1,-414,1
33,79,5,0,437,1
34,66,3,1,495,1
35,44,3,0,-416,1
36,89,5,1,454,1
37,93,5,0,-487,1
38,16,1,0,-481,1
40,56,3,1,492,1
41,70,5,1,-406,1
42,85,5,1,456,1
43,76,3,1,449,1
44,63,3,0,-426,1
46,25,2,1,458,1
47,9,1,1,463,1
48,1,0,0,-480,1
1,65,6,1,-465,0
2,18,0,0,-445,0
3,37,1,1,434,0
4,78,5,0,-411,0
5,96,5,0,-430,0
7,98,6,1,-407,0
8,48,3,0,-423,0
9,15,1,1,432,0
11,61,5,1,-478,0
12,20,1,1,487,0
13,59,4,0,-474,0
14,84,5,1,-445,0
15,26,2,0,-468,0
17,37,4,0,424,0
18,12,1,1,477,0
19,91,6,1,-404,0
20,97,6,0,407,0
21,36,2,1,489,0
22,77,6,0,411,0
24,93,5,0,-485,0
25,52,4,1,438,0
27,10,0,0,-498,0
28,32,1,0,-470,0
29,57,5,1,-418,0
30,88,4,0,-465,0
32,61,5,1,-434,0
33,90,6,0,451,0
34,12,1,1,408,0
35,9,0,0,-448,0
36,49,3,1,492,0
37,68,3,1,480,0
38,55,3,1,431,0
40,2,0,1,441,0
41,8,0,1,409,0
42,72,5,1,-483,0
43,52,3,1,433,0
44,51,2,0,-447,0
46,39,4,0,476,0
47,36,2,1,435,0
48,13,1,0,-442,0
1,9,6,1,479,1
2,22,6,0,412,1
3,1,5,1,410,1
4,77,6,1,437,1
5,77,6,1,478,1
7,26,6,0,-406,1
8,6,6,0,-442,1
9,25,6,0,-463,1
11,79,6,1,451,1
12,95,6,0,472,1
13,10,6,1,443,1
14,25,6,1,438,1
15,94,6,0,482,1
17,21,6,0,-405,1
18,56,6,0,431,1
19,32,6,0,-453,1
20,53,6,1,457,1
21,49,6,0,-421,1
22,6,5,0,-481,1
24,28,6,0,-410,1
25,15,6,0,-470,1
27,74,6,1,437,1
28,63,6,1,-476,1
29,37,6,1,413,1
30,49,6,0,470,1
32,92,6,1,428,1
33,28,6,0,-424,1
34,72,6,0,470,1
35,96,6,1,495,1
36,11,6,1,480,1
37,14,6,1,-400,1
38,38,6,1,484,1
40,38,6,1,-457,1
41,60,6,1,401,1
42,11,6,0,-437,1
43,89,6,1,494,1
44,58,6,1,-465,1
46,29,6,0,-405,1
47,79,6,1,-497,1
48,90,6,0,427,1
1,68,1,1,450,0
2,35,1,0,-467,0
3,68,0,1,462,0
4,97,2,1,401,0
5,8,0,1,466,0
7,4,0,1,452,0
8,3,0,1,412,0
9,91,6,1,-436,0
11,70,5,1,-496,0
12,91,6,1,-416,0
13,21,0,0,-465,0
14,42,1,1,463,0
15,55,2,0,-421,0
17,88,4,0,-474,0
18,94,6,1,-429,0
19,90,6,1,-488,0
20,11,0,0,-452,0
21,23,0,1,458,0
22,97,5,1,423,0
24,41,2,0,-431,0
25,72,3,0,-481,0
27,55,2,0,-492,0
28,42,1,0,-432,0
29,37,6,1,-472,0
30,38,0,0,-441,0
32,87,2,0,-409,0
33,87,6,0,492,0
34,92,4,1,412,0
35,52,5,1,-414,0
36,46,2,1,402,0
37,44,0,1,405,0
38,73,3,0,-414,0
40,86,2,1,485,0
41,49,0,0,-478,0
42,64,1,1,482,0
43,77,2,0,-419,0
44,94,6,1,-464,0
46,28,0,0,-444,0
47,16,0,0,-483,0
48,49,0,0,-468,0
1,63,2,1,426,1
2,60,6,1,490,1
3,96,5,1,-466,1
4,2,4,0,-476,1
5,54,6,0,485,1
7,94,3,1,434,1
8,42,2,0,-401,1
9,40,2,1,405,1
11,32,2,1,452,1
12,47,4,1,-454,1
13,2,1,0,-410,1
14,53,5,1,-471,1
15,54,2,1,411,1
17,90,5,1,453,1
18,42,4,1,490,1
19,99,2,0,-459,1
20,1,4,1,405,1
21,73,2,1,459,1
22,23,5,1,404,1
24,59,6,0,-423,1
25,42,3,0,-432,1
27,21,2,1,-415,1
28,27,1,0,-416,1
29,21,4,0,-490,1
30,57,2,1,449,1
32,64,5,1,457,1
33,42,3,0,-472,1
34,43,5,1,463,1
35,24,6,1,463,1
36,72,5,1,428,1
37,6,4,1,470,1
38,36,3,0,-471,1
40,33,5,1,424,1
41,54,3,0,-486,1
42,70,4,1,485,1
43,27,5,1,428,1
44,99,4,0,-409,1
46,1,5,1,478,1
47,59,3,0,-449,1
48,11,2,0,-455,1
1,7,4,0,-498,0
2,75,3,1,455,0
3,75,4,0,464,0
4,53,2,0,448,0
5,72,5,0,438,0
7,67,2,0,-431,0
8,40,4,1,-440,0
9,95,4,1,-434,0
11,89,4,1,446,0
12,82,5,0,-404,0
13,77,2,1,-473,0
14,59,5,0,-484,0
15,3,6,0,-418,0
17,80,5,0,462,0
18,6,2,1,463,0
19,30,6,0,-434,0
20,4,5,1,443,0
