n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr
12,43,0,1,-419,0
13,64,0,1,-451,0
14,60,4,1,427,0
15,23,0,1,-411,0
17,90,0,1,-453,0
18,74,0,1,-478,0
19,95,3,1,497,0
20,51,0,1,-485,0
21,34,3,0,-452,0
22,24,3,0,-443,0
24,13,3,0,-498,0
25,95,0,0,485,0
27,27,3,0,-495,0
28,78,3,0,-462,0
29,4,3,1,414,0
30,81,0,0,444,0
32,97,3,1,-451,0
33,42,3,1,445,0
34,6,4,0,-403,0
35,71,2,1,444,0
36,9,0,0,-497,0
37,98,0,1,-470,0
38,63,0,0,402,0
40,59,4,1,436,0
41,35,4,1,449,0
42,45,3,1,409,0
43,76,3,0,-486,0
44,92,1,0,404,0
46,57,3,0,-421,0
47,80,1,0,-420,0
48,67,0,1,-430,0
1,67,4,1,-401,0
2,12,2,1,482,0
3,84,4,0,-431,0
4,39,3,1,500,0
5,22,3,0,-471,0
7,98,4,1,470,0
8,75,4,0,400,0
9,20,2,0,-439,0
11,34,2,0,-432,0
12,37,3,0,-417,0
13,33,2,1,487,0
14,66,2,1,409,0
15,79,5,0,423,0
17,52,3,1,433,0
18,45,4,0,476,0
19,52,4,0,-436,0
20,7,1,1,489,0
21,67,2,1,454,0
22,47,2,0,-471,0
24,66,4,0,440,0
25,26,4,1,-474,0
27,89,4,0,487,0
28,75,3,1,434,0
29,53,2,0,-444,0
30,89,4,0,409,0
32,25,4,1,-469,0
33,70,4,0,498,0
34,97,5,1,421,0
35,87,4,1,488,0
36,33,2,0,-439,0
37,97,5,0,492,0
38,88,4,1,-467,0
40,33,2,0,-500,0
41,15,1,1,410,0
42,7,1,1,417,0
43,95,3,0,-468,0
44,12,2,1,425,0
46,67,3,0,428,0
47,55,2,0,-409,0
48,71,4,0,-428,0
1,62,6,0,497,0
2,94,0,1,-452,0
3,28,6,1,484,0
4,92,1,1,-431,0
5,11,1,0,-434,0
7,12,6,1,473,0
8,55,1,0,-481,0
9,29,5,1,490,0
11,31,5,1,486,0
12,34,6,0,430,0
13,44,6,1,449,0
14,80,5,0,416,0
15,76,1,0,-458,0
17,59,5,1,481,0
18,2,5,1,435,0
19,58,6,0,475,0
20,14,3,1,427,0
21,62,2,0,-428,0
22,12,5,1,489,0
24,98,4,1,465,0
25,40,1,0,-453,0
27,19,0,0,-454,0
28,41,4,1,436,0
29,19,2,0,-421,0
30,73,0,0,-492,0
32,18,2,0,-490,0
33,37,1,0,-429,0
34,56,5,0,419,0
35,88,3,0,-456,0
36,26,5,1,497,0
37,2,5,1,430,0
38,41,5,1,438,0
40,45,4,1,439,0
41,36,0,0,-486,0
42,31,4,1,405,0
43,51,3,0,413,0
44,23,4,1,449,0
46,24,0,0,-417,0
47,65,4,1,479,0
48,82,3,1,414,0
1,95,1,1,455,0
2,4,5,0,-471,0
3,33,3,0,-484,0
4,76,2,1,447,0
5,86,2,1,497,0
7,46,1,1,403,0
8,91,6,1,-478,0
9,61,2,0,442,0
11,31,4,0,-419,0
12,29,2,1,485,0
13,74,5,0,488,0
14,46,2,0,-408,0
15,44,2,0,-445,0
17,33,5,1,-420,0
18,75,6,0,421,0
19,12,1,0,-434,0
20,99,6,0,443,0
21,94,4,0,-486,0
22,65,4,0,433,0
24,88,2,1,474,0
25,24,2,1,453,0
27,96,4,0,-443,0
28,9,2,1,470,0
29,27,2,1,463,0
30,39,2,0,-407,0
32,88,4,0,-465,0
33,16,2,1,451,0
34,86,2,1,457,0
35,19,2,0,-437,0
36,94,5,0,-435,0
37,12,2,0,-423,0
38,62,5,0,406,0
40,66,3,1,405,0
41,67,2,0,-447,0
42,18,1,1,445,0
43,38,4,0,-437,0
44,53,2,1,482,0
46,20,1,1,431,0
47,79,5,0,443,0
48,90,4,0,408,0
1,91,6,1,-476,0
2,94,2,1,431,0
3,32,1,1,407,0
4,45,1,0,-469,0
5,31,1,1,482,0
7,47,1,0,-498,0
8,10,1,0,-475,0
9,56,2,1,427,0
11,70,2,1,463,0
12,62,1,0,-465,0
13,10,1,0,-460,0
14,19,1,1,461,0
15,18,1,0,-493,0
17,9,1,0,-405,0
18,98,6,0,493,0
19,40,1,0,-498,0
20,79,2,1,441,0
21,94,6,0,490,0
22,4,0,0,-460,0
24,8,1,0,-400,0
25,1,0,0,-478,0
27,10,1,0,-468,0
28,2,0,0,-489,0
29,88,2,1,417,0
30,62,1,0,-451,0
32,30,1,0,-457,0
33,83,2,1,486,0
34,25,6,1,-436,0
35,38,1,1,470,0
36,20,1,1,460,0
37,93,2,1,463,0
38,77,2,0,-499,0
40,12,6,1,-470,0
41,65,6,1,-441,0
42,49,1,1,490,0
43,43,6,0,447,0
44,88,2,1,436,0
46,11,1,1,465,0
47,77,6,1,-477,0
48,35,1,1,418,0
1,20,2,1,468,0
2,94,2,0,-432,0
3,61,4,1,451,0
4,93,4,0,500,0
5,75,4,1,-430,0
7,60,4,1,-463,0
8,75,4,0,436,0
9,78,4,1,-483,0
11,93,4,0,430,0
12,72,2,0,-487,0
13,60,2,0,-499,0
14,25,2,0,-460,0
15,81,2,1,444,0
17,7,2,0,-500,0
18,83,5,0,470,0
19,76,2,0,-449,0
20,69,2,0,-476,0
21,60,6,1,-497,0
22,44,3,1,437,0
24,82,2,1,416,0
25,61,2,1,442,0
27,1,2,0,-477,0
28,29,2,0,-465,0
29,79,2,1,404,0
30,28,2,0,-416,0
32,83,6,1,-418,0
33,99,5,1,-435,0
34,33,2,0,-412,0
35,7,1,0,-491,0
36,69,1,0,-440,0
37,11,5,0,474,0
38,20,1,0,-475,0
40,74,4,0,-473,0
41,13,5,0,-498,0
42,55,2,0,-406,0
43,70,2,0,-405,0
44,26,2,0,-473,0
46,34,2,1,450,0
47,81,2,1,435,0
48,61,2,1,409,0
1,64,3,1,451,0
2,67,2,1,-427,0
3,38,4,1,481,0
4,42,4,0,462,0
5,9,4,0,-400,0
7,27,2,1,-462,0
8,48,4,1,407,0
9,24,4,0,-457,0
11,72,4,0,410,0
12,77,1,0,455,0
13,10,6,0,-422,0
14,28,2,0,417,0
15,36,4,1,464,0
17,36,5,1,472,0
18,55,5,0,-444,0
19,85,0,0,486,0
20,88,6,1,-452,0
21,20,1,0,-422,0
22,48,5,0,472,0
24,14,5,0,-435,0
25,6,0,1,460,0
27,15,5,0,-453,0
28,2,5,0,-497,0
29,87,0,0,-442,0
30,50,4,0,-404,0
32,28,4,0,-442,0
33,42,4,0,-500,0
34,86,1,1,473,0
35,86,1,0,-479,0
36,89,1,1,-466,0
37,72,5,1,-413,0
38,2,6,1,444,0
40,48,3,0,-471,0
41,94,6,0,443,0
42,70,6,1,-405,0
43,62,5,0,479,0
44,29,2,1,426,0
46,12,5,1,497,0
47,18,1,0,-478,0
48,89,1,1,407,0
1,41,4,1,425,0
2,36,3,1,438,0
3,59,4,0,420,0
4,57,5,0,-493,0
5,13,2,1,419,0
7,5,2,1,446,0
8,91,5,1,-453,0
9,15,2,1,-479,0
11,15,3,0,-435,0
12,19,3,1,418,0
13,8,1,1,469,0
14,22,2,0,-479,0
15,53,5,1,-400,0
17,87,3,0,-436,0
18,70,3,1,492,0
19,38,3,0,-413,0
20,10,2,1,461,0
21,39,2,1,449,0
22,81,3,1,413,0
24,86,5,1,459,0
25,98,6,0,488,0
27,53,2,1,453,0
28,14,2,0,-455,0
29,21,2,0,-470,0
30,61,4,1,478,0
32,33,5,1,-442,0
33,46,2,1,424,0
34,44,2,1,442,0
35,57,2,0,-407,0
36,52,2,0,-465,0
37,30,5,1,-446,0
38,41,3,1,400,0
40,69,5,0,494,0
41,15,2,1,500,0
42,72,4,1,490,0
43,90,5,1,-411,0
44,87,5,0,-495,0
46,76,5,1,-478,0
47,29,2,1,406,0
48,47,2,1,456,0
1,80,1,1,484,0
2,32,3,1,459,0
3,9,4,1,430,0
4,80,2,1,427,0
5,2,6,1,401,0
7,46,3,1,432,0
8,46,3,0,-455,0
9,93,1,1,500,0
11,35,5,1,-492,0
12,76,1,1,459,0
13,45,4,1,-412,0
14,82,2,0,408,0
15,1,5,0,-444,0
17,67,3,1,482,0
18,7,4,1,418,0
19,51,3,0,-448,0
20,97,1,1,418,0
21,2,5,1,491,0
22,51,4,0,476,0
24,31,5,1,-427,0
25,70,2,0,-423,0
27,75,3,0,492,0
28,99,0,1,492,0
29,71,2,0,-466,0
30,91,1,0,-436,0
32,51,4,0,464,0
33,55,3,0,-491,0
34,5,5,1,481,0
35,52,4,1,-431,0
36,6,5,0,424,0
37,47,4,0,-496,0
38,85,2,0,421,0
40,27,4,1,474,0
41,62,4,0,443,0
42,81,1,0,-412,0
43,62,2,0,-484,0
44,53,3,0,-445,0
46,84,1,1,461,0
47,28,4,1,470,0
48,25,4,1,480,0
1,99,0,1,-450,0
2,23,6,1,442,0
3,61,6,1,416,0
4,62,5,1,-480,0
5,18,6,0,-414,0
7,63,6,1,426,0
8,42,0,0,489,0
9,57,5,1,420,0
11,5,6,0,-402,0
12,25,6,0,-437,0
13,95,6,1,492,0
14,98,6,1,435,0
15,57,6,1,455,0
17,21,6,0,-457,0
18,2,6,0,-415,0
19,40,6,0,-442,0
20,2,6,0,-439,0
21,74,5,0,-411,0
22,89,0,1,-499,0
24,4,6,1,451,0
25,26,6,1,471,0
27,52,6,1,439,0
28,30,5,0,-406,0
29,19,6,0,-460,0
30,51,6,1,459,0
32,27,6,0,-408,0
33,68,6,1,467,0
34,39,5,1,489,0
35,40,5,1,410,0
36,3,6,0,-462,0
37,14,6,1,442,0
38,90,5,0,-472,0
40,60,6,1,450,0
41,89,6,0,-449,0
42,77,5,0,-496,0
43,98,4,0,-496,0
44,62,0,1,-418,0
46,96,6,0,-462,0
47,92,5,1,497,0
48,46,6,1,429,0
1,89,2,1,-401,0
2,97,0,0,-442,0
3,37,0,1,440,0
4,58,2,0,-500,0
5,89,4,1,-433,0
7,39,1,0,-430,0
8,43,2,0,-476,0
9,29,3,1,446,0
11,6,1,0,-499,0
12,42,2,1,453,0
13,46,1,0,-478,0
14,14,2,1,490,0
15,20,2,0,-432,0
17,53,2,1,465,0
18,4,2,1,428,0
19,52,2,1,415,0
20,25,3,1,475,0
21,71,3,1,406,0
22,67,3,0,-434,0
24,73,2,0,-481,0
25,72,4,1,-468,0
27,32,3,1,449,0
28,39,4,1,-485,0
29,76,4,0,408,0
30,85,1,1,413,0
32,5,5,1,-468,0
33,62,2,0,-452,0
34,44,5,0,464,0
35,17,3,0,-459,0
36,4,0,1,457,0
37,61,1,1,411,0
38,71,0,0,-439,0
40,16,0,1,403,0
41,76,2,0,-455,0
42,84,0,0,-455,0
43,49,3,1,473,0
44,58,0,1,-489,0
46,87,0,1,451,0
47,46,0,0,-451,0
48,28,0,1,480,0
1,24,0,1,-489,0
2,89,0,1,447,0
3,73,0,0,-500,0
4,77,0,1,-494,0
5,28,3,0,-403,0
7,91,0,1,-419,0
8,6,6,1,427,0
9,13,6,1,494,0
11,30,5,0,-422,0
12,51,4,0,-480,0
13,30,4,1,484,0
14,10,4,1,462,0
15,64,3,1,466,0
17,65,3,1,470,0
18,64,4,0,497,0
19,42,3,1,481,0
20,95,3,1,456,0
21,13,3,0,-450,0
22,7,1,1,494,0
24,90,4,0,453,0
25,70,3,1,464,0
27,6,3,1,482,0
28,57,4,0,469,0
29,24,3,1,426,0
30,62,3,1,405,0
32,16,2,0,-457,0
33,98,3,1,441,0
34,10,3,1,476,0
35,17,3,1,482,0
36,55,3,0,-402,0
37,69,3,0,-431,0
38,64,3,1,407,0
40,26,3,1,437,0
41,53,3,1,444,0
42,87,4,0,-411,0
43,47,2,0,-497,0
44,96,5,0,495,0
46,38,3,0,-406,0
47,65,3,0,-427,0
48,14,1,0,-464,0
1,98,0,1,448,0
2,32,0,1,411,0
3,85,1,1,493,0
4,53,0,0,-493,0
5,62,0,1,452,0
7,64,6,1,-454,0
8,78,2,1,500,0
9,49,6,1,-414,0
11,81,6,0,486,0
12,45,6,1,-468,0
13,53,1,0,-447,0
14,51,1,0,-493,0
15,59,2,0,-463,0
17,1,0,0,-471,0
18,69,3,1,406,0
19,70,6,1,-435,0
20,42,6,0,429,0
21,58,1,0,-471,0
22,87,6,1,-440,0
24,74,5,1,-462,0
25,62,0,1,434,0
27,9,0,0,-463,0
28,66,6,0,466,0
29,81,2,0,-498,0
30,66,1,1,442,0
32,82,1,1,410,0
33,84,3,1,438,0
34,92,6,1,-450,0
35,33,0,1,451,0
36,21,0,1,468,0
37,26,6,1,-419,0
38,18,0,1,435,0
40,67,1,0,-461,0
41,48,4,0,-443,0
42,69,4,1,402,0
43,94,2,1,477,0
44,71,6,1,-402,0
46,17,0,0,-404,0
47,56,6,1,-462,0
48,36,0,0,-430,0
1,58,4,0,-493,0
2,82,6,1,-483,0
3,11,1,1,420,0
4,97,6,0,-438,0
5,51,4,0,-405,0
7,81,6,0,-427,0
8,74,5,0,-408,0
9,91,6,0,-470,0
11,25,3,1,-417,0
12,22,3,0,-491,0
13,15,1,1,475,0
14,92,6,0,-434,0
15,23,4,0,-454,0
17,40,4,0,497,0
18,63,1,1,411,0
19,76,1,1,-422,0
20,70,5,0,466,0
21,5,0,1,486,0
22,14,1,1,-479,0
24,94,6,0,488,0
25,69,5,1,-467,0
27,5,0,1,485,0
28,17,4,1,-459,0
29,34,5,1,470,0
30,7,0,0,-416,0
32,16,1,0,-473,0
33,73,5,1,415,0
34,92,6,0,-458,0
35,57,3,0,-480,0
36,45,3,1,464,0
37,30,1,1,443,0
38,94,6,1,-456,0
40,93,6,0,-418,0
41,73,5,0,-418,0
42,27,1,1,425,0
43,36,5,0,-451,0
44,64,5,1,493,0
46,72,6,1,-434,0
47,72,6,0,-478,0
48,84,6,0,440,0
1,49,4,0,-452,0
2,18,4,1,428,0
3,59,3,1,470,0
4,73,4,0,-418,0
5,83,4,1,-414,0
7,60,5,0,-410,0
8,67,3,0,-447,0
9,38,4,1,437,0
11,96,2,1,496,0
12,91,4,1,-459,0
13,6,5,1,465,0
14,10,3,0,-426,0
15,21,3,1,-418,0
17,92,4,0,-419,0
18,68,3,1,-452,0
19,96,3,0,475,0
20,81,3,0,-457,0
21,37,3,0,-404,0
22,92,3,0,-411,0
24,1,4,1,444,0
25,30,4,1,493,0
27,89,5,1,-413,0
28,5,5,1,472,0
29,1,4,1,428,0
30,47,4,1,420,0
32,64,4,1,436,0
33,3,3,1,445,0
34,68,3,1,-474,0
35,41,4,0,-434,0
36,76,4,0,-422,0
37,30,3,0,-417,0
38,80,3,0,458,0
40,76,4,1,493,0
41,72,3,0,-483,0
42,19,2,0,-439,0
43,39,5,0,436,0
44,38,3,0,-405,0
46,94,3,0,469,0
47,54,2,0,-468,0
48,13,5,0,-479,0
1,39,5,0,-401,0
2,35,5,0,-443,0
3,93,6,0,-483,0
4,17,2,1,468,0
5,84,6,1,444,0
7,30,6,0,436,0
8,51,5,1,482,0
9,59,3,0,-485,0
11,49,5,0,457,0
12,70,6,0,-417,0
13,6,1,1,428,0
14,78,5,0,-451,0
15,70,5,1,498,0
17,6,1,1,427,0
18,67,6,1,-473,0
19,86,4,0,-442,0
20,88,2,0,-428,0
21,50,6,0,406,0
22,55,3,1,473,0
24,21,3,1,417,0
25,59,4,0,-495,0
27,36,2,1,443,0
28,41,4,1,-461,0
29,90,6,0,446,0
30,50,2,1,446,0
32,90,2,1,406,0
33,69,6,0,-441,0
34,19,1,1,476,0
35,21,6,1,-400,0
36,24,4,1,445,0
37,43,2,1,497,0
38,57,2,0,-425,0
40,17,4,1,493,0
41,75,5,1,476,0
42,47,2,0,-493,0
43,46,3,0,-441,0
44,78,6,0,400,0
46,95,6,1,-402,0
47,45,5,1,465,0
48,45,2,1,437,0
1,35,1,1,411,0
2,33,2,1,489,0
3,36,2,0,-448,0
4,93,4,1,458,0
5,44,1,0,-468,0
7,92,6,1,-486,0
8,64,6,0,-410,0
9,93,6,0,-470,0
11,47,4,0,-469,0
12,19,1,1,445,0
13,15,6,1,-471,0
14,86,1,1,437,0
15,68,1,1,452,0
17,34,6,1,-415,0
18,78,5,0,-497,0
19,89,4,0,-464,0
20,18,0,1,429,0
21,87,2,1,477,0
22,52,0,0,-476,0
24,21,2,1,440,0
25,27,2,0,-459,0
27,8,1,0,-466,0
28,59,3,0,-448,0
29,98,6,0,459,0
30,72,6,1,-444,0
32,5,0,1,500,0
33,34,1,0,-455,0
34,23,2,0,-455,0
35,55,6,0,439,0
36,69,6,1,-464,0
37,15,3,0,-400,0
38,57,1,1,416,0
40,31,2,0,-441,0
41,98,6,1,-462,0
42,93,4,0,-416,0
43,25,5,1,400,0
44,34,4,0,-489,0
46,47,4,0,-442,0
47,43,5,1,457,0
48,7,0,0,-406,0
1,16,0,0,-482,0
2,43,0,0,496,0
3,43,0,0,-431,0
4,83,0,1,-427,0
5,3,0,0,-498,0
7,74,0,1,494,0
8,76,0,1,-481,0
9,27,0,1,441,0
11,46,0,1,484,0
12,69,0,1,-431,0
13,69,0,0,435,0
14,54,0,1,-416,0
15,23,0,0,-419,0
17,40,0,1,412,0
18,47,0,0,-434,0
19,54,0,1,436,0
20,40,0,1,443,0
21,93,0,0,456,0
22,5,0,0,-435,0
24,39,0,1,492,0
25,23,0,1,479,0
27,14,0,1,445,0
28,10,0,1,404,0
29,73,0,0,-440,0
30,92,0,0,-455,0
32,78,0,1,468,0
33,35,0,0,-402,0
34,66,0,0,-432,0
35,66,0,0,-429,0
36,54,0,0,-464,0
37,93,0,1,463,0
38,28,0,1,429,0
40,13,0,1,485,0
41,63,0,1,433,0
42,66,0,1,453,0
43,21,0,1,452,0
44,72,0,0,493,0
46,44,0,0,-480,0
47,73,0,1,-438,0
48,9,0,1,496,0
1,84,0,1,-449,0
2,23,6,0,-404,0
3,48,0,1,-426,0
4,56,1,1,-451,0
5,6,5,1,410,0
7,49,4,0,423,0
8,86,6,0,-467,0
9,57,6,1,464,0
11,87,5,0,475,0
12,80,1,0,-466,0
13,13,6,0,-426,0
14,6,6,1,494,0
15,88,0,1,429,0
17,4,6,1,441,0
18,67,3,0,-402,0
19,71,5,0,-477,0
20,93,6,1,-463,0
21,12,6,1,496,0
22,8,6,1,401,0
24,27,5,0,-435,0
25,98,6,0,463,0
27,75,2,1,405,0
28,59,0,0,439,0
29,64,0,0,499,0
30,36,6,1,473,0
32,45,2,0,-497,0
33,20,5,1,432,0
34,84,6,0,-493,0
35,81,0,1,491,0
36,89,0,0,-492,0
37,12,6,0,-465,0
38,90,6,1,486,0
40,94,6,1,-457,0
41,75,4,1,405,0
42,36,5,0,-466,0
43,94,0,0,-422,0
44,72,1,0,441,0
46,4,6,0,-444,0
47,22,6,1,-422,0
48,84,0,0,-499,0
1,63,6,1,451,0
2,61,5,1,418,0
3,93,5,1,-407,0
4,92,2,0,-499,0
5,75,5,1,463,0
7,21,1,0,-465,0
8,50,2,1,411,0
9,60,2,0,-403,0
11,15,1,0,-472,0
12,68,3,0,-421,0
13,56,1,1,-439,0
14,45,6,1,440,0
15,73,5,1,450,0
17,81,1,0,-432,0
18,2,5,1,404,0
19,66,1,0,-483,0
20,18,4,0,477,0
21,43,4,0,402,0
22,41,2,0,-425,0
24,94,5,1,497,0
25,39,1,0,-449,0
27,88,1,0,-446,0
28,96,5,0,478,0
29,13,5,1,402,0
30,14,5,1,444,0
32,37,4,1,-463,0
33,64,4,1,418,0
34,38,4,1,430,0
35,44,2,0,-451,0
36,90,6,1,445,0
37,38,5,1,482,0
38,67,4,1,-427,0
40,11,4,1,472,0
41,71,5,1,411,0
42,40,6,1,456,0
43,96,5,0,453,0
44,79,4,0,495,0
46,12,1,0,-429,0
47,62,5,1,486,0
48,72,5,1,480,0
1,9,3,0,-472,0
2,83,3,0,-431,0
3,68,4,0,402,0
4,26,3,1,435,0
5,14,3,1,427,0
7,57,3,1,455,0
8,36,2,0,-476,0
9,68,3,1,421,0
11,40,3,0,-455,0
12,6,3,0,-461,0
13,31,3,1,438,0
14,77,4,0,-444,0
15,30,3,0,-467,0
17,28,4,0,-483,0
18,49,3,0,-422,0
19,87,4,0,433,0
20,26,2,1,-480,0
21,18,4,0,490,0
22,76,3,1,447,0
24,61,3,0,499,0
25,92,3,1,-427,0
27,37,3,0,-435,0
28,12,3,0,-481,0
29,51,4,0,-407,0
30,30,2,0,-450,0
32,90,3,0,-469,0
33,33,3,1,479,0
34,98,4,0,-419,0
35,84,4,0,-493,0
36,77,5,0,466,0
37,52,2,1,495,0
38,90,4,0,491,0
40,80,3,1,427,0
41,86,2,1,471,0
42,35,3,1,428,0
43,27,3,0,-426,0
44,77,3,1,413,0
46,85,3,0,497,0
47,64,3,0,-479,0
48,96,3,0,-428,0
1,88,3,1,-445,0
2,58,3,1,-447,0
3,69,3,0,483,0
4,30,3,0,-449,0
5,66,3,0,-483,0
7,51,3,0,-490,0
8,58,3,1,458,0
9,62,3,1,441,0
11,57,3,0,435,0
12,57,3,1,-442,0
13,19,3,0,-401,0
14,66,3,0,417,0
15,86,3,0,-482,0
17,12,3,1,491,0
18,20,3,0,429,0
19,93,3,0,488,0
20,18,3,0,-433,0
21,87,3,0,-496,0
22,63,3,0,-423,0
24,78,3,1,-483,0
25,54,3,1,451,0
27,77,3,0,-442,0
28,44,3,1,500,0
29,68,3,0,-432,0
30,56,3,1,400,0
32,23,3,1,452,0
33,58,3,0,-418,0
34,59,3,1,452,0
35,26,3,0,-430,0
36,35,3,1,475,0
37,85,3,1,-489,0
38,84,3,1,416,0
40,5,3,0,-413,0
41,68,3,0,-421,0
42,48,3,1,483,0
43,75,3,0,-486,0
44,51,3,1,401,0
46,86,3,0,461,0
47,89,3,0,497,0
48,65,3,1,489,0
1,19,3,0,-452,0
2,63,4,1,432,0
3,23,3,1,408,0
4,4,4,1,411,0
5,57,4,0,-442,0
7,16,4,1,401,0
8,21,4,1,454,0
9,74,0,0,454,0
11,22,0,1,-433,0
12,76,0,0,486,0
13,89,1,1,477,0
14,41,3,0,-462,0
15,75,1,1,-454,0
17,50,1,0,-450,0
18,12,4,1,412,0
19,96,0,0,486,0
20,27,4,0,-498,0
21,88,0,0,484,0
22,87,3,0,-430,0
24,91,1,1,-415,0
25,16,5,0,-413,0
27,55,4,0,-436,0
28,74,3,0,-420,0
29,44,3,0,-407,0
30,92,3,1,429,0
32,17,3,0,-457,0
33,4,4,0,-488,0
34,90,3,1,497,0
35,99,0,0,486,0
36,24,4,1,498,0
37,70,4,0,-444,0
38,68,0,1,-433,0
40,54,0,0,500,0
41,25,4,0,-427,0
42,35,3,1,479,0
43,54,2,1,474,0
44,41,2,0,470,0
46,90,1,1,451,0
47,97,2,0,-471,0
48,84,0,1,-413,0
1,28,0,1,448,0
2,89,6,0,462,0
3,10,0,1,463,0
4,4,0,0,-430,0
5,55,0,0,-407,0
7,61,4,1,489,0
8,56,6,1,-426,0
9,58,0,1,443,0
11,17,0,0,-406,0
12,56,5,1,486,0
13,28,0,1,423,0
14,79,0,1,462,0
15,57,0,0,-461,0
17,15,0,1,404,0
18,52,6,1,-476,0
19,27,4,1,410,0
20,7,0,1,407,0
21,60,6,0,496,0
22,64,6,1,-460,0
24,82,0,0,-493,0
25,39,4,0,-461,0
27,53,0,0,-449,0
28,16,0,1,440,0
29,9,0,1,423,0
30,94,6,1,-441,0
32,25,0,1,441,0
33,4,0,1,455,0
34,51,0,0,-458,0
35,74,6,0,455,0
36,19,0,0,-493,0
37,33,6,0,496,0
38,77,4,1,482,0
40,24,0,0,-427,0
41,90,1,0,-430,0
42,63,6,0,428,0
43,73,4,1,416,0
44,33,6,0,489,0
46,76,0,0,-438,0
47,77,1,0,-406,0
48,5,0,0,-426,0
1,10,6,1,454,0
2,53,5,0,-476,0
3,29,5,0,-436,0
4,63,1,1,-424,0
5,9,1,1,-425,0
7,89,1,0,-462,0
8,47,4,0,-466,0
9,83,0,0,475,0
11,98,5,1,481,0
12,62,5,0,494,0
13,33,1,1,499,0
14,13,0,0,444,0
15,27,5,1,492,0
17,48,0,1,-475,0
18,22,1,0,-494,0
19,37,1,0,-470,0
20,55,5,0,-482,0
21,64,0,0,415,0
22,82,1,0,400,0
24,86,5,1,463,0
25,44,1,0,-446,0
27,98,1,0,427,0
28,61,5,1,499,0
29,13,5,1,444,0
30,61,1,1,-490,0
32,15,5,1,405,0
33,1,5,1,458,0
34,11,5,1,448,0
35,5,5,1,418,0
36,34,6,1,416,0
37,41,6,0,-433,0
38,16,0,0,436,0
40,13,5,0,-480,0
41,51,1,0,-429,0
42,4,6,0,-494,0
43,66,5,1,426,0
44,7,1,1,462,0
46,94,0,0,407,0
47,80,2,1,-476,0
48,1,6,1,419,0
1,94,2,1,415,0
2,91,0,1,-455,0
3,56,0,0,424,0
4,63,0,1,-448,0
5,51,5,0,-495,0
7,98,4,1,-407,0
8,58,5,1,492,0
9,11,5,0,-439,0
11,64,0,0,495,0
12,23,6,0,-476,0
13,51,1,0,500,0
14,55,4,0,403,0
15,29,5,1,479,0
17,16,6,1,468,0
18,30,1,1,-445,0
19,97,0,0,476,0
20,26,6,1,465,0
21,8,6,1,457,0
22,75,4,0,-449,0
24,5,6,0,-488,0
25,93,0,0,-417,0
27,69,0,0,456,0
28,62,1,0,-480,0
29,18,6,1,483,0
30,15,6,1,417,0
32,26,5,0,-475,0
33,79,2,0,470,0
34,68,4,1,482,0
35,27,5,1,426,0
36,18,5,0,-483,0
37,39,5,0,-466,0
38,64,6,1,469,0
40,27,4,1,497,0
41,79,2,0,-450,0
42,25,5,1,429,0
43,27,5,1,450,0
44,43,3,0,-430,0
46,13,5,1,404,0
47,19,5,1,441,0
48,2,6,1,447,0
1,93,6,1,500,0
2,47,4,0,-468,0
3,36,5,0,-405,0
4,28,5,1,467,0
5,90,4,1,432,0
7,7,4,0,-473,0
8,18,1,0,-439,0
9,14,0,1,459,0
11,18,1,0,-418,0
12,42,5,1,427,0
13,81,4,0,459,0
14,13,4,1,469,0
15,79,5,0,430,0
17,48,3,0,428,0
18,61,6,1,491,0
19,33,4,0,-443,0
20,39,5,1,-476,0
21,84,4,1,-472,0
22,33,2,1,427,0
24,41,4,0,-448,0
25,9,2,1,494,0
27,47,0,0,-412,0
28,12,4,0,-434,0
29,37,5,0,480,0
30,46,3,0,-406,0
32,25,2,0,-401,0
33,38,4,0,-445,0
34,93,1,0,406,0
35,11,1,1,453,0
36,82,5,0,423,0
37,62,4,0,-447,0
38,52,4,1,472,0
40,79,3,0,-453,0
41,9,1,0,-472,0
42,97,1,0,437,0
43,88,1,1,414,0
44,22,1,1,481,0
46,23,1,1,405,0
47,5,3,0,-445,0
48,45,3,1,430,0
1,99,4,1,428,0
2,34,6,1,423,0
3,17,6,0,-427,0
4,20,6,1,497,0
5,54,6,0,-412,0
7,2,6,1,441,0
8,17,6,0,-491,0
9,84,0,1,-489,0
11,25,6,0,-451,0
12,62,6,1,428,0
13,73,6,0,-442,0
14,61,0,0,456,0
15,85,5,0,-470,0
17,23,6,0,-474,0
18,33,6,1,435,0
19,18,6,0,-459,0
20,16,6,0,-455,0
21,96,0,1,-467,0
22,9,6,0,-461,0
24,32,6,1,443,0
25,3,6,1,400,0
27,71,6,1,495,0
28,94,6,0,-484,0
29,93,0,0,417,0
30,91,0,1,-474,0
32,29,6,1,421,0
33,73,5,0,-454,0
34,6,6,0,-470,0
35,38,6,1,431,0
36,5,6,0,-421,0
37,26,6,1,439,0
38,10,6,1,472,0
40,60,4,0,-436,0
41,83,2,1,407,0
42,44,6,0,-495,0
43,51,6,0,-438,0
44,82,0,1,-421,0
46,67,6,0,-464,0
47,59,5,0,-484,0
48,56,4,1,474,0
1,57,3,0,-406,0
2,71,5,1,462,0
3,71,2,0,446,0
4,84,4,1,479,0
5,15,6,0,-406,0
7,13,4,0,-441,0
8,48,0,1,-472,0
