n_trial,uncertainty,seek,mc_model,Instr
12,77,6,-490,0
13,42,5,-431,0
14,18,3,-451,0
15,35,4,-413,0
17,28,4,455,0
18,99,6,-441,0
19,79,6,-416,0
20,58,5,428,0
21,17,3,-429,0
22,44,5,468,0
24,79,6,-445,0
25,25,3,455,0
27,44,5,-463,0
28,13,3,494,0
29,45,4,417,0
30,1,1,-446,0
32,77,6,478,0
33,98,6,408,0
34,63,5,442,0
35,92,6,-402,0
36,57,4,466,0
37,18,4,-496,0
38,56,4,-496,0
40,70,6,456,0
41,51,4,-494,0
42,70,6,476,0
43,37,4,-458,0
44,83,5,452,0
46,70,6,-478,0
47,10,3,-498,0
48,10,3,-447,0
1,50,6,-474,1
2,54,6,411,1
3,64,6,-465,1
4,79,6,428,1
5,82,6,-428,1
7,79,6,422,1
8,69,6,419,1
9,14,6,482,1
11,82,6,462,1
12,78,6,447,1
13,73,6,-421,1
14,56,6,401,1
15,34,6,-417,1
17,68,6,-451,1
18,61,6,-429,1
19,52,6,-439,1
20,11,6,443,1
21,71,6,437,1
22,44,6,-467,1
24,59,6,401,1
25,53,6,-429,1
27,63,6,-402,1
28,43,6,432,1
29,22,6,400,1
30,21,6,-409,1
32,6,6,-496,1
33,42,6,-428,1
34,48,6,-413,1
35,22,6,-492,1
36,17,6,-424,1
37,16,6,-406,1
38,58,6,-480,1
40,19,6,403,1
41,81,6,-481,1
42,53,6,-495,1
43,44,6,-470,1
44,40,6,-415,1
46,29,6,-414,1
47,28,6,-430,1
48,2,6,-434,1
1,57,6,-450,0
2,72,6,-444,0
3,82,6,448,0
4,17,6,452,0
5,33,6,466,0
7,15,6,-405,0
8,1,6,-427,0
9,4,6,-432,0
11,76,6,-454,0
12,11,6,492,0
13,37,6,454,0
14,38,6,467,0
15,24,6,447,0
17,30,6,-415,0
18,22,6,-489,0
19,32,6,499,0
20,31,6,472,0
21,97,6,-481,0
22,63,6,-409,0
24,41,6,-482,0
25,70,6,-497,0
27,89,6,443,0
28,56,6,-464,0
29,12,6,461,0
30,55,6,-459,0
32,38,6,-443,0
33,3,6,455,0
34,90,6,-422,0
35,29,6,445,0
36,17,6,464,0
37,48,6,-459,0
38,74,6,494,0
40,19,6,499,0
41,71,6,430,0
42,11,6,447,0
43,61,6,-477,0
44,84,6,414,0
46,68,6,-402,0
47,72,6,404,0
48,41,6,428,0
1,96,6,475,1
2,15,6,477,1
3,35,6,-454,1
4,94,6,447,1
5,92,6,459,1
7,11,6,-485,1
8,97,0,-419,1
9,67,6,-484,1
11,24,6,494,1
12,99,6,-464,1
13,89,5,437,1
14,88,5,-407,1
15,61,5,492,1
17,40,5,-437,1
18,62,6,425,1
19,45,6,-460,1
20,65,6,-452,1
21,76,6,-414,1
22,68,6,465,1
24,22,6,440,1
25,23,6,427,1
27,5,6,-495,1
28,51,6,429,1
29,89,6,-500,1
30,90,6,-407,1
32,6,6,487,1
33,82,6,-431,1
34,34,6,400,1
35,86,6,-453,1
36,82,6,-465,1
37,85,6,-407,1
38,62,6,-446,1
40,70,5,-483,1
41,10,6,483,1
42,91,5,-464,1
43,14,5,456,1
44,17,6,400,1
46,33,6,490,1
47,40,6,458,1
48,34,6,-464,1
1,77,0,-407,0
2,88,6,-439,0
3,84,6,-480,0
4,38,6,-462,0
5,79,5,492,0
7,23,0,-478,0
8,7,6,471,0
9,36,5,429,0
11,45,3,-467,0
12,61,5,418,0
13,2,5,-407,0
14,67,5,-420,0
15,6,6,484,0
17,99,5,-458,0
18,76,2,-443,0
19,75,6,-484,0
20,22,5,407,0
21,2,4,-476,0
22,81,6,435,0
24,32,5,-463,0
25,87,5,-414,0
27,32,5,-490,0
28,70,5,-426,0
29,39,6,410,0
30,75,5,-405,0
32,11,6,-485,0
33,57,6,497,0
34,49,6,455,0
35,81,6,-446,0
36,74,5,-484,0
37,12,5,-470,0
38,94,6,-489,0
40,58,5,408,0
41,25,6,-482,0
42,77,5,-447,0
43,58,6,-469,0
44,45,6,481,0
46,24,6,-437,0
47,84,5,440,0
48,60,5,455,0
1,59,6,471,1
2,14,6,-437,1
3,60,6,461,1
4,63,6,-401,1
5,42,6,-481,1
7,21,6,-456,1
8,48,6,445,1
9,10,6,489,1
11,74,6,-407,1
12,42,6,492,1
13,69,6,421,1
14,98,6,479,1
15,11,6,-493,1
17,10,6,-431,1
18,39,6,-403,1
19,87,6,-466,1
20,92,6,-482,1
21,47,6,-446,1
22,87,6,-437,1
24,92,6,-412,1
25,49,6,437,1
27,32,6,492,1
28,38,6,422,1
29,48,6,-496,1
30,71,6,-450,1
32,88,6,435,1
33,98,6,-406,1
34,24,6,478,1
35,71,6,-471,1
36,12,6,464,1
37,85,6,-497,1
38,72,6,-450,1
40,47,6,-411,1
41,82,6,461,1
42,3,6,-400,1
43,98,6,488,1
44,87,6,-460,1
46,68,6,453,1
47,80,6,-425,1
48,40,6,434,1
1,37,6,500,1
2,82,6,461,1
3,83,6,451,1
4,12,6,-423,1
5,98,6,473,1
7,95,6,430,1
8,79,6,-433,1
9,13,6,-443,1
11,16,6,-416,1
12,60,6,424,1
13,29,6,490,1
14,36,6,-447,1
15,79,6,485,1
17,78,6,493,1
18,49,6,402,1
19,38,6,492,1
20,42,6,-466,1
21,21,6,-462,1
22,33,6,448,1
24,92,6,477,1
25,22,6,-430,1
27,31,6,422,1
28,67,6,468,1
29,1,6,-433,1
30,7,6,445,1
32,20,6,-489,1
33,79,6,432,1
34,6,6,406,1
35,71,6,-469,1
36,49,6,425,1
37,99,6,-476,1
38,60,6,-483,1
40,68,6,463,1
41,71,6,-473,1
42,27,6,-451,1
43,17,6,447,1
44,28,6,-444,1
46,65,6,-464,1
47,28,6,483,1
48,71,6,-482,1
1,61,5,424,1
2,14,2,470,1
3,31,2,-437,1
4,48,4,438,1
5,81,5,409,1
7,42,4,-403,1
8,98,6,497,1
9,70,5,-467,1
11,16,2,-456,1
12,33,3,477,1
13,61,4,446,1
14,59,5,-481,1
15,52,5,-423,1
17,3,2,485,1
18,85,6,-461,1
19,26,3,454,1
20,95,6,400,1
21,30,3,453,1
22,64,5,-400,1
24,41,4,-419,1
25,83,6,-445,1
27,55,5,-440,1
28,37,3,447,1
29,47,4,-476,1
30,87,6,-405,1
32,15,2,415,1
33,73,5,480,1
34,5,1,431,1
35,8,1,413,1
36,62,5,402,1
37,1,1,404,1
38,44,4,438,1
40,27,3,449,1
41,74,5,418,1
42,26,4,-464,1
43,5,1,430,1
44,32,4,-470,1
46,13,2,-437,1
47,4,2,484,1
48,11,2,-433,1
1,70,5,-478,0
2,25,2,463,0
3,29,3,466,0
4,13,2,455,0
5,72,5,-419,0
7,4,1,432,0
8,63,5,435,0
9,85,5,414,0
11,9,1,-485,0
12,18,2,-412,0
13,86,6,462,0
14,34,3,432,0
15,57,4,-434,0
17,86,5,-437,0
18,32,3,-460,0
19,88,6,410,0
20,64,5,-427,0
21,45,3,-469,0
22,29,3,444,0
24,97,6,-429,0
25,98,6,486,0
27,78,5,420,0
28,24,3,-432,0
29,42,3,498,0
30,49,4,444,0
32,45,3,440,0
33,3,0,472,0
34,55,5,406,0
35,41,4,458,0
36,71,5,-405,0
37,37,3,-481,0
38,2,0,-401,0
40,52,4,491,0
41,52,4,406,0
42,27,2,-462,0
43,7,1,457,0
44,28,4,-416,0
46,68,5,-474,0
47,37,2,-484,0
48,8,2,413,0
1,16,6,425,1
2,1,6,417,1
3,45,6,410,1
4,1,5,471,1
5,58,6,475,1
7,22,6,453,1
8,36,6,420,1
9,43,6,496,1
11,37,6,-496,1
12,96,6,452,1
13,21,6,446,1
14,36,6,497,1
15,70,6,-460,1
17,24,6,419,1
18,93,6,-406,1
19,78,6,-436,1
20,35,6,-400,1
21,95,6,439,1
22,76,6,-482,1
24,57,6,-420,1
25,58,6,-456,1
27,91,6,431,1
28,37,6,-402,1
29,10,6,480,1
30,38,6,401,1
32,27,6,403,1
33,47,6,452,1
34,39,6,408,1
35,62,6,416,1
36,16,6,-403,1
37,78,6,400,1
38,6,6,424,1
40,83,6,430,1
41,66,6,455,1
42,41,6,404,1
43,72,6,-479,1
44,31,6,-415,1
46,23,6,-406,1
47,30,6,-424,1
48,10,6,-464,1
1,41,6,424,0
2,5,4,-434,0
3,28,6,467,0
4,10,5,-419,0
5,2,4,-401,0
7,13,6,-492,0
8,90,6,-488,0
9,40,6,404,0
11,47,6,408,0
12,9,5,-462,0
13,89,6,-478,0
14,40,6,408,0
15,20,6,455,0
17,87,6,-421,0
18,80,6,-498,0
19,26,6,-463,0
20,19,6,486,0
21,36,6,-429,0
22,66,6,409,0
24,8,6,431,0
25,89,6,418,0
27,22,6,449,0
28,45,6,461,0
29,82,6,472,0
30,27,6,-498,0
32,7,6,462,0
33,43,6,431,0
34,11,6,493,0
35,84,6,493,0
36,92,6,408,0
37,93,6,471,0
38,37,6,-419,0
40,26,6,435,0
41,54,6,-403,0
42,86,6,413,0
43,78,6,-499,0
44,24,6,500,0
46,34,6,402,0
47,65,6,494,0
48,41,6,-500,0
1,26,2,-429,1
2,80,5,405,1
3,4,5,-456,1
4,7,2,-437,1
5,41,5,415,1
7,89,5,420,1
8,49,5,433,1
9,37,2,-461,1
11,67,4,469,1
12,17,5,473,1
13,13,5,428,1
14,73,5,-491,1
15,23,3,426,1
17,61,5,-478,1
18,87,4,414,1
19,94,6,-469,1
20,48,5,424,1
21,60,3,455,1
22,25,5,432,1
24,28,5,-438,1
25,75,6,488,1
27,70,4,-425,1
28,72,6,-467,1
29,97,6,-478,1
30,93,5,468,1
32,55,5,499,1
33,51,3,440,1
34,86,4,-477,1
35,45,5,-443,1
36,89,6,-403,1
37,84,5,-416,1
38,55,5,-480,1
40,57,5,-420,1
41,41,6,-426,1
42,29,4,453,1
43,35,5,-405,1
44,73,6,-420,1
46,89,4,-413,1
47,46,5,445,1
48,36,5,450,1
1,48,4,401,0
2,49,5,-480,0
3,56,2,-426,0
4,67,5,-465,0
5,65,1,487,0
7,12,0,457,0
8,15,0,-484,0
9,39,1,439,0
11,58,1,454,0
12,49,5,-466,0
13,14,6,-476,0
14,59,1,477,0
15,27,0,-475,0
17,12,5,421,0
18,67,0,-403,0
19,70,1,-453,0
20,35,3,462,0
21,21,0,-477,0
22,77,0,-475,0
24,71,4,465,0
25,40,0,-484,0
27,49,3,477,0
28,46,0,-430,0
29,26,5,419,0
30,76,0,-415,0
32,28,5,426,0
33,81,0,444,0
34,22,5,450,0
35,67,1,472,0
36,88,0,-479,0
37,71,0,-438,0
38,12,3,428,0
40,20,5,413,0
41,99,0,480,0
42,22,0,-468,0
43,5,6,449,0
44,96,0,404,0
46,1,0,-480,0
47,72,3,-443,0
48,29,5,436,0
1,11,0,-500,1
2,62,0,-485,1
3,74,0,421,1
4,98,6,-459,1
5,4,0,-419,1
7,45,3,-496,1
8,86,5,-455,1
9,53,3,417,1
11,35,0,-412,1
12,73,1,414,1
13,83,0,440,1
14,83,5,-415,1
15,89,5,-441,1
17,89,0,433,1
18,21,5,428,1
19,52,2,-474,1
20,12,5,435,1
21,27,6,428,1
22,56,2,419,1
24,27,0,-471,1
25,86,0,421,1
27,48,2,-460,1
28,18,6,443,1
29,36,0,-433,1
30,21,6,402,1
32,55,0,-442,1
33,77,0,401,1
34,7,0,-419,1
35,96,6,-448,1
36,95,0,406,1
37,86,6,-427,1
38,59,0,420,1
40,73,5,-410,1
41,70,4,-473,1
42,19,6,458,1
43,27,0,-479,1
44,6,6,400,1
46,39,0,-456,1
47,82,6,-500,1
48,28,0,-403,1
1,21,5,485,0
2,95,0,424,0
3,58,0,-424,0
4,91,0,459,0
5,60,3,469,0
7,67,0,-488,0
8,1,0,-467,0
9,55,1,-414,0
11,6,6,484,0
12,18,6,404,0
13,71,2,446,0
14,12,6,441,0
15,80,0,-435,0
17,76,3,441,0
18,11,6,477,0
19,9,0,-470,0
20,88,4,-455,0
21,52,3,415,0
22,61,2,484,0
24,79,5,-479,0
25,86,6,-470,0
27,91,6,-464,0
28,76,0,420,0
29,7,6,449,0
30,42,4,406,0
32,62,4,-491,0
33,5,6,479,0
34,29,0,-455,0
35,77,3,-468,0
36,73,3,-483,0
37,13,0,-436,0
38,60,2,449,0
40,80,0,437,0
41,84,0,425,0
42,74,1,448,0
43,41,3,-422,0
44,60,3,-499,0
46,58,2,-474,0
47,76,5,-480,0
48,88,0,446,0
1,27,6,-418,1
2,79,6,407,1
3,24,6,-459,1
4,3,6,-433,1
5,82,6,-440,1
7,53,6,-402,1
8,85,6,489,1
9,98,6,411,1
11,54,6,454,1
12,7,6,-468,1
13,29,6,409,1
14,27,6,-460,1
15,7,6,494,1
17,5,6,467,1
18,30,6,-406,1
19,98,6,-422,1
20,41,6,-441,1
21,27,6,401,1
22,27,6,-440,1
24,95,6,-467,1
25,38,6,486,1
27,81,6,-422,1
28,97,6,-431,1
29,35,6,444,1
30,79,6,425,1
32,58,6,481,1
33,44,6,458,1
34,48,6,-466,1
35,17,6,-463,1
36,38,6,411,1
37,75,6,-455,1
38,41,6,489,1
40,31,6,-411,1
41,77,6,-445,1
42,95,6,-402,1
43,28,6,498,1
44,21,6,-495,1
46,30,6,474,1
47,62,6,-406,1
48,84,6,481,1
1,92,6,-459,0
2,63,6,499,0
3,59,6,479,0
4,28,6,-434,0
5,71,6,445,0
7,4,6,-433,0
8,9,6,432,0
9,69,6,-483,0
11,13,6,440,0
12,1,6,486,0
13,93,6,466,0
14,10,6,414,0
15,73,6,419,0
17,78,6,-424,0
18,4,6,491,0
19,28,6,-466,0
20,58,6,459,0
21,12,6,474,0
22,51,6,-444,0
24,92,6,-497,0
25,70,6,-471,0
27,87,6,468,0
28,31,6,-465,0
29,51,6,490,0
30,97,6,492,0
32,85,6,-474,0
33,86,6,404,0
34,22,6,464,0
35,99,6,488,0
36,84,6,451,0
37,55,6,469,0
38,69,6,437,0
40,12,6,446,0
41,69,6,-405,0
42,32,6,493,0
43,12,6,446,0
44,95,6,457,0
46,72,6,-417,0
47,95,6,485,0
48,45,6,421,0
1,37,1,-451,0
2,33,0,-496,0
3,31,1,407,0
4,30,0,443,0
5,18,1,489,0
7,58,2,427,0
8,77,5,-473,0
9,93,2,-456,0
11,53,2,409,0
12,29,3,500,0
13,79,2,-402,0
14,92,3,-461,0
15,43,2,-448,0
17,31,1,480,0
18,33,2,500,0
19,56,2,-487,0
20,17,2,-476,0
21,60,1,-412,0
22,69,3,489,0
24,2,3,-421,0
25,95,2,-427,0
27,61,1,492,0
28,80,1,-446,0
29,51,1,-402,0
30,20,1,-481,0
32,73,1,-423,0
33,41,1,-500,0
34,43,1,472,0
35,67,1,484,0
36,44,1,-500,0
37,24,1,-435,0
38,87,1,-500,0
40,50,1,-491,0
41,46,1,498,0
42,49,1,426,0
43,71,1,-484,0
44,17,0,487,0
46,72,0,-492,0
47,64,1,-473,0
48,94,1,-411,0
1,76,6,-452,1
2,41,6,477,1
3,65,6,416,1
4,99,6,-416,1
5,85,6,436,1
7,87,6,418,1
8,5,6,-434,1
9,71,6,-444,1
11,90,6,-442,1
12,7,6,-487,1
13,76,6,455,1
14,4,6,-440,1
15,95,6,-486,1
17,2,6,499,1
18,38,6,-420,1
19,71,6,-492,1
20,62,6,-471,1
21,37,6,467,1
22,85,6,434,1
24,81,6,-452,1
25,40,6,-411,1
27,89,6,407,1
28,78,6,419,1
29,4,6,472,1
30,19,6,405,1
32,39,6,-476,1
33,28,6,429,1
34,12,6,433,1
35,55,6,404,1
36,50,6,481,1
37,12,6,-473,1
38,96,6,477,1
40,58,6,418,1
41,42,6,-498,1
42,64,6,460,1
43,79,6,-450,1
44,6,6,-481,1
46,83,6,449,1
47,50,6,-417,1
48,85,6,466,1
1,16,3,-486,0
2,93,3,-451,0
3,72,3,-408,0
4,45,3,-480,0
5,73,3,-408,0
7,83,3,-489,0
8,64,3,-479,0
9,79,3,-458,0
11,62,3,-433,0
12,9,3,-469,0
13,3,3,400,0
14,87,3,416,0
15,73,3,-477,0
17,59,3,-431,0
18,29,3,-467,0
19,9,3,-438,0
20,29,3,-457,0
21,36,3,-436,0
22,58,3,-495,0
24,49,3,476,0
25,9,3,411,0
27,36,3,-457,0
28,71,3,458,0
29,40,3,417,0
30,77,3,-471,0
32,18,3,428,0
33,81,3,431,0
34,90,3,460,0
35,87,2,405,0
36,21,2,478,0
37,44,2,-403,0
38,18,2,488,0
40,10,3,500,0
41,84,2,-434,0
42,38,3,-421,0
43,47,2,438,0
44,23,2,440,0
46,38,2,-439,0
47,38,2,-488,0
48,36,2,-414,0
1,33,6,-490,1
2,11,6,-500,1
3,19,6,464,1
4,83,6,-464,1
5,85,6,-418,1
7,96,6,407,1
8,85,6,480,1
9,99,6,468,1
11,92,6,495,1
12,75,6,-476,1
13,43,6,472,1
14,62,6,-414,1
15,52,6,442,1
17,51,6,485,1
18,35,6,459,1
19,61,6,-491,1
20,47,6,466,1
21,46,6,490,1
22,67,6,411,1
24,70,6,-403,1
25,11,6,491,1
27,5,6,-408,1
28,10,6,-415,1
29,30,6,-460,1
30,77,6,-433,1
32,37,6,423,1
33,9,6,-415,1
34,92,6,408,1
35,38,6,496,1
36,56,6,486,1
37,42,6,-433,1
38,65,6,-490,1
40,52,6,448,1
41,30,6,440,1
42,1,6,437,1
43,12,6,-439,1
44,57,6,-454,1
46,49,6,-457,1
47,45,6,-426,1
48,5,6,-497,1
1,72,0,443,0
2,62,0,-442,0
3,61,0,418,0
4,64,0,447,0
5,22,0,-403,0
7,18,0,-416,0
8,6,0,418,0
9,47,0,409,0
11,61,0,434,0
12,88,0,-471,0
13,74,0,476,0
14,80,0,-422,0
15,38,0,467,0
17,92,0,402,0
18,57,0,-450,0
19,46,0,-489,0
20,84,0,-471,0
21,5,0,-499,0
22,91,0,-412,0
24,81,0,443,0
25,23,0,409,0
27,42,0,462,0
28,85,0,471,0
29,10,0,-425,0
30,60,0,484,0
32,60,0,-497,0
33,68,0,-490,0
34,33,0,-461,0
35,58,0,-406,0
36,61,0,426,0
37,10,0,-407,0
38,35,0,486,0
40,45,0,-412,0
41,21,0,469,0
42,80,0,-487,0
43,42,0,-467,0
44,46,0,-472,0
46,88,0,493,0
47,54,0,433,0
48,21,0,450,0
1,48,6,482,1
2,74,6,-480,1
3,34,6,-478,1
4,97,6,-422,1
5,5,6,-498,1
7,58,6,-462,1
8,5,6,-454,1
9,34,6,-455,1
11,64,6,-438,1
12,49,6,431,1
13,7,6,407,1
14,6,6,483,1
15,50,6,-411,1
17,3,6,488,1
18,29,6,481,1
19,89,6,405,1
20,93,6,444,1
21,85,6,-481,1
22,58,6,-435,1
24,51,6,432,1
25,85,6,-412,1
27,21,6,-456,1
28,4,6,-473,1
29,77,6,-427,1
30,34,6,-402,1
32,21,6,-493,1
33,52,6,-422,1
34,83,6,454,1
35,16,6,455,1
36,42,6,479,1
37,98,6,500,1
38,12,6,440,1
40,71,6,-460,1
41,46,6,496,1
42,91,6,-432,1
43,50,6,425,1
44,79,6,-448,1
46,83,6,-426,1
47,77,6,470,1
48,97,6,496,1
1,68,0,409,0
2,56,0,-470,0
3,42,0,-401,0
4,87,0,-407,0
5,42,0,471,0
7,6,0,-443,0
8,73,0,-422,0
9,77,0,454,0
11,91,0,-445,0
12,44,0,-499,0
13,99,0,464,0
14,62,0,472,0
15,18,0,474,0
17,98,0,-489,0
18,63,0,-435,0
19,22,0,-483,0
20,49,0,436,0
21,92,0,-419,0
22,20,0,-467,0
24,99,0,-493,0
25,12,0,500,0
27,30,0,-435,0
28,59,0,460,0
29,57,0,-404,0
30,91,0,-491,0
32,48,0,480,0
33,52,0,461,0
34,94,0,464,0
35,53,0,459,0
36,34,0,-476,0
37,69,0,-453,0
38,74,0,-433,0
40,7,0,-496,0
41,82,0,-474,0
42,65,0,-438,0
43,11,0,-474,0
44,81,0,471,0
46,1,0,-467,0
47,34,0,409,0
48,9,0,-494,0
1,80,6,-444,1
2,19,6,478,1
3,37,6,-416,1
4,37,0,-449,1
5,90,2,-402,1
7,27,6,-412,1
8,7,6,-447,1
9,31,6,-458,1
11,47,6,-490,1
12,80,6,445,1
13,44,3,402,1
14,88,4,-491,1
15,2,6,437,1
17,79,2,-417,1
18,79,3,-449,1
19,6,6,497,1
20,61,4,-457,1
21,72,3,-485,1
22,40,5,496,1
24,54,5,429,1
25,17,6,442,1
27,33,4,429,1
28,42,0,-413,1
29,59,5,472,1
30,19,6,446,1
32,7,0,-445,1
33,43,5,435,1
34,43,1,-456,1
35,93,0,-496,1
36,15,6,475,1
37,18,6,433,1
38,10,5,443,1
40,76,2,-409,1
41,33,3,-454,1
42,41,4,-438,1
43,24,6,479,1
44,65,5,492,1
46,38,2,-442,1
47,46,3,-474,1
48,52,6,496,1
1,75,6,-423,1
2,71,6,-466,1
3,1,2,-467,1
4,71,6,456,1
5,77,6,460,1
7,35,6,-438,1
8,51,6,-495,1
9,39,6,-413,1
11,80,6,-446,1
12,27,6,-490,1
13,48,6,432,1
14,91,6,465,1
15,87,6,414,1
17,68,6,439,1
18,30,6,-400,1
19,57,6,425,1
20,62,6,-450,1
21,93,6,405,1
22,83,6,489,1
24,11,6,-450,1
25,47,6,415,1
27,20,6,-415,1
28,3,6,-445,1
29,16,6,438,1
30,2,6,-424,1
32,22,6,474,1
33,78,6,-435,1
34,90,6,-402,1
35,20,6,-459,1
36,76,6,-456,1
37,45,6,403,1
38,65,6,-448,1
40,75,6,475,1
41,99,6,444,1
42,71,6,455,1
43,21,6,436,1
44,75,6,455,1
46,35,6,-481,1
47,76,6,-408,1
48,73,6,403,1
1,6,6,-499,0
2,74,0,-433,0
3,85,0,-468,0
4,20,0,-419,0
5,39,0,-475,0
7,27,0,403,0
8,48,0,-452,0
9,51,0,468,0
11,92,0,-436,0
12,78,0,-468,0
13,14,0,-441,0
14,69,0,-421,0
15,67,0,469,0
17,49,0,-482,0
18,84,0,400,0
19,49,0,-406,0
20,95,0,-441,0
21,45,0,450,0
22,99,0,482,0
24,7,0,-498,0
25,60,0,489,0
27,81,0,461,0
28,40,0,469,0
29,7,0,409,0
30,91,0,446,0
32,47,0,-494,0
33,84,0,-414,0
34,15,0,477,0
35,84,0,470,0
36,77,0,-423,0
37,97,0,-484,0
38,90,0,418,0
40,9,0,-424,0
41,45,0,-417,0
42,40,0,-488,0
43,23,0,-461,0
44,17,0,-424,0
46,41,0,466,0
47,90,0,475,0
48,75,0,-412,0
1,80,6,447,1
2,62,0,-426,1
3,49,6,454,1
4,67,2,458,1
5,69,4,412,1
7,76,0,-435,1
8,59,0,-438,1
9,3,4,-435,1
11,10,0,-412,1
12,32,0,-400,1
13,69,2,420,1
14,28,0,-432,1
15,10,0,-410,1
17,65,1,478,1
18,19,0,-470,1
19,28,6,414,1
20,13,0,-482,1
21,39,0,-447,1
22,37,6,457,1
24,65,0,-429,1
25,91,0,455,1
27,1,6,445,1
28,6,0,-457,1
29,24,6,473,1
30,64,3,495,1
32,60,4,451,1
33,27,6,423,1
34,37,6,412,1
35,23,6,460,1
36,11,0,-419,1
37,10,0,-444,1
38,47,0,-447,1
40,44,0,-479,1
41,95,0,403,1
42,19,6,496,1
43,86,1,436,1
44,54,0,-485,1
46,19,0,-404,1
47,76,3,-445,1
48,23,6,410,1
1,72,6,414,0
2,78,6,-444,0
3,42,6,467,0
4,85,6,497,0
5,16,6,403,0
7,52,3,-500,0
8,53,0,-402,0
9,5,0,-421,0
11,63,0,-490,0
12,14,0,-403,0
13,71,4,443,0
14,11,0,-494,0
15,38,6,470,0
17,88,0,403,0
18,29,2,-408,0
19,96,0,456,0
20,72,5,424,0
21,22,0,-417,0
22,82,4,487,0
24,24,2,-408,0
25,35,2,-426,0
27,8,0,-473,0
28,16,0,-426,0
29,15,0,-419,0
30,42,0,-499,0
32,54,1,-494,0
33,43,1,-411,0
34,25,0,-435,0
35,17,0,-416,0
36,37,1,-410,0
37,92,5,-433,0
38,86,3,-426,0
40,50,4,465,0
41,37,5,483,0
42,55,3,403,0
43,61,2,-432,0
44,28,0,-432,0
46,91,0,465,0
47,24,6,467,0
48,91,0,433,0
1,26,6,442,1
2,87,6,-431,1
3,43,6,-436,1
4,50,6,437,1
5,62,6,-493,1
7,3,6,-456,1
8,19,6,418,1
9,16,6,455,1
11,75,6,-478,1
12,6,6,441,1
13,63,6,458,1
14,13,6,-400,1
15,85,6,-445,1
17,97,6,424,1
18,35,6,-423,1
19,23,6,467,1
20,74,6,-474,1
21,83,6,-490,1
22,45,6,-483,1
24,17,6,-463,1
25,56,6,477,1
27,4,6,490,1
28,18,6,-414,1
29,38,6,464,1
30,30,6,-401,1
32,60,6,450,1
33,40,6,444,1
34,39,6,440,1
35,33,6,-470,1
36,94,6,416,1
37,85,6,412,1
38,70,6,-455,1
40,37,6,494,1
41,71,6,-443,1
42,70,6,469,1
43,7,6,494,1
44,54,6,-419,1
46,66,6,485,1
47,67,6,-462,1
48,30,6,-457,1
1,12,6,408,0
2,54,6,440,0
3,58,6,-424,0
4,7,6,-468,0
5,51,6,-401,0
7,82,6,403,0
8,78,6,490,0
9,34,6,450,0
11,35,6,413,0
12,7,6,-475,0
13,90,6,441,0
14,15,6,488,0
15,61,6,478,0
17,46,6,445,0
18,37,6,437,0
19,66,6,-454,0
20,94,6,412,0
21,36,6,458,0
22,96,6,460,0
24,33,6,-460,0
25,85,6,-482,0
27,70,6,-417,0
28,27,6,-449,0
29,65,6,438,0
30,43,6,-432,0
32,97,6,424,0
33,46,6,-460,0
34,83,6,-418,0
35,50,6,418,0
36,2,6,462,0
37,31,6,-432,0
38,60,6,-466,0
40,74,6,444,0
41,90,6,463,0
42,40,6,440,0
43,99,6,-445,0
44,87,6,-447,0
46,92,6,-452,0
47,34,6,487,0
48,55,6,-446,0
1,9,6,496,1
2,6,2,-463,1
3,42,4,484,1
4,48,4,445,1
5,52,3,-467,1
7,19,1,-416,1
8,19,6,484,1
9,15,6,435,1
11,5,0,-446,1
12,68,3,-486,1
13,23,4,427,1
14,80,3,-480,1
15,17,5,474,1
17,24,4,489,1
18,15,5,481,1
19,63,3,487,1
20,75,1,-462,1
21,97,5,-468,1
22,4,0,-412,1
24,13,6,465,1
25,26,1,-451,1
27,6,0,-411,1
28,19,5,449,1
29,24,2,-453,1
30,55,4,402,1
32,83,3,-431,1
33,52,3,465,1
34,96,4,-419,1
35,42,2,-477,1
36,32,2,-470,1
37,54,2,-434,1
38,60,4,473,1
40,55,2,-487,1
41,87,3,418,1
42,82,3,488,1
43,92,3,-404,1
44,47,4,-427,1
46,27,5,499,1
47,54,2,-410,1
48,14,6,490,1
1,16,6,441,0
2,71,5,467,0
3,48,5,499,0
4,65,2,-421,0
5,27,6,412,0
7,75,2,-433,0
8,80,2,-413,0
9,12,6,447,0
11,35,5,425,0
12,73,1,-458,0
13,71,2,-491,0
14,60,3,404,0
15,81,3,-433,0
17,40,4,449,0
18,8,6,457,0
19,60,2,-400,0
20,71,2,443,0
21,55,3,424,0
22,33,4,412,0
24,25,0,-449,0
25,12,0,-414,0
27,68,2,-441,0
28,83,1,432,0
29,6,6,440,0
30,55,2,-406,0
32,1,0,-443,0
33,14,6,453,0
34,93,3,-419,0
35,72,3,-443,0
36,8,0,-410,0
37,35,5,403,0
38,16,0,-483,0
40,29,5,404,0
41,86,2,409,0
42,32,1,-445,0
43,44,4,455,0
44,58,2,443,0
46,68,3,454,0
47,21,5,473,0
48,65,2,479,0
1,96,5,466,1
2,88,6,-442,1
3,26,3,-497,1
4,54,5,447,1
5,81,4,499,1
7,57,4,429,1
8,68,5,-450,1
9,47,4,-424,1
11,23,4,488,1
12,60,6,-483,1
13,78,6,400,1
14,88,0,-444,1
15,12,4,-405,1
17,93,5,-489,1
18,30,6,490,1
19,91,5,-457,1
20,82,5,-403,1
21,73,4,409,1
