n_trial,uncertainty,seek,mc_model,Instr
12,90,6,420,1
13,95,6,404,1
14,51,6,400,1
15,98,6,-498,1
17,73,6,-460,1
18,56,6,429,1
19,19,6,404,1
20,65,6,-480,1
21,61,6,-402,1
22,28,6,-489,1
24,27,6,465,1
25,46,6,-406,1
27,61,6,421,1
28,70,6,-489,1
29,21,6,483,1
30,86,6,-471,1
32,58,6,456,1
33,82,6,-491,1
34,19,6,-468,1
35,4,6,-445,1
36,66,6,423,1
37,89,6,449,1
38,80,6,478,1
40,71,6,488,1
41,84,6,403,1
42,78,6,-438,1
43,11,6,-409,1
44,63,6,-415,1
46,87,6,465,1
47,92,6,-487,1
48,70,6,404,1
1,19,6,482,1
2,61,6,479,1
3,98,6,-466,1
4,89,6,456,1
5,6,6,-433,1
7,26,6,425,1
8,97,6,450,1
9,70,6,-498,1
11,67,6,488,1
12,93,6,-461,1
13,73,6,-446,1
14,17,6,-449,1
15,75,6,478,1
17,90,6,-499,1
18,24,6,-421,1
19,44,6,-439,1
20,30,6,-439,1
21,71,6,495,1
22,99,6,-434,1
24,83,6,487,1
25,38,6,404,1
27,18,6,404,1
28,12,6,-416,1
29,31,6,413,1
30,47,6,487,1
32,43,6,-424,1
33,45,6,-474,1
34,11,6,498,1
35,86,6,460,1
36,64,6,-473,1
37,59,6,-458,1
38,15,6,489,1
40,99,6,-425,1
41,5,6,-488,1
42,81,6,417,1
43,72,6,447,1
44,55,6,487,1
46,97,6,-437,1
47,92,6,483,1
48,38,6,492,1
1,36,6,-489,1
2,89,6,-498,1
3,71,6,-448,1
4,48,5,-406,1
5,6,6,-418,1
7,42,6,-427,1
8,66,6,418,1
9,35,6,418,1
11,28,6,-438,1
12,46,6,471,1
13,81,6,407,1
14,82,5,487,1
15,99,6,-498,1
17,22,6,491,1
18,82,6,-485,1
19,43,6,427,1
20,10,6,-432,1
21,70,6,-473,1
22,95,6,469,1
24,10,6,400,1
25,40,6,-499,1
27,68,6,-473,1
28,78,6,-494,1
29,76,6,-434,1
30,57,6,-495,1
32,65,6,419,1
33,83,6,405,1
34,86,5,475,1
35,38,6,-490,1
36,77,6,428,1
37,15,6,443,1
38,58,6,-418,1
40,18,6,-417,1
41,99,6,483,1
42,15,6,434,1
43,71,6,489,1
44,51,6,491,1
46,94,6,-420,1
47,7,6,437,1
48,62,6,474,1
1,39,6,-473,1
2,89,6,-488,1
3,82,6,467,1
4,82,6,-455,1
5,46,6,405,1
7,89,6,-460,1
8,4,6,-458,1
9,77,6,-439,1
11,9,6,-483,1
12,40,6,409,1
13,36,6,-487,1
14,20,6,-464,1
15,37,6,427,1
17,5,6,449,1
18,28,6,478,1
19,98,6,-468,1
20,40,6,416,1
21,80,6,-469,1
22,46,6,435,1
24,53,6,-474,1
25,37,6,-493,1
27,57,6,431,1
28,24,6,-454,1
29,23,6,494,1
30,87,6,-445,1
32,40,6,464,1
33,76,6,-418,1
34,95,6,-467,1
35,57,6,481,1
36,83,6,400,1
37,85,6,-424,1
38,18,6,403,1
40,59,6,429,1
41,40,6,-478,1
42,62,6,-434,1
43,21,6,-466,1
44,21,6,402,1
46,65,6,454,1
47,62,6,-431,1
48,92,6,-452,1
1,44,6,433,1
2,80,6,442,1
3,39,6,-445,1
4,75,6,452,1
5,99,6,464,1
7,25,6,483,1
8,7,6,-455,1
9,64,6,-433,1
11,8,6,416,1
12,27,6,-475,1
13,9,6,-440,1
14,32,6,-444,1
15,46,6,-471,1
17,68,6,478,1
18,23,6,495,1
19,73,6,459,1
20,29,6,442,1
21,27,6,-419,1
22,33,6,-456,1
24,28,6,471,1
25,66,6,-426,1
27,77,6,461,1
28,19,6,-475,1
29,67,6,-459,1
30,80,6,400,1
32,54,6,429,1
33,67,6,485,1
34,1,6,-457,1
35,84,6,-440,1
36,21,6,-410,1
37,92,6,-411,1
38,76,6,431,1
40,67,6,465,1
41,14,6,484,1
42,16,6,484,1
43,54,6,-415,1
44,42,6,426,1
46,89,6,-421,1
47,85,6,490,1
48,93,6,-402,1
1,95,6,-438,1
2,77,6,453,1
3,12,6,-446,1
4,2,6,445,1
5,11,6,-465,1
7,53,6,484,1
8,96,6,487,1
9,32,6,-495,1
11,67,6,-450,1
12,25,6,-438,1
13,85,6,-437,1
14,30,6,-434,1
15,82,6,418,1
17,38,6,402,1
18,81,6,-471,1
19,77,6,478,1
20,11,6,-406,1
21,89,6,436,1
22,36,6,-411,1
24,57,6,437,1
25,81,6,418,1
27,98,6,426,1
28,24,6,480,1
29,1,6,-443,1
30,38,6,-409,1
32,61,6,-476,1
33,47,6,416,1
34,60,6,475,1
35,50,6,-402,1
36,48,6,-414,1
37,39,6,431,1
38,20,6,-484,1
40,25,6,-487,1
41,28,6,415,1
42,19,6,-461,1
43,29,6,482,1
44,46,6,448,1
46,21,6,-432,1
47,34,6,418,1
48,68,6,405,1
1,2,0,-465,1
2,72,6,-409,1
3,86,6,-418,1
4,33,6,-401,1
5,87,6,449,1
7,94,6,-445,1
8,67,6,-486,1
9,47,6,-447,1
11,3,1,441,1
12,54,6,-401,1
13,80,6,432,1
14,73,6,477,1
15,21,4,498,1
17,42,6,-428,1
18,58,6,418,1
19,2,0,403,1
20,97,6,444,1
21,92,6,-417,1
22,57,6,421,1
24,64,6,469,1
25,71,6,-484,1
27,13,4,481,1
28,41,6,431,1
29,23,5,-429,1
30,7,0,-422,1
32,94,6,-481,1
33,12,5,-402,1
34,8,0,-464,1
35,70,6,-405,1
36,88,6,-430,1
37,57,6,-426,1
38,2,0,457,1
40,79,6,425,1
41,53,6,-492,1
42,23,5,449,1
43,55,6,-424,1
44,82,6,-441,1
46,21,6,433,1
47,67,6,-469,1
48,87,6,-420,1
1,97,6,486,1
2,69,0,-451,1
3,48,0,-477,1
4,27,6,419,1
5,59,6,496,1
7,1,0,-494,1
8,52,6,473,1
9,96,6,439,1
11,82,6,480,1
12,63,6,459,1
13,21,0,-462,1
14,67,6,430,1
15,81,0,-461,1
17,18,6,401,1
18,48,6,410,1
19,4,0,-437,1
20,62,0,-460,1
21,41,5,-443,1
22,15,6,406,1
24,41,6,452,1
25,96,6,466,1
27,88,5,410,1
28,69,6,426,1
29,11,6,438,1
30,12,5,-427,1
32,48,6,473,1
33,10,6,413,1
34,45,5,-415,1
35,4,4,-462,1
36,49,4,-434,1
37,62,4,-468,1
38,32,4,-496,1
40,12,6,413,1
41,43,6,460,1
42,53,4,-436,1
43,5,6,441,1
44,10,5,-469,1
46,23,4,-433,1
47,64,4,-484,1
48,82,0,-451,1
1,95,5,-474,1
2,80,5,405,1
3,8,6,471,1
4,82,6,-455,1
5,63,4,454,1
7,73,4,461,1
8,24,4,461,1
9,10,6,-419,1
11,52,6,-409,1
12,43,6,-457,1
13,83,5,-454,1
14,62,4,483,1
15,19,6,498,1
17,68,4,-491,1
18,33,5,-417,1
19,76,4,-475,1
20,87,5,-428,1
21,51,5,-450,1
22,27,6,-469,1
24,71,6,-454,1
25,19,6,-429,1
27,6,5,-494,1
28,67,4,403,1
29,6,6,494,1
30,95,6,-495,1
32,37,6,-402,1
33,49,5,415,1
34,83,5,-473,1
35,56,5,462,1
36,73,6,-495,1
37,56,6,494,1
38,6,4,402,1
40,67,6,414,1
41,43,4,-433,1
42,14,6,414,1
43,79,6,463,1
44,29,6,431,1
46,47,5,467,1
47,49,5,-401,1
48,97,5,472,1
1,84,6,-423,1
2,22,6,-433,1
3,29,6,476,1
4,14,6,492,1
5,12,6,403,1
7,67,6,-482,1
8,84,6,488,1
9,53,6,-452,1
11,83,6,-452,1
12,88,6,-416,1
13,12,6,-477,1
14,10,6,-440,1
15,49,6,-403,1
17,57,6,426,1
18,74,6,481,1
19,76,6,-448,1
20,31,6,-431,1
21,49,6,407,1
22,39,6,469,1
24,33,6,472,1
25,44,6,-495,1
27,32,6,410,1
28,81,6,447,1
29,58,6,403,1
30,98,6,-403,1
32,75,6,-469,1
33,24,6,-436,1
34,74,6,410,1
35,35,6,-462,1
36,98,6,-448,1
37,12,6,-491,1
38,49,6,404,1
40,88,6,443,1
41,98,6,432,1
42,34,6,454,1
43,82,6,-485,1
44,59,6,411,1
46,9,6,424,1
47,9,6,-432,1
48,24,6,443,1
1,88,5,-483,1
2,26,5,467,1
3,20,6,465,1
4,7,6,446,1
5,62,6,419,1
7,25,6,-462,1
8,70,5,-448,1
9,73,6,440,1
11,62,5,465,1
12,24,6,-417,1
13,16,5,443,1
14,21,5,479,1
15,24,5,435,1
17,23,5,-424,1
18,16,5,490,1
19,37,5,-492,1
20,46,5,-467,1
21,47,5,-448,1
22,75,5,-409,1
24,69,5,406,1
25,63,2,467,1
27,10,5,412,1
28,76,5,-451,1
29,8,5,-500,1
30,89,4,428,1
32,44,5,416,1
33,6,5,-439,1
34,62,4,-468,1
35,57,6,485,1
36,25,5,-469,1
37,24,5,410,1
38,87,5,-466,1
40,25,6,425,1
41,39,1,-481,1
42,67,5,413,1
43,84,6,-447,1
44,43,2,453,1
46,76,2,461,1
47,82,5,400,1
48,94,4,-413,1
1,41,6,494,1
2,19,6,454,1
3,15,6,-499,1
4,48,6,-413,1
5,40,6,-457,1
7,49,6,-460,1
8,16,6,428,1
9,24,6,474,1
11,63,6,498,1
12,34,6,441,1
13,46,6,-461,1
14,69,6,422,1
15,65,6,453,1
17,15,6,-477,1
18,51,6,484,1
19,99,6,-427,1
20,32,6,-405,1
21,80,6,-433,1
22,90,6,-416,1
24,30,6,421,1
25,13,6,-485,1
27,98,6,477,1
28,31,6,-428,1
29,63,6,-406,1
30,65,6,-434,1
32,31,6,-426,1
33,17,6,438,1
34,82,6,462,1
35,34,6,497,1
36,39,6,473,1
37,84,6,-448,1
38,43,6,-418,1
40,89,6,453,1
41,53,6,-414,1
42,51,6,419,1
43,33,6,445,1
44,90,6,-467,1
46,5,6,469,1
47,1,6,443,1
48,27,6,436,1
1,90,6,-493,1
2,56,5,413,1
3,9,6,-415,1
4,36,5,-400,1
5,63,6,424,1
7,18,5,435,1
8,13,5,415,1
9,86,6,486,1
11,22,5,419,1
12,16,5,-485,1
13,57,6,-402,1
14,29,5,422,1
15,4,1,470,1
17,96,6,-436,1
18,24,5,-489,1
19,18,5,-453,1
20,83,5,437,1
21,49,5,-427,1
22,3,6,465,1
24,69,6,-401,1
25,15,3,450,1
27,28,5,454,1
28,14,5,433,1
29,31,5,466,1
30,2,6,471,1
32,66,6,-423,1
33,95,6,438,1
34,9,2,-433,1
35,85,6,415,1
36,41,5,-445,1
37,47,5,469,1
38,91,6,-470,1
40,73,6,-436,1
41,31,5,480,1
42,54,6,-443,1
43,57,6,495,1
44,14,5,450,1
46,56,6,-463,1
47,53,6,-489,1
48,15,5,-448,1
1,98,3,431,1
2,88,1,-477,1
3,40,0,-424,1
4,85,1,-497,1
5,7,6,405,1
7,22,6,440,1
8,29,6,432,1
9,51,5,479,1
11,85,4,445,1
12,75,4,418,1
13,5,6,424,1
14,86,3,483,1
15,77,4,495,1
17,94,1,-448,1
18,47,4,465,1
19,46,6,480,1
20,2,0,-475,1
21,61,5,484,1
22,47,0,-442,1
24,5,6,488,1
25,30,6,481,1
27,47,1,-434,1
28,12,0,-400,1
29,50,1,-484,1
30,19,0,-454,1
32,7,0,-415,1
33,10,6,401,1
34,62,6,488,1
35,95,6,-475,1
36,7,6,441,1
37,81,6,497,1
38,73,5,406,1
40,88,6,-454,1
41,94,6,442,1
42,43,6,473,1
43,41,6,433,1
44,82,6,464,1
46,4,1,-488,1
47,84,6,437,1
48,11,6,432,1
1,81,0,-496,1
2,78,4,405,1
3,54,0,-471,1
4,44,5,488,1
5,78,5,406,1
7,34,6,482,1
8,5,0,-413,1
9,1,6,426,1
11,53,4,451,1
12,84,2,443,1
13,54,0,-478,1
14,5,6,420,1
15,86,3,418,1
17,98,0,-409,1
18,23,5,498,1
19,90,4,436,1
20,68,5,492,1
21,55,4,411,1
22,78,4,482,1
24,41,0,-413,1
25,63,1,-479,1
27,52,0,-413,1
28,24,5,462,1
29,2,6,418,1
30,44,5,437,1
32,82,1,457,1
33,29,6,492,1
34,29,0,-436,1
35,83,4,419,1
36,35,5,424,1
37,43,6,411,1
38,40,1,-468,1
40,14,5,425,1
41,53,6,446,1
42,53,0,-438,1
43,67,3,401,1
44,72,1,-418,1
46,33,0,-463,1
47,88,2,-440,1
48,63,0,-482,1
1,89,0,-408,1
2,93,0,-456,1
3,49,1,445,1
4,2,6,474,1
5,34,2,-433,1
7,70,2,-461,1
8,53,3,412,1
9,44,3,461,1
11,94,2,482,1
12,80,0,-494,1
13,67,2,480,1
14,52,3,463,1
15,18,0,-405,1
17,4,2,-476,1
18,24,3,452,1
19,9,2,-427,1
20,95,2,464,1
21,12,6,443,1
22,76,1,443,1
24,99,5,-469,1
25,40,4,461,1
27,11,5,415,1
28,49,2,-483,1
29,12,5,449,1
30,35,1,-491,1
32,65,3,415,1
33,62,1,-464,1
34,41,3,409,1
35,36,1,-490,1
36,49,1,-497,1
37,35,4,485,1
38,98,5,-429,1
40,76,2,-472,1
41,80,0,-500,1
42,20,6,464,1
43,68,1,-465,1
44,18,5,446,1
46,48,3,-417,1
47,59,2,476,1
48,2,0,-418,1
1,22,0,-420,1
2,9,0,-465,1
3,83,0,436,1
4,64,3,-462,1
5,15,1,-422,1
7,6,6,423,1
8,49,3,419,1
9,25,6,500,1
11,23,0,-468,1
12,83,0,406,1
13,43,2,-438,1
14,52,3,465,1
15,11,0,-499,1
17,15,6,422,1
18,18,6,439,1
19,26,2,-421,1
20,38,2,-489,1
21,42,3,-422,1
22,57,3,461,1
24,20,1,-414,1
25,95,6,-483,1
27,72,2,444,1
28,65,3,449,1
29,10,6,417,1
30,66,2,-417,1
32,80,3,-460,1
33,69,4,-427,1
34,4,6,439,1
35,22,6,497,1
36,53,3,430,1
37,50,4,470,1
38,78,1,428,1
40,2,6,426,1
41,8,6,423,1
42,5,0,-497,1
43,98,6,-409,1
44,7,6,406,1
46,34,1,-413,1
47,16,6,457,1
48,65,1,492,1
1,98,6,495,1
2,86,5,-415,1
3,70,5,492,1
4,16,6,429,1
5,10,5,-401,1
7,65,5,-485,1
8,62,5,-488,1
9,45,6,403,1
11,26,6,442,1
12,94,6,-422,1
13,30,5,-487,1
14,62,6,467,1
15,2,6,469,1
17,80,6,404,1
18,5,6,-420,1
19,88,6,-403,1
20,53,6,-432,1
21,13,6,-490,1
22,66,6,-441,1
24,77,6,492,1
25,75,6,-433,1
27,51,6,408,1
28,40,6,459,1
29,69,6,438,1
30,90,6,-437,1
32,99,6,420,1
33,16,6,486,1
34,22,6,494,1
35,30,4,-467,1
36,21,0,-442,1
37,34,6,-492,1
38,32,6,400,1
40,62,6,-419,1
41,85,6,-493,1
42,53,6,-449,1
43,34,6,478,1
44,52,6,443,1
46,89,6,-468,1
47,58,6,-445,1
48,29,6,497,1
1,23,6,476,1
2,57,6,-478,1
3,33,6,-492,1
4,12,6,404,1
5,20,6,437,1
7,73,6,474,1
8,56,6,415,1
9,57,6,-470,1
11,18,6,410,1
12,55,6,-463,1
13,64,6,-481,1
14,55,6,-476,1
15,34,6,-470,1
17,44,6,466,1
18,19,6,-452,1
19,76,6,418,1
20,76,6,410,1
21,87,6,-431,1
22,78,6,425,1
24,68,6,-462,1
25,45,6,444,1
27,67,6,-420,1
28,58,6,-424,1
29,86,6,427,1
30,53,6,413,1
32,74,6,458,1
33,44,6,-428,1
34,73,6,473,1
35,83,6,-467,1
36,65,6,-418,1
37,43,6,417,1
38,29,6,489,1
40,63,6,-418,1
41,81,6,-402,1
42,5,6,409,1
43,52,6,493,1
44,31,6,412,1
46,68,6,435,1
47,58,6,-461,1
48,65,6,406,1
1,12,6,465,1
2,34,6,-468,1
3,78,6,-495,1
4,59,6,-412,1
5,60,6,-455,1
7,88,6,488,1
8,41,6,438,1
9,68,6,420,1
11,69,6,-492,1
12,92,6,436,1
13,68,6,435,1
14,36,6,463,1
15,63,6,-412,1
17,85,6,-477,1
18,69,6,427,1
19,87,6,424,1
20,22,6,-457,1
21,31,6,483,1
22,85,6,477,1
24,92,6,464,1
25,20,6,-483,1
27,73,6,-431,1
28,50,6,477,1
29,38,6,-400,1
30,80,6,410,1
32,31,6,-432,1
33,52,6,-428,1
34,24,6,-408,1
35,6,6,469,1
36,29,6,-466,1
37,27,6,-442,1
38,45,6,423,1
40,30,6,442,1
41,44,6,-404,1
42,40,6,-455,1
43,27,6,-429,1
44,4,6,480,1
46,98,6,-459,1
47,84,6,445,1
48,79,6,-445,1
1,53,6,-437,0
2,89,6,-467,0
3,41,6,497,0
4,80,6,483,0
5,82,6,-476,0
7,13,6,413,0
8,89,6,495,0
9,44,6,458,0
11,18,6,-438,0
12,73,6,455,0
13,22,6,-432,0
14,83,6,469,0
15,50,6,413,0
17,26,6,-405,0
18,63,6,485,0
19,32,6,438,0
20,97,6,475,0
21,26,6,-432,0
22,44,6,449,0
24,77,6,402,0
25,77,6,-458,0
27,68,6,489,0
28,37,6,-404,0
29,78,6,482,0
30,66,6,450,0
32,67,6,-441,0
33,32,6,400,0
34,54,6,-486,0
35,15,6,496,0
36,78,6,400,0
37,67,6,480,0
38,81,6,-497,0
40,73,6,-464,0
41,17,6,464,0
42,68,6,491,0
43,34,6,-470,0
44,52,6,-407,0
46,3,6,-401,0
47,70,6,-469,0
48,82,6,-444,0
1,57,3,438,0
2,79,2,489,0
3,50,4,443,0
4,40,5,414,0
5,85,1,-457,0
7,70,3,-453,0
8,91,5,476,0
9,57,2,-467,0
11,46,5,474,0
12,33,4,-485,0
13,60,1,-420,0
14,4,5,-491,0
15,37,6,491,0
17,96,2,428,0
18,82,3,-453,0
19,79,5,480,0
20,99,6,-459,0
21,39,4,425,0
22,79,5,473,0
24,42,2,-402,0
25,40,5,452,0
27,56,2,-472,0
28,28,6,430,0
29,1,5,-450,0
30,11,4,410,0
32,3,3,459,0
33,88,4,472,0
34,83,4,414,0
35,66,5,413,0
36,14,6,485,0
37,86,2,-500,0
38,44,3,-449,0
40,88,4,484,0
41,90,2,-470,0
42,48,4,483,0
43,94,1,-441,0
44,33,4,-467,0
46,91,4,-499,0
47,54,4,425,0
48,30,6,442,0
1,9,5,-454,0
2,31,6,412,0
3,99,4,495,0
4,96,5,-453,0
5,84,4,457,0
7,92,5,-484,0
8,76,3,496,0
9,69,4,451,0
11,79,4,-456,0
12,37,6,413,0
13,20,3,-441,0
14,88,4,-492,0
15,11,2,-475,0
17,83,4,473,0
18,99,3,456,0
19,91,3,-489,0
20,3,6,468,0
21,89,5,470,0
22,61,4,485,0
24,61,4,-415,0
25,56,5,405,0
27,66,4,-438,0
28,56,4,-427,0
29,32,6,473,0
30,50,4,-448,0
32,90,4,-408,0
33,75,4,-428,0
34,94,5,495,0
35,33,4,-462,0
36,27,4,-448,0
37,60,4,-489,0
38,45,5,438,0
40,78,5,434,0
41,54,6,432,0
42,95,5,-469,0
43,2,5,-411,0
44,67,6,412,0
46,75,4,-457,0
47,7,1,-440,0
48,28,6,476,0
1,4,4,475,0
2,66,3,465,0
3,71,2,-445,0
4,96,0,-442,0
5,86,2,-412,0
7,9,4,-479,0
8,52,3,429,0
9,1,1,-472,0
11,6,2,-418,0
12,69,4,-407,0
13,65,3,455,0
14,58,4,464,0
15,31,4,499,0
17,85,2,483,0
18,20,2,-498,0
19,94,0,-441,0
20,46,1,-430,0
21,42,1,-480,0
22,23,3,-479,0
24,4,3,-416,0
25,8,2,-469,0
27,1,5,463,0
28,17,2,-412,0
29,16,2,-458,0
30,75,2,467,0
32,66,2,473,0
33,85,3,447,0
34,93,1,462,0
35,34,4,463,0
36,92,1,409,0
37,52,2,-440,0
38,62,3,491,0
40,6,2,-450,0
41,21,2,-427,0
42,34,2,433,0
43,23,5,401,0
44,32,2,-428,0
46,95,1,-417,0
47,32,2,-457,0
48,71,2,460,0
1,54,6,493,0
2,32,6,-461,0
3,82,6,-463,0
4,69,6,480,0
5,49,6,428,0
7,81,6,-450,0
8,30,6,-435,0
9,24,6,489,0
11,22,6,-489,0
12,37,6,499,0
13,91,6,-500,0
14,84,6,476,0
15,39,6,-440,0
17,18,6,412,0
18,61,6,440,0
19,51,6,-412,0
20,88,6,-427,0
21,85,6,459,0
22,28,6,-410,0
24,65,6,-494,0
25,72,6,-481,0
27,50,6,-500,0
28,40,6,-497,0
29,95,6,478,0
30,10,6,417,0
32,75,6,-451,0
33,4,4,410,0
34,16,6,-495,0
35,57,6,-410,0
36,71,6,-441,0
37,51,6,-428,0
38,24,6,495,0
40,15,6,424,0
41,51,6,-467,0
42,99,6,-423,0
43,87,6,465,0
44,48,6,478,0
46,15,6,433,0
47,2,6,-499,0
48,22,6,479,0
1,8,6,460,0
2,32,6,486,0
3,52,6,-445,0
4,38,6,445,0
5,94,6,491,0
7,53,6,-441,0
8,15,6,499,0
9,17,6,-499,0
11,60,6,496,0
12,87,6,401,0
13,35,6,446,0
14,48,6,-467,0
15,79,6,467,0
17,55,6,-436,0
18,49,6,-467,0
19,54,6,-416,0
20,18,6,-451,0
21,63,6,-457,0
22,90,6,-407,0
24,99,6,-492,0
25,5,6,-448,0
27,55,6,-440,0
28,19,6,-474,0
29,38,6,463,0
30,27,6,404,0
32,88,6,415,0
33,97,6,483,0
34,81,6,-488,0
35,32,6,-427,0
36,89,6,-441,0
37,68,6,469,0
38,20,6,482,0
40,58,6,-453,0
41,49,6,493,0
42,51,6,405,0
43,10,6,500,0
44,4,6,-463,0
46,57,6,-487,0
47,83,6,-448,0
48,19,6,-418,0
1,14,6,404,0
2,13,6,-405,0
3,92,2,451,0
4,74,1,458,0
5,29,4,-484,0
7,43,5,452,0
8,94,5,-484,0
9,67,5,447,0
11,19,5,-449,0
12,51,2,-442,0
13,70,5,483,0
14,4,6,-476,0
15,98,6,-433,0
17,56,5,-479,0
18,36,5,459,0
19,19,6,-450,0
20,65,5,434,0
21,68,5,430,0
22,79,6,461,0
24,36,6,487,0
25,25,6,495,0
27,17,6,480,0
28,56,5,-490,0
29,24,6,-477,0
30,78,6,-425,0
32,27,6,452,0
33,4,6,427,0
34,70,6,-415,0
35,64,6,-458,0
36,50,6,-469,0
37,34,5,-473,0
38,62,5,411,0
40,64,5,-487,0
41,27,6,-436,0
42,96,6,497,0
43,24,6,436,0
44,23,6,-496,0
46,34,6,-420,0
47,71,5,472,0
48,4,6,484,0
1,45,6,-405,0
2,24,6,-491,0
3,34,6,-452,0
4,50,6,-405,0
5,33,6,435,0
7,72,6,-433,0
8,71,6,428,0
9,96,6,408,0
11,34,6,-463,0
12,37,6,497,0
13,76,6,465,0
14,16,6,424,0
15,41,6,-491,0
17,53,6,460,0
18,58,6,-474,0
19,83,6,499,0
20,98,6,-428,0
21,55,6,-442,0
22,28,6,-425,0
24,21,6,466,0
25,94,6,-415,0
27,9,6,434,0
28,6,6,-447,0
29,70,6,407,0
30,69,6,419,0
32,91,6,-475,0
33,71,6,-400,0
34,93,6,-461,0
35,43,6,486,0
36,10,5,-419,0
37,20,5,476,0
38,46,5,-429,0
40,78,6,-447,0
41,95,5,464,0
42,90,4,-488,0
43,35,6,-454,0
44,8,3,409,0
46,67,4,402,0
47,13,3,-439,0
48,37,4,-438,0
1,87,6,433,0
2,99,6,-410,0
3,70,6,-464,0
4,52,6,401,0
5,20,6,493,0
7,88,6,-401,0
8,84,6,419,0
9,88,6,405,0
11,27,6,-427,0
12,42,6,-446,0
13,44,6,-408,0
14,75,6,452,0
15,99,6,495,0
17,5,6,-401,0
18,25,6,-446,0
19,49,6,-430,0
20,44,6,498,0
21,70,6,465,0
22,45,6,-495,0
24,49,6,-480,0
25,96,6,-433,0
27,47,6,426,0
28,47,6,-451,0
29,41,6,-416,0
30,69,6,469,0
32,88,6,488,0
33,97,6,-460,0
34,73,5,-401,0
35,55,6,-432,0
36,41,6,473,0
37,35,6,404,0
38,9,6,417,0
40,11,5,436,0
41,35,5,-457,0
42,76,6,-495,0
43,13,6,415,0
44,5,6,495,0
46,54,6,-484,0
47,12,6,-447,0
48,48,6,494,0
1,25,4,-440,0
2,61,5,422,0
3,62,4,-494,0
4,52,4,-477,0
5,26,4,-425,0
7,7,4,-448,0
8,41,5,-440,0
9,22,4,472,0
11,38,5,-413,0
12,32,5,458,0
13,56,5,-413,0
14,97,5,496,0
15,67,4,-491,0
17,5,5,-450,0
18,80,4,-482,0
19,44,6,463,0
20,91,6,-494,0
21,71,4,-484,0
22,6,5,-490,0
24,90,6,436,0
25,73,6,429,0
27,6,6,477,0
28,47,6,-435,0
29,73,6,494,0
30,51,6,-412,0
32,18,6,418,0
33,55,6,-472,0
34,88,6,451,0
35,74,6,-460,0
36,95,6,478,0
37,89,6,403,0
38,91,6,498,0
40,73,6,455,0
41,91,6,495,0
42,17,6,404,0
43,91,6,-434,0
44,8,6,489,0
46,45,6,429,0
47,79,6,-437,0
48,56,6,-492,0
1,56,5,485,0
2,88,6,485,0
3,69,5,494,0
4,70,5,-466,0
5,24,3,478,0
7,83,6,429,0
8,34,5,-417,0
9,69,4,-448,0
11,53,4,-479,0
12,79,3,-411,0
13,26,5,-479,0
14,9,6,-470,0
15,63,4,498,0
17,26,2,410,0
18,75,4,-491,0
19,41,4,-492,0
20,71,5,500,0
21,11,5,-469,0
22,46,4,-488,0
24,38,4,-459,0
25,79,5,-424,0
27,13,2,-442,0
28,26,3,-481,0
29,59,4,-481,0
30,49,4,438,0
32,33,2,431,0
33,16,2,472,0
34,86,6,459,0
35,90,6,-405,0
36,53,3,-479,0
37,3,0,-429,0
38,93,6,494,0
40,95,6,443,0
41,72,4,-432,0
42,74,4,-440,0
43,74,4,-423,0
44,28,2,489,0
46,25,2,454,0
47,62,4,474,0
48,99,6,410,0
1,33,6,456,0
2,46,6,-463,0
3,22,6,-412,0
4,97,6,466,0
5,39,6,-470,0
7,80,6,-401,0
8,82,6,-401,0
9,52,6,-451,0
11,17,6,-457,0
12,69,6,-471,0
13,57,6,-464,0
14,77,6,-485,0
15,30,6,-478,0
17,81,6,-454,0
18,46,6,487,0
19,65,6,455,0
20,8,6,-412,0
21,33,6,-492,0
22,35,6,445,0
24,14,6,466,0
25,98,6,450,0
27,84,6,441,0
28,17,6,-442,0
29,60,6,459,0
30,46,6,465,0
32,56,6,-473,0
33,60,6,449,0
34,20,6,-463,0
35,90,6,-461,0
36,2,6,426,0
37,10,6,-466,0
38,25,6,-431,0
40,34,6,-481,0
41,46,6,460,0
42,60,6,-461,0
43,95,6,-481,0
44,70,6,440,0
46,9,6,-437,0
47,35,6,491,0
48,47,6,455,0
1,51,3,405,0
2,84,2,-422,0
3,48,3,-450,0
4,50,3,-488,0
5,36,5,443,0
7,86,1,487,0
8,84,1,482,0
9,97,0,408,0
11,15,6,475,0
12,27,5,-430,0
13,38,4,-476,0
14,34,5,406,0
15,39,4,-462,0
17,40,4,-457,0
18,6,6,-424,0
19,58,3,-479,0
20,81,2,487,0
21,50,3,424,0
22,57,3,-454,0
24,7,6,441,0
25,10,5,476,0
27,68,2,-408,0
28,54,3,487,0
29,64,2,-435,0
30,58,3,431,0
32,97,0,-474,0
33,69,2,479,0
34,28,4,455,0
35,51,3,-498,0
36,83,1,443,0
37,7,6,496,0
38,64,2,455,0
40,92,0,440,0
41,28,4,-497,0
42,30,4,-461,0
43,24,4,427,0
44,29,4,481,0
46,63,2,424,0
47,91,0,-405,0
48,74,1,458,0
1,78,3,-453,0
2,59,0,-441,0
3,1,5,-493,0
4,40,4,497,0
5,52,4,468,0
7,28,4,494,0
8,66,4,492,0
9,99,6,-464,0
11,62,4,434,0
12,85,4,-454,0
13,52,4,-422,0
14,11,1,-400,0
15,2,6,480,0
17,43,4,-462,0
18,13,6,489,0
19,47,0,-495,0
20,26,6,457,0
21,38,6,462,0
22,44,6,446,0
24,73,0,-443,0
