n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID
38,37,6,1,435,0,1,4,5f0f59f3bc44f50f92845a05
40,57,6,1,430,0,1,4,5f0f59f3bc44f50f92845a05
41,71,6,0,-467,0,1,4,5f0f59f3bc44f50f92845a05
42,71,6,1,446,0,1,4,5f0f59f3bc44f50f92845a05
43,51,6,1,419,0,1,4,5f0f59f3bc44f50f92845a05
44,4,5,0,-454,0,1,4,5f0f59f3bc44f50f92845a05
46,24,6,1,444,0,1,4,5f0f59f3bc44f50f92845a05
47,75,6,0,-431,0,1,4,5f0f59f3bc44f50f92845a05
48,90,6,0,-441,0,1,4,5f0f59f3bc44f50f92845a05
1,47,6,0,-474,1,1,4,5f0f59f3bc44f50f92845a05
2,90,6,1,421,1,1,4,5f0f59f3bc44f50f92845a05
3,47,6,1,409,1,1,4,5f0f59f3bc44f50f92845a05
4,80,6,1,403,1,1,4,5f0f59f3bc44f50f92845a05
5,15,6,0,-440,1,1,4,5f0f59f3bc44f50f92845a05
7,9,6,1,477,1,1,4,5f0f59f3bc44f50f92845a05
8,63,6,1,404,1,1,4,5f0f59f3bc44f50f92845a05
9,55,6,0,-424,1,1,4,5f0f59f3bc44f50f92845a05
11,26,6,1,481,1,1,4,5f0f59f3bc44f50f92845a05
12,38,6,0,-468,1,1,4,5f0f59f3bc44f50f92845a05
13,75,6,1,486,1,1,4,5f0f59f3bc44f50f92845a05
14,54,6,1,421,1,1,4,5f0f59f3bc44f50f92845a05
15,25,6,1,467,1,1,4,5f0f59f3bc44f50f92845a05
17,94,6,0,-462,1,1,4,5f0f59f3bc44f50f92845a05
18,79,6,0,-480,1,1,4,5f0f59f3bc44f50f92845a05
19,19,6,1,487,1,1,4,5f0f59f3bc44f50f92845a05
20,94,6,0,-463,1,1,4,5f0f59f3bc44f50f92845a05
21,84,6,0,-469,1,1,4,5f0f59f3bc44f50f92845a05
22,82,6,0,-473,1,1,4,5f0f59f3bc44f50f92845a05
24,79,6,1,429,1,1,4,5f0f59f3bc44f50f92845a05
25,3,3,1,425,1,1,4,5f0f59f3bc44f50f92845a05
27,25,6,1,420,1,1,4,5f0f59f3bc44f50f92845a05
28,96,3,0,-453,1,1,4,5f0f59f3bc44f50f92845a05
29,66,6,0,-433,1,1,4,5f0f59f3bc44f50f92845a05
30,31,6,0,-439,1,1,4,5f0f59f3bc44f50f92845a05
32,48,6,0,-499,1,1,4,5f0f59f3bc44f50f92845a05
33,1,1,1,428,1,1,4,5f0f59f3bc44f50f92845a05
34,86,6,0,-413,1,1,4,5f0f59f3bc44f50f92845a05
35,5,5,0,-490,1,1,4,5f0f59f3bc44f50f92845a05
36,81,6,1,474,1,1,4,5f0f59f3bc44f50f92845a05
37,13,5,0,-495,1,1,4,5f0f59f3bc44f50f92845a05
38,4,6,0,-407,1,1,4,5f0f59f3bc44f50f92845a05
40,2,2,0,-467,1,1,4,5f0f59f3bc44f50f92845a05
41,68,6,1,483,1,1,4,5f0f59f3bc44f50f92845a05
42,16,5,0,-467,1,1,4,5f0f59f3bc44f50f92845a05
43,13,6,0,-432,1,1,4,5f0f59f3bc44f50f92845a05
44,67,6,0,-446,1,1,4,5f0f59f3bc44f50f92845a05
46,29,6,0,-434,1,1,4,5f0f59f3bc44f50f92845a05
47,53,6,0,-494,1,1,4,5f0f59f3bc44f50f92845a05
48,89,6,1,475,1,1,4,5f0f59f3bc44f50f92845a05
1,81,4,1,463,0,1,4,5f262b3018c68e27aebdd170
2,23,6,1,480,0,1,4,5f262b3018c68e27aebdd170
3,82,4,1,461,0,1,4,5f262b3018c68e27aebdd170
4,25,5,1,400,0,1,4,5f262b3018c68e27aebdd170
5,36,5,1,500,0,1,4,5f262b3018c68e27aebdd170
7,38,5,0,-470,0,1,4,5f262b3018c68e27aebdd170
8,16,4,1,439,0,1,4,5f262b3018c68e27aebdd170
9,20,4,0,-400,0,1,4,5f262b3018c68e27aebdd170
11,21,4,0,-400,0,1,4,5f262b3018c68e27aebdd170
12,57,3,1,487,0,1,4,5f262b3018c68e27aebdd170
13,79,5,0,-461,0,1,4,5f262b3018c68e27aebdd170
14,39,4,0,-432,0,1,4,5f262b3018c68e27aebdd170
15,83,4,0,-448,0,1,4,5f262b3018c68e27aebdd170
17,62,6,0,-482,0,1,4,5f262b3018c68e27aebdd170
18,48,4,1,463,0,1,4,5f262b3018c68e27aebdd170
19,15,4,1,428,0,1,4,5f262b3018c68e27aebdd170
20,84,4,1,448,0,1,4,5f262b3018c68e27aebdd170
21,86,4,0,-455,0,1,4,5f262b3018c68e27aebdd170
22,66,4,0,-496,0,1,4,5f262b3018c68e27aebdd170
24,60,5,1,488,0,1,4,5f262b3018c68e27aebdd170
25,52,4,1,457,0,1,4,5f262b3018c68e27aebdd170
27,19,5,1,495,0,1,4,5f262b3018c68e27aebdd170
28,63,5,1,458,0,1,4,5f262b3018c68e27aebdd170
29,40,4,1,443,0,1,4,5f262b3018c68e27aebdd170
30,83,5,1,448,0,1,4,5f262b3018c68e27aebdd170
32,44,4,0,-406,0,1,4,5f262b3018c68e27aebdd170
33,14,3,0,-426,0,1,4,5f262b3018c68e27aebdd170
34,91,3,1,461,0,1,4,5f262b3018c68e27aebdd170
35,52,4,1,479,0,1,4,5f262b3018c68e27aebdd170
36,93,3,0,-492,0,1,4,5f262b3018c68e27aebdd170
37,92,4,1,411,0,1,4,5f262b3018c68e27aebdd170
38,27,4,0,-472,0,1,4,5f262b3018c68e27aebdd170
40,37,4,0,-487,0,1,4,5f262b3018c68e27aebdd170
41,68,4,1,415,0,1,4,5f262b3018c68e27aebdd170
42,2,5,0,-471,0,1,4,5f262b3018c68e27aebdd170
43,72,5,0,-415,0,1,4,5f262b3018c68e27aebdd170
44,1,5,0,-484,0,1,4,5f262b3018c68e27aebdd170
46,84,6,1,487,0,1,4,5f262b3018c68e27aebdd170
47,53,3,1,432,0,1,4,5f262b3018c68e27aebdd170
48,47,4,0,-493,0,1,4,5f262b3018c68e27aebdd170
1,11,5,1,491,1,1,1,5f262b3018c68e27aebdd170
2,53,3,0,-483,1,1,1,5f262b3018c68e27aebdd170
3,94,6,1,491,1,1,1,5f262b3018c68e27aebdd170
4,74,2,1,476,1,1,1,5f262b3018c68e27aebdd170
5,97,3,0,-485,1,1,1,5f262b3018c68e27aebdd170
7,78,4,0,-477,1,1,1,5f262b3018c68e27aebdd170
8,69,2,1,472,1,1,1,5f262b3018c68e27aebdd170
9,9,4,0,-428,1,1,1,5f262b3018c68e27aebdd170
11,27,3,0,-488,1,1,1,5f262b3018c68e27aebdd170
12,79,2,0,-421,1,1,1,5f262b3018c68e27aebdd170
13,84,2,0,-412,1,1,1,5f262b3018c68e27aebdd170
14,67,4,1,481,1,1,1,5f262b3018c68e27aebdd170
15,62,3,1,446,1,1,1,5f262b3018c68e27aebdd170
17,89,4,1,401,1,1,1,5f262b3018c68e27aebdd170
18,41,3,1,403,1,1,1,5f262b3018c68e27aebdd170
19,76,2,0,-416,1,1,1,5f262b3018c68e27aebdd170
20,47,4,1,464,1,1,1,5f262b3018c68e27aebdd170
21,76,3,0,-467,1,1,1,5f262b3018c68e27aebdd170
22,61,4,1,402,1,1,1,5f262b3018c68e27aebdd170
24,82,3,0,-449,1,1,1,5f262b3018c68e27aebdd170
25,19,2,0,-497,1,1,1,5f262b3018c68e27aebdd170
27,51,5,1,422,1,1,1,5f262b3018c68e27aebdd170
28,63,2,1,441,1,1,1,5f262b3018c68e27aebdd170
29,39,4,1,497,1,1,1,5f262b3018c68e27aebdd170
30,22,5,1,459,1,1,1,5f262b3018c68e27aebdd170
32,22,3,0,-435,1,1,1,5f262b3018c68e27aebdd170
33,76,4,1,500,1,1,1,5f262b3018c68e27aebdd170
34,83,3,0,-492,1,1,1,5f262b3018c68e27aebdd170
35,96,3,0,-452,1,1,1,5f262b3018c68e27aebdd170
36,54,5,1,415,1,1,1,5f262b3018c68e27aebdd170
37,13,4,0,-483,1,1,1,5f262b3018c68e27aebdd170
38,33,3,0,-430,1,1,1,5f262b3018c68e27aebdd170
40,77,4,0,-441,1,1,1,5f262b3018c68e27aebdd170
41,95,4,1,420,1,1,1,5f262b3018c68e27aebdd170
42,30,4,1,441,1,1,1,5f262b3018c68e27aebdd170
43,66,5,0,-457,1,1,1,5f262b3018c68e27aebdd170
44,48,4,0,-419,1,1,1,5f262b3018c68e27aebdd170
46,89,3,1,450,1,1,1,5f262b3018c68e27aebdd170
47,14,6,1,455,1,1,1,5f262b3018c68e27aebdd170
48,47,3,0,-428,1,1,1,5f262b3018c68e27aebdd170
1,18,6,1,428,0,1,4,5f5fc58bfcb0db07c6c64d9e
2,11,2,0,-486,0,1,4,5f5fc58bfcb0db07c6c64d9e
3,73,2,1,459,0,1,4,5f5fc58bfcb0db07c6c64d9e
4,90,2,1,447,0,1,4,5f5fc58bfcb0db07c6c64d9e
5,39,3,0,-437,0,1,4,5f5fc58bfcb0db07c6c64d9e
7,13,3,0,-445,0,1,4,5f5fc58bfcb0db07c6c64d9e
8,88,3,1,476,0,1,4,5f5fc58bfcb0db07c6c64d9e
9,64,3,1,405,0,1,4,5f5fc58bfcb0db07c6c64d9e
11,68,2,0,-471,0,1,4,5f5fc58bfcb0db07c6c64d9e
12,91,0,0,-423,0,1,4,5f5fc58bfcb0db07c6c64d9e
13,99,0,1,473,0,1,4,5f5fc58bfcb0db07c6c64d9e
14,26,6,1,451,0,1,4,5f5fc58bfcb0db07c6c64d9e
15,9,6,1,417,0,1,4,5f5fc58bfcb0db07c6c64d9e
17,85,2,1,443,0,1,4,5f5fc58bfcb0db07c6c64d9e
18,33,3,0,-436,0,1,4,5f5fc58bfcb0db07c6c64d9e
19,25,3,0,-456,0,1,4,5f5fc58bfcb0db07c6c64d9e
20,27,3,0,-401,0,1,4,5f5fc58bfcb0db07c6c64d9e
21,83,3,1,430,0,1,4,5f5fc58bfcb0db07c6c64d9e
22,14,3,0,-476,0,1,4,5f5fc58bfcb0db07c6c64d9e
24,97,1,1,489,0,1,4,5f5fc58bfcb0db07c6c64d9e
25,37,3,0,-487,0,1,4,5f5fc58bfcb0db07c6c64d9e
27,93,1,0,-436,0,1,4,5f5fc58bfcb0db07c6c64d9e
28,68,3,1,459,0,1,4,5f5fc58bfcb0db07c6c64d9e
29,77,1,0,-451,0,1,4,5f5fc58bfcb0db07c6c64d9e
30,3,6,1,486,0,1,4,5f5fc58bfcb0db07c6c64d9e
32,79,1,0,-425,0,1,4,5f5fc58bfcb0db07c6c64d9e
33,90,0,0,-430,0,1,4,5f5fc58bfcb0db07c6c64d9e
34,49,4,1,447,0,1,4,5f5fc58bfcb0db07c6c64d9e
35,59,3,1,415,0,1,4,5f5fc58bfcb0db07c6c64d9e
36,8,6,1,494,0,1,4,5f5fc58bfcb0db07c6c64d9e
37,86,0,0,-404,0,1,4,5f5fc58bfcb0db07c6c64d9e
38,82,0,0,-485,0,1,4,5f5fc58bfcb0db07c6c64d9e
40,66,2,0,-404,0,1,4,5f5fc58bfcb0db07c6c64d9e
41,55,3,1,434,0,1,4,5f5fc58bfcb0db07c6c64d9e
42,43,3,0,-465,0,1,4,5f5fc58bfcb0db07c6c64d9e
43,49,4,1,444,0,1,4,5f5fc58bfcb0db07c6c64d9e
44,54,3,0,-407,0,1,4,5f5fc58bfcb0db07c6c64d9e
46,23,6,1,423,0,1,4,5f5fc58bfcb0db07c6c64d9e
47,92,1,1,477,0,1,4,5f5fc58bfcb0db07c6c64d9e
48,10,6,1,494,0,1,4,5f5fc58bfcb0db07c6c64d9e
1,28,4,1,487,1,1,4,5f5fc58bfcb0db07c6c64d9e
2,60,0,0,-487,1,1,4,5f5fc58bfcb0db07c6c64d9e
3,82,2,1,495,1,1,4,5f5fc58bfcb0db07c6c64d9e
4,55,1,0,-425,1,1,4,5f5fc58bfcb0db07c6c64d9e
5,98,3,1,487,1,1,4,5f5fc58bfcb0db07c6c64d9e
7,63,3,1,462,1,1,4,5f5fc58bfcb0db07c6c64d9e
8,67,2,0,-486,1,1,4,5f5fc58bfcb0db07c6c64d9e
9,57,3,0,-473,1,1,4,5f5fc58bfcb0db07c6c64d9e
11,19,6,1,467,1,1,4,5f5fc58bfcb0db07c6c64d9e
12,3,6,1,453,1,1,4,5f5fc58bfcb0db07c6c64d9e
13,43,5,1,490,1,1,4,5f5fc58bfcb0db07c6c64d9e
14,99,0,0,-444,1,1,4,5f5fc58bfcb0db07c6c64d9e
15,58,3,0,-434,1,1,4,5f5fc58bfcb0db07c6c64d9e
17,53,4,1,445,1,1,4,5f5fc58bfcb0db07c6c64d9e
18,20,6,1,496,1,1,4,5f5fc58bfcb0db07c6c64d9e
19,68,2,0,-497,1,1,4,5f5fc58bfcb0db07c6c64d9e
20,98,1,1,463,1,1,4,5f5fc58bfcb0db07c6c64d9e
21,72,3,0,-469,1,1,4,5f5fc58bfcb0db07c6c64d9e
22,81,1,0,-471,1,1,4,5f5fc58bfcb0db07c6c64d9e
24,81,4,1,478,1,1,4,5f5fc58bfcb0db07c6c64d9e
25,31,3,0,-414,1,1,4,5f5fc58bfcb0db07c6c64d9e
27,36,4,0,-446,1,1,4,5f5fc58bfcb0db07c6c64d9e
28,47,3,1,467,1,1,4,5f5fc58bfcb0db07c6c64d9e
29,44,3,0,-444,1,1,4,5f5fc58bfcb0db07c6c64d9e
30,5,6,1,412,1,1,4,5f5fc58bfcb0db07c6c64d9e
32,47,3,1,470,1,1,4,5f5fc58bfcb0db07c6c64d9e
33,70,2,0,-447,1,1,4,5f5fc58bfcb0db07c6c64d9e
34,20,4,0,-406,1,1,4,5f5fc58bfcb0db07c6c64d9e
35,39,3,0,-466,1,1,4,5f5fc58bfcb0db07c6c64d9e
36,16,6,1,495,1,1,4,5f5fc58bfcb0db07c6c64d9e
37,87,0,0,-482,1,1,4,5f5fc58bfcb0db07c6c64d9e
38,82,2,1,435,1,1,4,5f5fc58bfcb0db07c6c64d9e
40,35,3,0,-439,1,1,4,5f5fc58bfcb0db07c6c64d9e
41,57,3,1,462,1,1,4,5f5fc58bfcb0db07c6c64d9e
42,32,3,0,-431,1,1,4,5f5fc58bfcb0db07c6c64d9e
43,54,2,0,-447,1,1,4,5f5fc58bfcb0db07c6c64d9e
44,79,3,1,452,1,1,4,5f5fc58bfcb0db07c6c64d9e
46,98,0,1,412,1,1,4,5f5fc58bfcb0db07c6c64d9e
47,59,2,0,-417,1,1,4,5f5fc58bfcb0db07c6c64d9e
48,62,2,0,-452,1,1,4,5f5fc58bfcb0db07c6c64d9e
1,91,6,0,-456,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
2,96,6,0,-424,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
3,99,6,1,441,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
4,28,0,1,447,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
5,48,3,1,480,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
7,40,3,0,-416,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
8,62,5,1,400,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
9,36,2,0,-486,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
11,77,6,0,-446,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
12,67,6,1,499,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
13,89,6,0,-499,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
14,59,5,0,-413,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
15,77,5,0,-418,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
17,12,1,1,441,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
18,81,6,1,497,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
19,64,5,0,-406,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
20,94,6,1,422,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
21,13,1,0,-483,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
22,33,3,0,-433,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
24,19,2,1,453,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
25,79,6,0,-460,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
27,11,1,0,-408,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
28,45,4,0,-432,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
29,27,2,1,483,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
30,99,6,0,-440,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
32,81,2,1,470,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
33,54,4,0,-435,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
34,59,5,1,419,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
35,98,6,0,-417,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
36,29,3,0,-485,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
37,40,4,0,-487,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
38,68,5,0,-435,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
40,18,1,0,-419,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
41,94,6,0,-469,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
42,52,5,1,403,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
43,95,6,0,-421,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
44,37,4,0,-454,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
46,78,6,1,493,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
47,1,1,0,-489,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
48,63,5,1,490,0,1,4,5f6e71ea9dd5cb3b2bdb45b6
1,97,6,0,-439,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
2,33,5,0,-458,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
3,68,6,1,429,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
4,27,5,0,-497,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
5,50,6,0,-489,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
7,21,5,0,-404,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
8,62,6,1,469,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
9,16,6,0,-449,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
11,24,5,0,-408,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
12,33,5,1,487,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
13,17,5,1,407,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
14,34,6,1,487,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
15,17,5,0,-425,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
17,28,5,0,-469,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
18,93,6,1,472,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
19,87,6,1,429,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
20,45,5,0,-478,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
21,4,4,1,469,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
22,94,6,0,-419,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
24,19,2,0,-407,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
25,89,6,0,-470,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
27,60,5,0,-408,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
28,16,5,1,432,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
29,23,6,0,-454,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
30,4,3,1,431,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
32,60,5,1,416,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
33,75,6,0,-432,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
34,39,6,0,-434,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
35,57,6,1,473,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
36,3,3,0,-467,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
37,75,5,0,-453,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
38,79,5,0,-449,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
40,36,4,1,425,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
41,85,6,0,-488,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
42,45,6,1,459,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
43,7,5,0,-405,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
44,2,4,1,448,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
46,19,6,0,-447,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
47,82,6,1,431,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
48,99,6,1,424,1,1,4,5f6e71ea9dd5cb3b2bdb45b6
1,78,1,0,-495,0,1,2,5f88236b8e322b27a9dc8da9
2,43,4,1,496,0,1,2,5f88236b8e322b27a9dc8da9
3,27,3,0,-400,0,1,2,5f88236b8e322b27a9dc8da9
4,2,6,1,497,0,1,2,5f88236b8e322b27a9dc8da9
5,26,4,0,-405,0,1,2,5f88236b8e322b27a9dc8da9
7,96,5,1,454,0,1,2,5f88236b8e322b27a9dc8da9
8,66,5,0,-479,0,1,2,5f88236b8e322b27a9dc8da9
9,25,4,0,-492,0,1,2,5f88236b8e322b27a9dc8da9
11,44,3,0,-418,0,1,2,5f88236b8e322b27a9dc8da9
12,42,3,1,418,0,1,2,5f88236b8e322b27a9dc8da9
13,19,2,0,-470,0,1,2,5f88236b8e322b27a9dc8da9
14,69,5,0,-467,0,1,2,5f88236b8e322b27a9dc8da9
15,6,0,0,-407,0,1,2,5f88236b8e322b27a9dc8da9
17,46,3,0,-483,0,1,2,5f88236b8e322b27a9dc8da9
18,34,2,0,-498,0,1,2,5f88236b8e322b27a9dc8da9
19,25,1,1,488,0,1,2,5f88236b8e322b27a9dc8da9
20,53,3,1,451,0,1,2,5f88236b8e322b27a9dc8da9
21,11,1,1,469,0,1,2,5f88236b8e322b27a9dc8da9
22,34,2,0,-467,0,1,2,5f88236b8e322b27a9dc8da9
24,21,1,1,492,0,1,2,5f88236b8e322b27a9dc8da9
25,78,5,0,-464,0,1,2,5f88236b8e322b27a9dc8da9
27,48,3,1,477,0,1,2,5f88236b8e322b27a9dc8da9
28,31,3,0,-420,0,1,2,5f88236b8e322b27a9dc8da9
29,7,0,1,432,0,1,2,5f88236b8e322b27a9dc8da9
30,42,2,1,479,0,1,2,5f88236b8e322b27a9dc8da9
32,40,2,0,-475,0,1,2,5f88236b8e322b27a9dc8da9
33,57,5,0,-497,0,1,2,5f88236b8e322b27a9dc8da9
34,88,6,1,405,0,1,2,5f88236b8e322b27a9dc8da9
35,91,6,0,-412,0,1,2,5f88236b8e322b27a9dc8da9
36,58,4,1,494,0,1,2,5f88236b8e322b27a9dc8da9
37,24,2,1,435,0,1,2,5f88236b8e322b27a9dc8da9
38,53,3,1,437,0,1,2,5f88236b8e322b27a9dc8da9
40,90,6,1,492,0,1,2,5f88236b8e322b27a9dc8da9
41,53,3,0,-422,0,1,2,5f88236b8e322b27a9dc8da9
42,82,5,1,414,0,1,2,5f88236b8e322b27a9dc8da9
43,82,5,1,497,0,1,2,5f88236b8e322b27a9dc8da9
44,6,0,0,-495,0,1,2,5f88236b8e322b27a9dc8da9
46,77,5,1,470,0,1,2,5f88236b8e322b27a9dc8da9
47,56,3,0,-418,0,1,2,5f88236b8e322b27a9dc8da9
48,41,4,1,463,0,1,2,5f88236b8e322b27a9dc8da9
1,96,6,1,406,1,1,4,5f88236b8e322b27a9dc8da9
2,66,4,1,478,1,1,4,5f88236b8e322b27a9dc8da9
3,84,5,0,-458,1,1,4,5f88236b8e322b27a9dc8da9
4,97,6,1,431,1,1,4,5f88236b8e322b27a9dc8da9
5,76,5,1,492,1,1,4,5f88236b8e322b27a9dc8da9
7,38,2,1,425,1,1,4,5f88236b8e322b27a9dc8da9
8,12,1,1,477,1,1,4,5f88236b8e322b27a9dc8da9
9,22,1,0,-491,1,1,4,5f88236b8e322b27a9dc8da9
11,5,0,1,440,1,1,4,5f88236b8e322b27a9dc8da9
12,44,3,1,401,1,1,4,5f88236b8e322b27a9dc8da9
13,71,5,0,-479,1,1,4,5f88236b8e322b27a9dc8da9
14,44,3,0,-422,1,1,4,5f88236b8e322b27a9dc8da9
15,87,5,0,-413,1,1,4,5f88236b8e322b27a9dc8da9
17,13,1,1,464,1,1,4,5f88236b8e322b27a9dc8da9
18,63,4,1,488,1,1,4,5f88236b8e322b27a9dc8da9
19,28,2,1,426,1,1,4,5f88236b8e322b27a9dc8da9
20,43,3,1,496,1,1,4,5f88236b8e322b27a9dc8da9
21,56,3,1,437,1,1,4,5f88236b8e322b27a9dc8da9
22,42,3,1,401,1,1,4,5f88236b8e322b27a9dc8da9
24,33,2,1,484,1,1,4,5f88236b8e322b27a9dc8da9
25,89,5,0,-455,1,1,4,5f88236b8e322b27a9dc8da9
27,5,0,0,-464,1,1,4,5f88236b8e322b27a9dc8da9
28,27,2,0,-450,1,1,4,5f88236b8e322b27a9dc8da9
29,44,3,0,-433,1,1,4,5f88236b8e322b27a9dc8da9
30,68,4,0,-425,1,1,4,5f88236b8e322b27a9dc8da9
32,52,3,0,-414,1,1,4,5f88236b8e322b27a9dc8da9
33,47,3,0,-469,1,1,4,5f88236b8e322b27a9dc8da9
34,97,6,1,475,1,1,4,5f88236b8e322b27a9dc8da9
35,88,5,1,418,1,1,4,5f88236b8e322b27a9dc8da9
36,94,6,0,-407,1,1,4,5f88236b8e322b27a9dc8da9
37,98,6,1,421,1,1,4,5f88236b8e322b27a9dc8da9
38,63,4,1,409,1,1,4,5f88236b8e322b27a9dc8da9
40,23,1,1,401,1,1,4,5f88236b8e322b27a9dc8da9
41,81,5,0,-438,1,1,4,5f88236b8e322b27a9dc8da9
42,39,2,0,-451,1,1,4,5f88236b8e322b27a9dc8da9
43,2,0,0,-401,1,1,4,5f88236b8e322b27a9dc8da9
44,47,3,0,-492,1,1,4,5f88236b8e322b27a9dc8da9
46,37,3,1,424,1,1,4,5f88236b8e322b27a9dc8da9
47,79,5,0,-414,1,1,4,5f88236b8e322b27a9dc8da9
48,71,4,1,484,1,1,4,5f88236b8e322b27a9dc8da9
1,39,6,1,476,0,1,4,5fa450d5cec1de08e31b8a58
2,8,0,1,401,0,1,4,5fa450d5cec1de08e31b8a58
3,55,6,0,-499,0,1,4,5fa450d5cec1de08e31b8a58
4,65,6,0,-443,0,1,4,5fa450d5cec1de08e31b8a58
5,80,6,1,459,0,1,4,5fa450d5cec1de08e31b8a58
7,40,6,0,-446,0,1,4,5fa450d5cec1de08e31b8a58
8,48,6,0,-462,0,1,4,5fa450d5cec1de08e31b8a58
9,32,6,1,411,0,1,4,5fa450d5cec1de08e31b8a58
11,52,6,0,-453,0,1,4,5fa450d5cec1de08e31b8a58
12,4,0,1,427,0,1,4,5fa450d5cec1de08e31b8a58
13,44,6,1,439,0,1,4,5fa450d5cec1de08e31b8a58
14,25,6,0,-457,0,1,4,5fa450d5cec1de08e31b8a58
15,11,6,1,457,0,1,4,5fa450d5cec1de08e31b8a58
17,82,6,0,-471,0,1,4,5fa450d5cec1de08e31b8a58
18,97,6,1,413,0,1,4,5fa450d5cec1de08e31b8a58
19,80,6,0,-417,0,1,4,5fa450d5cec1de08e31b8a58
20,77,6,1,462,0,1,4,5fa450d5cec1de08e31b8a58
21,77,6,0,-412,0,1,4,5fa450d5cec1de08e31b8a58
22,16,6,1,405,0,1,4,5fa450d5cec1de08e31b8a58
24,42,6,1,419,0,1,4,5fa450d5cec1de08e31b8a58
25,96,6,1,446,0,1,4,5fa450d5cec1de08e31b8a58
